Player,Squad,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,drib_Att,drib_Succ%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle,Season,Competition
fran vieites,Betis,129,1,0,0,0,,204,0,0,0,0,2023-2024,laliga
jonathan viera,Las Palmas,40,331,203,22,22,45.5,993,21,5,15,9,2023-2024,laliga
jonathan viera,Almería,79,357,198,19,19,47.4,1145,29,6,17,9,2023-2024,laliga
toni villa,Girona,0,5,8,1,1,0.0,36,0,1,1,0,2023-2024,laliga
asier villalibre,Athletic Club,18,64,98,31,11,36.4,195,5,6,12,11,2023-2024,laliga
gonzalo villar,Granada,294,674,215,24,44,52.3,1965,32,2,22,28,2023-2024,laliga
ivan villar,Celta Vigo,348,0,0,0,0,,550,0,0,0,0,2023-2024,laliga
ricardo visus,Betis,51,30,0,0,0,,86,0,0,0,0,2023-2024,laliga
daniel vivian,Athletic Club,950,1021,75,27,10,50.0,3422,10,2,27,5,2023-2024,laliga
shon weissman,Granada,1,13,14,3,2,50.0,45,1,0,2,0,2023-2024,laliga
inaki williams,Athletic Club,134,463,859,175,120,40.8,2913,66,51,86,48,2023-2024,laliga
nico williams,Athletic Club,112,372,746,148,193,44.6,3736,77,62,76,51,2023-2024,laliga
axel witsel,Atlético Madrid,1091,950,71,22,8,62.5,3215,16,0,14,6,2023-2024,laliga
xeber,Alavés,25,33,80,17,7,42.9,133,2,3,7,3,2023-2024,laliga
antal yaakobishvili,Girona,31,18,1,1,0,,54,0,0,0,1,2023-2024,laliga
lamine yamal,Barcelona,118,460,923,147,160,43.8,3889,78,57,54,26,2023-2024,laliga
roman yaremchuk,Valencia,19,140,163,34,14,35.7,378,11,6,26,17,2023-2024,laliga
arsen zakharyan,Real Sociedad,76,286,331,29,29,34.5,1028,22,8,25,6,2023-2024,laliga
joseba zaldua,Cádiz,110,117,94,8,5,40.0,247,7,2,7,3,2023-2024,laliga
bryan zaragoza,Granada,67,242,386,74,129,41.1,2393,61,37,53,11,2023-2024,laliga
igor zubeldia,Real Sociedad,908,1034,50,18,8,50.0,4725,2,0,14,3,2023-2024,laliga
martin zubimendi,Real Sociedad,397,1144,267,32,18,66.7,2671,41,5,26,16,2023-2024,laliga
