Player,Squad,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,drib_Att,drib_Succ%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle,Season,Competition
mads roerslev,Brentford,178,140,109,13,7,42.9,278,7,2,14,9,2022-2023,premier-league
cristian romero,Tottenham,976,849,111,17,22,59.1,2993,25,1,19,10,2022-2023,premier-league
oriol romeu,Southampton,5,19,14,1,1,100.0,66,1,0,1,0,2022-2023,premier-league
cristiano ronaldo,Manchester Utd,25,91,106,32,9,44.4,288,6,3,7,3,2022-2023,premier-league
connor ronan,Wolves,0,3,1,0,1,100.0,2,0,0,0,0,2022-2023,premier-league
salomon rondon,Everton,2,15,19,4,1,100.0,3,1,0,1,1,2022-2023,premier-league
joe rothwell,Bournemouth,131,309,105,5,23,69.6,790,12,2,8,4,2022-2023,premier-league
georginio rutter,Leeds United,13,47,65,20,25,36.0,126,1,3,15,14,2022-2023,premier-league
jose sa,Wolves,1271,7,0,0,2,100.0,2991,0,0,4,0,2022-2023,premier-league
marcel sabitzer,Manchester Utd,69,200,110,20,3,33.3,361,6,0,9,5,2022-2023,premier-league
allan saintmaximin,Newcastle Utd,69,198,348,77,99,57.6,2512,51,41,31,30,2022-2023,premier-league
bukayo saka,Arsenal,160,473,1270,237,164,39.0,4563,93,84,78,59,2022-2023,premier-league
mohamed salah,Liverpool,83,539,1028,301,135,37.8,3036,66,87,110,79,2022-2023,premier-league
william saliba,Arsenal,905,1094,64,15,12,75.0,3888,14,1,15,6,2022-2023,premier-league
mohammed salisu,Southampton,756,634,124,25,11,72.7,1556,10,0,5,9,2022-2023,premier-league
albert sambi lokonga,Arsenal,32,95,29,0,2,50.0,145,6,0,1,1,2022-2023,premier-league
albert sambi lokonga,Crystal Palace,109,170,47,2,5,20.0,368,2,0,3,6,2022-2023,premier-league
davinson sanchez,Tottenham,364,310,46,10,6,33.3,788,2,0,3,2,2022-2023,premier-league
robert sanchez,Brighton,822,4,0,0,0,,1458,0,0,0,0,2022-2023,premier-league
jadon sancho,Manchester Utd,118,339,536,106,78,42.3,2193,39,45,50,20,2022-2023,premier-league
morgan sanson,Aston Villa,1,4,4,0,0,,9,0,0,1,0,2022-2023,premier-league
pablo sarabia,Wolves,68,189,199,22,12,16.7,522,15,4,9,14,2022-2023,premier-league
jeremy sarmiento,Brighton,13,39,48,10,11,54.5,129,3,1,6,7,2022-2023,premier-league
gianluca scamacca,West Ham,13,136,127,38,15,46.7,282,7,3,23,19,2022-2023,premier-league
gustavo scarpa,Nott'ham Forest,24,58,27,1,4,25.0,313,5,0,1,0,2022-2023,premier-league
kevin schade,Brentford,38,94,165,48,35,34.3,501,12,15,25,9,2022-2023,premier-league
fabian schar,Newcastle Utd,1101,938,213,73,13,30.8,4115,26,3,20,7,2022-2023,premier-league
jeffrey schlupp,Crystal Palace,281,640,293,48,56,53.6,1232,25,11,33,33,2022-2023,premier-league
nelson semedo,Wolves,589,837,451,29,73,45.2,2691,42,5,42,19,2022-2023,premier-league
antoine semenyo,Bournemouth,24,43,39,5,6,50.0,239,9,4,12,6,2022-2023,premier-league
marcos senesi,Bournemouth,1037,568,57,16,13,61.5,2386,12,1,15,4,2022-2023,premier-league
ryan sessegnon,Tottenham,157,170,168,27,11,45.5,815,11,5,11,10,2022-2023,premier-league
luke shaw,Manchester Utd,810,1124,475,22,39,35.9,3352,44,3,24,8,2022-2023,premier-league
jonjo shelvey,Newcastle Utd,8,18,2,0,0,,19,0,0,0,0,2022-2023,premier-league
jonjo shelvey,Nott'ham Forest,102,209,35,1,4,100.0,442,3,0,3,4,2022-2023,premier-league
bernardo silva,Manchester City,281,797,707,92,64,43.8,3523,73,29,30,31,2022-2023,premier-league
thiago silva,Chelsea,1167,1081,58,24,4,75.0,3887,14,0,6,1,2022-2023,premier-league
ellis simms,Everton,2,36,47,11,2,100.0,55,2,2,6,2,2022-2023,premier-league
luis sinisterra,Leeds United,50,212,215,32,42,45.2,931,17,8,16,23,2022-2023,premier-league
oliver skipp,Tottenham,245,554,124,7,15,73.3,941,15,2,17,16,2022-2023,premier-league
adam smith,Bournemouth,602,650,296,17,30,20.0,1368,21,3,21,4,2022-2023,premier-league
emile smith rowe,Arsenal,14,37,51,9,5,40.0,119,1,0,0,4,2022-2023,premier-league
cedric soares,Arsenal,8,9,10,0,0,,67,2,0,0,0,2022-2023,premier-league
cedric soares,Fulham,58,89,66,3,2,100.0,242,2,1,2,2,2022-2023,premier-league
dominic solanke,Bournemouth,157,423,454,159,110,40.9,1731,41,36,134,74,2022-2023,premier-league
manor solomon,Fulham,62,91,147,11,37,51.4,723,16,2,13,11,2022-2023,premier-league
tomas soucek,West Ham,432,652,288,71,17,11.8,695,17,0,23,18,2022-2023,premier-league
boubakary soumare,Leicester City,319,675,112,2,22,54.5,1182,12,0,26,22,2022-2023,premier-league
harry souttar,Leicester City,365,282,20,15,5,60.0,948,2,1,3,0,2022-2023,premier-league
caglar soyuncu,Leicester City,226,147,12,7,1,100.0,601,1,0,2,0,2022-2023,premier-league
djed spence,Tottenham,3,1,8,2,1,0.0,66,1,1,0,2,2022-2023,premier-league
jack stacey,Bournemouth,67,62,47,2,8,37.5,221,4,1,3,4,2022-2023,premier-league
junior stanislas,Bournemouth,3,15,16,3,0,,13,1,0,1,1,2022-2023,premier-league
jay stansfield,Fulham,7,14,15,7,0,,35,2,0,2,2,2022-2023,premier-league
jason steele,Brighton,570,4,0,0,1,100.0,868,0,0,0,0,2022-2023,premier-league
jack stephens,Southampton,8,17,8,0,0,,86,2,0,0,1,2022-2023,premier-league
jack stephens,Bournemouth,364,275,28,7,3,100.0,863,3,0,5,1,2022-2023,premier-league
raheem sterling,Chelsea,63,278,583,121,93,41.9,2153,56,39,46,50,2022-2023,premier-league
john stones,Manchester City,544,942,210,27,10,60.0,3250,32,1,8,4,2022-2023,premier-league
pascal struijk,Leeds United,538,708,379,31,18,50.0,1465,25,1,25,12,2022-2023,premier-league
kamaldeen sulemana,Southampton,47,175,221,44,68,52.9,973,27,18,35,17,2022-2023,premier-league
crysencio summerville,Leeds United,99,241,311,70,60,40.0,1326,27,19,45,36,2022-2023,premier-league
sam surridge,Nott'ham Forest,27,55,59,15,5,40.0,140,5,1,13,4,2022-2023,premier-league
japhet tanganga,Tottenham,48,59,3,0,2,50.0,133,2,0,3,1,2022-2023,premier-league
matt targett,Newcastle Utd,149,186,131,0,2,100.0,409,5,0,5,6,2022-2023,premier-league
james tarkowski,Everton,1090,926,113,81,10,90.0,2295,3,1,22,5,2022-2023,premier-league
marcus tavernier,Bournemouth,200,390,450,59,97,47.4,2028,43,21,46,40,2022-2023,premier-league
tete,Leicester City,59,165,134,30,33,60.6,708,11,15,19,13,2022-2023,premier-league
kenny tete,Fulham,556,877,489,30,37,56.8,2401,55,4,22,24,2022-2023,premier-league
luke thomas,Leicester City,319,359,115,3,12,50.0,610,8,1,9,8,2022-2023,premier-league
youri tielemans,Leicester City,436,1080,382,14,35,74.3,2088,25,1,33,15,2022-2023,premier-league
kieran tierney,Arsenal,153,244,183,15,12,25.0,837,12,3,7,0,2022-2023,premier-league
harry toffolo,Nott'ham Forest,175,179,151,12,9,33.3,342,6,4,10,6,2022-2023,premier-league
takehiro tomiyasu,Arsenal,138,293,130,17,4,25.0,624,7,1,7,4,2022-2023,premier-league
james tomkins,Crystal Palace,142,59,7,3,1,100.0,220,1,0,2,1,2022-2023,premier-league
ivan toney,Brentford,141,529,557,156,54,29.6,724,21,8,100,47,2022-2023,premier-league
adama traore,Wolves,102,253,379,56,111,50.5,2113,41,25,59,27,2022-2023,premier-league
bertrand traore,Aston Villa,8,41,66,13,4,25.0,246,3,5,8,7,2022-2023,premier-league
boubacar traore,Wolves,51,110,26,2,9,44.4,267,3,0,3,3,2022-2023,premier-league
mark travers,Bournemouth,401,1,0,0,0,,457,0,0,0,0,2022-2023,premier-league
kieran trippier,Newcastle Utd,774,1282,1066,26,35,54.3,2393,46,1,27,9,2022-2023,premier-league
leandro trossard,Arsenal,64,179,331,43,26,57.7,1107,16,10,18,23,2022-2023,premier-league
leandro trossard,Brighton,62,278,368,90,40,35.0,1192,27,24,38,26,2022-2023,premier-league
kostas tsimikas,Liverpool,170,281,268,22,15,26.7,874,9,5,13,7,2022-2023,premier-league
deniz undav,Brighton,19,97,116,42,6,66.7,350,6,4,13,8,2022-2023,premier-league
yan valery,Southampton,7,18,3,0,0,,18,1,0,1,3,2022-2023,premier-league
virgil van dijk,Liverpool,1327,1427,128,66,2,100.0,3152,14,2,7,0,2022-2023,premier-league
raphael varane,Manchester Utd,611,631,54,18,10,60.0,3030,15,0,2,1,2022-2023,premier-league
jamie vardy,Leicester City,59,175,206,71,29,41.4,358,9,13,33,16,2022-2023,premier-league
joel veltman,Brighton,563,895,293,23,20,25.0,2233,32,2,20,10,2022-2023,premier-league
fabio vieira,Arsenal,27,162,170,27,18,33.3,327,8,1,13,8,2022-2023,premier-league
matias vina,Bournemouth,114,105,74,11,24,41.7,434,6,5,11,6,2022-2023,premier-league
ruben vinagre,Everton,7,16,9,0,3,33.3,52,1,0,1,1,2022-2023,premier-league
carlos vinicius,Fulham,24,136,174,57,16,31.3,301,10,6,48,23,2022-2023,premier-league
theo walcott,Southampton,75,151,169,44,24,50.0,749,12,10,24,12,2022-2023,premier-league
kyle walker,Manchester City,438,1198,370,15,19,68.4,2900,40,2,14,6,2022-2023,premier-league
kyle walkerpeters,Southampton,469,731,520,50,104,48.1,3236,76,19,39,43,2022-2023,premier-league
aaron wanbissaka,Manchester Utd,346,400,286,44,35,48.6,1370,24,4,14,10,2022-2023,premier-league
danny ward,Leicester City,996,5,0,0,0,,1665,0,0,0,0,2022-2023,premier-league
joel ward,Crystal Palace,546,637,292,21,9,77.8,1228,15,1,25,10,2022-2023,premier-league
james wardprowse,Southampton,447,1380,667,28,20,35.0,2014,27,1,26,22,2022-2023,premier-league
ollie watkins,Aston Villa,86,365,488,164,65,27.7,1164,24,32,82,39,2022-2023,premier-league
adam webster,Brighton,819,969,108,27,8,37.5,3739,18,0,11,5,2022-2023,premier-league
wout weghorst,Manchester Utd,45,151,97,26,12,33.3,156,7,0,15,12,2022-2023,premier-league
danny welbeck,Brighton,44,281,376,117,45,48.9,878,18,10,60,23,2022-2023,premier-league
ben white,Arsenal,554,1306,685,48,29,27.6,3565,46,3,27,7,2022-2023,premier-league
harvey white,Tottenham,0,4,4,0,0,,4,0,0,0,0,2022-2023,premier-league
joseph whitworth,Crystal Palace,87,0,0,0,0,,109,0,0,0,0,2022-2023,premier-league
neco williams,Nott'ham Forest,445,422,309,23,55,34.5,2064,33,5,31,17,2022-2023,premier-league
willian,Fulham,118,419,602,78,71,52.1,2727,69,29,44,25,2022-2023,premier-league
joe willock,Newcastle Utd,202,586,556,114,93,39.8,2866,62,33,65,27,2022-2023,premier-league
callum wilson,Newcastle Utd,25,179,281,124,36,33.3,673,14,16,72,36,2022-2023,premier-league
harry wilson,Fulham,89,214,253,37,33,36.4,780,16,8,23,15,2022-2023,premier-league
yoane wissa,Brentford,67,193,268,62,44,45.5,658,12,11,41,25,2022-2023,premier-league
maximilian wober,Leeds United,381,400,81,17,1,0.0,1309,9,0,6,2,2022-2023,premier-league
chris wood,Newcastle Utd,19,70,60,16,2,50.0,62,1,0,12,5,2022-2023,premier-league
chris wood,Nott'ham Forest,12,57,31,8,2,0.0,70,2,0,11,6,2022-2023,premier-league
joe worrall,Nott'ham Forest,813,524,75,29,4,75.0,1604,5,1,6,4,2022-2023,premier-league
granit xhaka,Arsenal,341,900,658,106,29,55.2,2162,38,9,35,25,2022-2023,premier-league
ryan yates,Nott'ham Forest,235,418,143,34,9,44.4,577,4,3,18,15,2022-2023,premier-league
ashley young,Aston Villa,502,675,252,10,22,36.4,1554,20,4,18,5,2022-2023,premier-league
illia zabarnyi,Bournemouth,159,74,2,0,2,50.0,654,1,0,3,2,2022-2023,premier-league
wilfried zaha,Crystal Palace,100,388,567,143,137,40.1,2139,43,59,95,82,2022-2023,premier-league
denis zakaria,Chelsea,66,113,44,2,9,66.7,291,3,2,4,9,2022-2023,premier-league
jordan zemura,Bournemouth,302,297,222,31,43,48.8,1235,29,10,35,16,2022-2023,premier-league
oleksandr zinchenko,Arsenal,463,1058,610,33,25,60.0,3787,66,8,16,15,2022-2023,premier-league
hakim ziyech,Chelsea,74,184,251,17,33,42.4,657,17,7,12,13,2022-2023,premier-league
kurt zouma,West Ham,654,363,35,29,5,40.0,1018,1,0,5,2,2022-2023,premier-league
martin degaard,Arsenal,199,864,1060,122,83,57.8,3022,60,26,42,45,2022-2023,premier-league
max aarons,Bournemouth,252,303,165,11,34,41.2,1121,12,7,13,8,2023-2024,premier-league
joshua acheampong,Chelsea,5,0,1,0,0,,12,0,0,0,0,2023-2024,premier-league
tyler adams,Bournemouth,23,54,14,4,3,66.7,116,1,2,3,0,2023-2024,premier-league
tosin adarabioyo,Fulham,713,631,48,29,3,33.3,2661,12,1,4,4,2023-2024,premier-league
elijah adebayo,Luton Town,52,172,243,82,67,26.9,425,15,13,62,34,2023-2024,premier-league
simon adingra,Brighton,187,364,627,153,123,40.7,2996,48,63,48,28,2023-2024,premier-league
nayef aguerd,West Ham,709,618,50,21,5,60.0,2388,8,0,10,2,2023-2024,premier-league
brandon aguilera,Nott'ham Forest,3,4,4,0,0,,12,1,0,0,0,2023-2024,premier-league
naouirou ahamada,Crystal Palace,46,123,75,8,13,53.8,486,8,4,8,11,2023-2024,premier-league
anel ahmedhodzic,Sheffield Utd,736,507,104,33,21,52.4,1953,15,3,14,11,2023-2024,premier-league
ola aina,Nott'ham Forest,340,464,227,13,45,60.0,1828,28,11,24,10,2023-2024,premier-league
rayan aitnouri,Wolves,406,699,446,49,115,53.9,2435,48,8,51,56,2023-2024,premier-league
kristoffer ajer,Brentford,430,457,158,58,12,83.3,1435,11,5,16,6,2023-2024,premier-league
manuel akanji,Manchester City,779,1385,392,27,4,50.0,4923,51,3,14,9,2023-2024,premier-league
nathan ake,Manchester City,634,1116,281,38,10,50.0,3501,43,1,8,2,2023-2024,premier-league
thiago alcantara,Liverpool,4,5,1,0,0,,15,0,0,0,0,2023-2024,premier-league
trent alexanderarnold,Liverpool,523,1217,582,34,52,53.8,2724,48,7,27,6,2023-2024,premier-league
alisson,Liverpool,1145,52,0,0,0,,2361,0,0,4,0,2023-2024,premier-league
miguel almiron,Newcastle Utd,137,430,475,86,52,44.2,2276,43,22,30,27,2023-2024,premier-league
edson alvarez,West Ham,565,854,201,16,42,64.3,2227,27,1,38,30,2023-2024,premier-league
julian alvarez,Manchester City,107,473,988,149,42,47.6,2092,59,28,56,36,2023-2024,premier-league
zeki amdouni,Burnley,94,379,337,68,88,33.0,1654,30,20,67,32,2023-2024,premier-league
sofyan amrabat,Manchester Utd,218,439,120,1,10,60.0,947,8,0,9,11,2023-2024,premier-league
joachim andersen,Crystal Palace,1320,1160,140,44,23,60.9,4207,11,0,11,6,2023-2024,premier-league
elliot anderson,Newcastle Utd,109,278,267,46,43,48.8,1213,23,4,28,22,2023-2024,premier-league
jaidon anthony,Bournemouth,15,27,27,4,6,33.3,77,2,0,5,2,2023-2024,premier-league
michail antonio,West Ham,49,226,259,59,62,46.8,1084,17,19,69,39,2023-2024,premier-league
antony,Manchester Utd,106,304,428,58,71,36.6,1953,37,23,26,19,2023-2024,premier-league
oliver arblaster,Sheffield Utd,135,335,93,4,26,65.4,661,12,3,13,8,2023-2024,premier-league
cameron archer,Sheffield Utd,63,205,307,69,61,49.2,982,29,22,61,45,2023-2024,premier-league
cameron archer,Aston Villa,1,4,2,0,0,,28,1,0,1,0,2023-2024,premier-league
alphonse areola,West Ham,969,7,0,0,1,100.0,1945,1,0,0,0,2023-2024,premier-league
lorenz assignon,Burnley,210,270,207,30,32,40.6,1063,16,12,27,13,2023-2024,premier-league
serge aurier,Nott'ham Forest,165,280,127,13,14,21.4,532,15,1,9,8,2023-2024,premier-league
taiwo awoniyi,Nott'ham Forest,30,153,118,43,16,50.0,320,6,6,38,11,2023-2024,premier-league
jordan ayew,Crystal Palace,182,592,598,95,130,40.0,2119,55,20,85,80,2023-2024,premier-league
benoit badiashile,Chelsea,662,612,52,11,1,0.0,1734,5,1,6,4,2023-2024,premier-league
leon bailey,Aston Villa,151,318,589,129,119,47.9,2495,47,41,51,41,2023-2024,premier-league
stefan bajcetic,Liverpool,4,8,0,0,0,,24,0,0,0,0,2023-2024,premier-league
george baldock,Sheffield Utd,200,192,116,9,11,54.5,463,3,4,9,9,2023-2024,premier-league
carlos baleba,Brighton,255,580,139,5,22,50.0,1423,19,1,16,16,2023-2024,premier-league
fode ballotoure,Fulham,35,39,18,1,6,50.0,163,2,1,0,0,2023-2024,premier-league
shandon baptiste,Brentford,41,57,34,6,11,54.5,170,1,0,8,0,2023-2024,premier-league
valentin barco,Brighton,73,102,100,5,11,45.5,367,4,0,5,4,2023-2024,premier-league
ross barkley,Luton Town,374,1011,430,39,104,63.5,2810,49,4,27,56,2023-2024,premier-league
harvey barnes,Newcastle Utd,48,117,200,60,25,28.0,1093,21,23,12,16,2023-2024,premier-league
chris basham,Sheffield Utd,84,69,32,5,4,75.0,163,4,0,2,2,2023-2024,premier-league
calvin bassey,Fulham,1054,830,37,9,14,78.6,3035,11,2,12,8,2023-2024,premier-league
owen beck,Liverpool,3,4,2,0,1,0.0,1,0,0,1,0,2023-2024,premier-league
donny van de beek,Manchester Utd,0,2,2,2,0,,0,0,0,1,0,2023-2024,premier-league
amarii bell,Luton Town,480,486,117,5,27,37.0,2020,25,1,18,5,2023-2024,premier-league
jeanricner bellegarde,Wolves,86,201,199,30,39,43.6,880,28,5,25,19,2023-2024,premier-league
anis ben slimane,Sheffield Utd,46,108,65,12,17,11.8,168,8,3,8,12,2023-2024,premier-league
said benrahma,West Ham,65,128,168,35,38,36.8,790,17,15,14,8,2023-2024,premier-league
rodrigo bentancur,Tottenham,174,513,250,29,21,52.4,1154,22,2,16,19,2023-2024,premier-league
daniel bentley,Wolves,149,2,0,0,0,,181,0,0,0,0,2023-2024,premier-league
johann berg gumundsson,Burnley,108,284,268,26,16,31.3,605,13,2,20,15,2023-2024,premier-league
sander berge,Burnley,494,997,414,41,41,48.8,3091,57,9,23,23,2023-2024,premier-league
luke berry,Luton Town,28,70,46,13,3,66.7,30,2,0,5,4,2023-2024,premier-league
beto,Everton,30,141,206,64,35,42.9,384,9,13,47,22,2023-2024,premier-league
jordan beyer,Burnley,570,429,26,8,7,57.1,2089,11,0,5,1,2023-2024,premier-league
philip billing,Bournemouth,139,337,286,60,33,36.4,798,23,6,27,17,2023-2024,premier-league
yves bissouma,Tottenham,469,1226,443,19,47,57.4,3006,42,7,33,30,2023-2024,premier-league
benicio boaitey,Brighton,6,6,19,1,1,100.0,40,2,1,2,1,2023-2024,premier-league
oscar bobb,Manchester City,13,36,173,27,18,61.1,395,5,5,6,6,2023-2024,premier-league
jayden bogle,Sheffield Utd,531,537,330,55,60,41.7,1441,32,11,51,27,2023-2024,premier-league
willy boly,Nott'ham Forest,502,334,61,34,7,42.9,864,2,1,4,3,2023-2024,premier-league
sven botman,Newcastle Utd,676,450,29,20,2,0.0,1403,4,0,5,2,2023-2024,premier-league
jarrod bowen,West Ham,135,410,571,174,97,35.1,2141,40,49,79,58,2023-2024,premier-league
conor bradley,Liverpool,140,289,243,38,30,43.3,1085,29,12,17,10,2023-2024,premier-league
jarrad branthwaite,Everton,961,777,61,39,8,62.5,1557,5,1,20,2,2023-2024,premier-league
ben brereton,Sheffield Utd,44,168,185,51,28,35.7,669,15,19,23,16,2023-2024,premier-league
rhian brewster,Sheffield Utd,9,47,57,16,5,0.0,75,4,3,8,8,2023-2024,premier-league
armando broja,Chelsea,9,56,106,35,31,41.9,286,4,8,17,14,2023-2024,premier-league
armando broja,Fulham,5,15,23,4,6,33.3,62,2,0,3,4,2023-2024,premier-league
andre brooks,Sheffield Utd,75,209,117,16,25,52.0,500,15,1,22,19,2023-2024,premier-league
david brooks,Bournemouth,25,72,83,11,10,40.0,279,9,1,7,1,2023-2024,premier-league
jacob brown,Luton Town,103,152,181,50,25,24.0,504,14,9,24,25,2023-2024,premier-league
josh brownhill,Burnley,326,627,410,42,13,53.8,1018,14,3,17,14,2023-2024,premier-league
jacob bruun larsen,Burnley,97,229,401,89,55,36.4,1351,20,33,28,10,2023-2024,premier-league
hugo bueno,Wolves,180,208,130,9,23,34.8,785,9,2,7,14,2023-2024,premier-league
santiago bueno,Wolves,301,250,18,1,1,100.0,988,5,0,1,2,2023-2024,premier-league
facundo buonanotte,Brighton,91,316,277,35,52,34.6,898,25,8,42,33,2023-2024,premier-league
reece burke,Luton Town,378,440,117,20,8,50.0,1210,8,0,18,5,2023-2024,premier-league
dan burn,Newcastle Utd,948,851,212,46,6,66.7,1664,7,3,15,10,2023-2024,premier-league
mason burstow,Chelsea,0,1,5,1,0,,0,0,0,1,0,2023-2024,premier-league
moises caicedo,Chelsea,687,1405,382,9,56,46.4,2466,31,1,36,24,2023-2024,premier-league
tom cairney,Fulham,243,761,422,31,33,78.8,2261,42,6,29,24,2023-2024,premier-league
dominic calvertlewin,Everton,79,263,399,124,43,32.6,794,21,22,65,25,2023-2024,premier-league
thomas cannon,Everton,0,0,0,0,0,,0,0,0,0,0,2023-2024,premier-league
diego carlos,Aston Villa,867,610,43,23,4,50.0,2606,2,1,8,4,2023-2024,premier-league
cesare casadei,Chelsea,17,49,15,1,2,100.0,59,0,0,3,0,2023-2024,premier-league
casemiro,Manchester Utd,646,884,245,45,18,50.0,1729,22,1,15,17,2023-2024,premier-league
kaelan casey,West Ham,1,0,0,0,0,,0,0,0,0,0,2023-2024,premier-league
matty cash,Aston Villa,491,657,364,54,41,29.3,2233,41,18,21,15,2023-2024,premier-league
timothy castagne,Fulham,697,831,418,58,30,56.7,1855,25,6,25,10,2023-2024,premier-league
jonny castro,Wolves,1,1,0,0,0,,0,0,0,0,0,2023-2024,premier-league
trevoh chalobah,Chelsea,454,372,63,4,2,50.0,709,5,2,10,3,2023-2024,premier-league
calum chambers,Aston Villa,68,49,12,0,1,100.0,158,0,0,0,1,2023-2024,premier-league
youssef chermiti,Everton,11,37,59,19,11,27.3,105,1,3,14,6,2023-2024,premier-league
ben chilwell,Chelsea,129,258,221,28,19,36.8,844,14,5,21,5,2023-2024,premier-league
tawanda chirewa,Wolves,17,44,26,5,3,33.3,55,2,1,7,3,2023-2024,premier-league
leon chiwome,Wolves,5,25,10,4,0,,50,0,1,3,2,2023-2024,premier-league
tahith chong,Luton Town,160,351,324,52,72,34.7,1880,47,9,59,40,2023-2024,premier-league
ryan christie,Bournemouth,339,876,564,69,98,52.0,2681,58,14,58,47,2023-2024,premier-league
carney chukwuemeka,Chelsea,21,77,72,12,12,16.7,231,5,2,5,4,2023-2024,premier-league
bobby clark,Liverpool,11,34,26,6,4,0.0,149,0,2,3,6,2023-2024,premier-league
jordan clark,Luton Town,130,339,234,42,42,28.6,1004,20,7,25,21,2023-2024,premier-league
nathaniel clyne,Crystal Palace,273,323,131,7,16,50.0,658,12,1,13,0,2023-2024,premier-league
seamus coleman,Everton,136,152,103,3,13,46.2,387,5,1,7,4,2023-2024,premier-league
nathan collins,Brentford,1049,696,140,48,17,64.7,2636,15,0,22,13,2023-2024,premier-league
levi colwill,Chelsea,570,669,164,26,13,69.2,1985,17,2,22,4,2023-2024,premier-league
lewis cook,Bournemouth,418,1003,382,9,36,58.3,1971,24,0,35,19,2023-2024,premier-league
jack cork,Burnley,4,23,11,1,0,,98,2,0,0,0,2023-2024,premier-league
maxwel cornet,West Ham,12,22,35,8,2,0.0,84,2,2,1,3,2023-2024,premier-league
vladimir coufal,West Ham,728,814,501,26,38,31.6,2431,35,4,28,13,2023-2024,premier-league
philippe coutinho,Aston Villa,4,18,9,1,5,80.0,134,4,0,2,0,2023-2024,premier-league
aaron cresswell,West Ham,125,141,61,1,1,0.0,220,5,0,0,2,2023-2024,premier-league
marc cucurella,Chelsea,575,590,270,27,13,30.8,1579,15,3,15,6,2023-2024,premier-league
josh cullen,Burnley,342,905,321,18,13,23.1,1691,21,2,17,10,2023-2024,premier-league
matheus cunha,Wolves,169,611,474,121,140,45.7,3203,79,38,80,53,2023-2024,premier-league
sam curtis,Sheffield Utd,8,4,2,0,0,,0,0,0,0,1,2023-2024,premier-league
mahmoud dahoud,Brighton,86,225,58,4,5,40.0,406,3,1,6,5,2023-2024,premier-league
ameen aldakhil,Burnley,355,339,58,10,5,60.0,1351,9,0,8,6,2023-2024,premier-league
diogo dalot,Manchester Utd,752,873,587,48,52,59.6,2901,43,10,24,11,2023-2024,premier-league
mikkel damsgaard,Brentford,108,260,195,20,20,45.0,846,11,3,18,8,2023-2024,premier-league
danilo,Nott'ham Forest,281,521,191,16,26,65.4,1167,20,3,24,13,2023-2024,premier-league
arnaut danjuma,Everton,23,77,127,32,21,38.1,599,15,11,10,7,2023-2024,premier-league
jayden danns,Liverpool,0,3,4,0,0,,5,1,0,0,0,2023-2024,premier-league
josh dasilva,Brentford,1,6,19,6,4,50.0,69,0,2,2,4,2023-2024,premier-league
david datro fofana,Burnley,36,130,147,45,41,36.6,527,9,11,37,20,2023-2024,premier-league
ben davies,Tottenham,406,473,96,23,10,40.0,2044,13,1,2,3,2023-2024,premier-league
tom davies,Sheffield Utd,44,65,34,5,8,25.0,167,2,1,3,4,2023-2024,premier-league
craig dawson,Wolves,889,592,54,34,3,100.0,1932,7,0,5,2,2023-2024,premier-league
kevin de bruyne,Manchester City,35,354,724,86,33,30.3,1647,40,12,13,20,2023-2024,premier-league
bobby de cordovareid,Fulham,98,301,277,55,25,32.0,900,18,11,33,10,2023-2024,premier-league
hannes delcroix,Burnley,175,204,40,4,6,50.0,451,2,0,5,3,2023-2024,premier-league
leander dendoncker,Aston Villa,31,39,12,2,0,,27,1,0,2,1,2023-2024,premier-league
moussa diaby,Aston Villa,69,298,470,136,70,41.4,2013,43,39,33,30,2023-2024,premier-league
amad diallo,Manchester Utd,28,94,110,24,23,47.8,355,12,4,7,14,2023-2024,premier-league
amadou diallo,Newcastle Utd,0,1,0,0,0,,0,0,0,0,0,2023-2024,premier-league
ruben dias,Manchester City,1002,1600,282,34,1,0.0,6693,70,1,10,7,2023-2024,premier-league
luis diaz,Liverpool,94,529,858,219,140,47.9,3690,77,70,69,72,2023-2024,premier-league
eric dier,Tottenham,106,57,2,2,0,,119,0,0,1,0,2023-2024,premier-league
lucas digne,Aston Villa,468,541,593,56,33,30.3,1786,19,4,16,15,2023-2024,premier-league
issa diop,Fulham,669,568,24,7,1,100.0,2661,8,0,3,5,2023-2024,premier-league
axel disasi,Chelsea,1193,1140,175,24,22,54.5,4223,20,3,16,12,2023-2024,premier-league
ben doak,Liverpool,0,2,4,0,0,,2,0,0,2,0,2023-2024,premier-league
lewis dobbin,Everton,24,42,65,11,21,28.6,211,11,4,12,6,2023-2024,premier-league
matt doherty,Wolves,274,336,205,31,14,42.9,597,8,3,17,6,2023-2024,premier-league
jeremy doku,Manchester City,76,275,825,226,169,51.5,4884,61,147,52,37,2023-2024,premier-league
nicolas dominguez,Nott'ham Forest,266,542,248,33,17,41.2,1106,13,2,21,7,2023-2024,premier-league
jamie donley,Tottenham,4,2,1,0,1,0.0,8,0,0,0,1,2023-2024,premier-league
abdoulaye doucoure,Everton,188,523,495,100,48,52.1,1692,37,17,61,42,2023-2024,premier-league
cheick doucoure,Crystal Palace,145,312,97,7,13,76.9,579,9,1,16,8,2023-2024,premier-league
alfie doughty,Luton Town,541,665,818,76,67,49.3,2794,52,28,51,13,2023-2024,premier-league
