Player,Squad,Liga,Season,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err
steven skrzybski,holstein kiel,Bundesliga,2024-2025,7,6,6,0.292,7,6,11,16,0,16,11,0
eric smith,st pauli,Bundesliga,2024-2025,26,17,3,0.575,23,29,37,37,10,27,104,4
anton stach,hoffenheim,Bundesliga,2024-2025,25,37,4,0.6809999999999999,32,46,46,47,13,34,101,2
jens stage,werder bremen,Bundesliga,2024-2025,22,24,3,0.5429999999999999,25,30,18,44,10,34,42,2
josip stanisic,bayern munich,Bundesliga,2024-2025,6,4,3,0.467,7,11,6,10,6,4,29,1
niklas stark,werder bremen,Bundesliga,2024-2025,20,11,2,0.667,14,21,36,41,27,14,129,1
pascal stenzel,stuttgart,Bundesliga,2024-2025,1,0,2,0.4,2,2,2,5,1,4,6,0
leonidas stergiou,stuttgart,Bundesliga,2024-2025,9,11,4,0.8420000000000001,16,13,14,16,5,11,39,0
finley stevens,st pauli,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
angelo stiller,stuttgart,Bundesliga,2024-2025,18,25,6,0.467,14,27,26,29,9,20,50,4
kevin stoger,gladbach,Bundesliga,2024-2025,23,10,4,0.41,16,21,16,24,3,21,26,3
niklas sule,dortmund,Bundesliga,2024-2025,9,5,0,0.7140000000000001,10,12,4,11,6,5,46,1
mattias svanberg,wolfsburg,Bundesliga,2024-2025,6,11,3,0.474,9,10,15,11,4,7,26,0
daniel svensson,dortmund,Bundesliga,2024-2025,5,6,4,0.636,7,11,5,10,4,6,30,0
haris tabakovic,hoffenheim,Bundesliga,2024-2025,1,0,2,0.0,0,1,1,4,2,2,16,0
jonathan tah,leverkusen,Bundesliga,2024-2025,12,6,1,0.625,10,12,36,22,16,6,157,2
edmond tapsoba,leverkusen,Bundesliga,2024-2025,19,16,4,0.564,22,24,24,21,14,7,89,3
mathys tel,bayern munich,Bundesliga,2024-2025,0,2,0,,0,2,1,0,0,0,1,0
nathan tella,leverkusen,Bundesliga,2024-2025,4,7,5,0.385,5,11,4,15,1,14,10,0
martin terrier,leverkusen,Bundesliga,2024-2025,1,0,3,0.25,1,2,1,3,0,3,1,0
arthur theate,eint frankfurt,Bundesliga,2024-2025,19,16,1,0.5,22,25,39,42,19,23,170,3
norman theuerkauf,heidenheim,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
denis thomalla,heidenheim,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
phillip tietz,augsburg,Bundesliga,2024-2025,2,7,2,0.625,5,6,5,10,1,9,26,1
umut tohumcu,hoffenheim,Bundesliga,2024-2025,3,5,1,0.7140000000000001,5,5,3,5,0,5,6,0
john tolkin,holstein kiel,Bundesliga,2024-2025,11,7,0,0.857,12,11,8,10,2,8,54,0
tiago tomas,wolfsburg,Bundesliga,2024-2025,15,11,7,0.429,15,19,9,17,4,13,19,0
bazoumana toure,hoffenheim,Bundesliga,2024-2025,2,7,3,0.25,2,10,3,4,0,4,2,0
lucas tousart,union berlin,Bundesliga,2024-2025,6,9,2,0.417,5,9,7,11,4,7,27,0
omar traore,heidenheim,Bundesliga,2024-2025,31,16,3,0.61,25,26,21,35,6,29,66,0
kevin trapp,eint frankfurt,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,13,3
philipp treu,st pauli,Bundesliga,2024-2025,35,17,9,0.574,39,42,19,52,12,40,87,2
christopher trimmel,union berlin,Bundesliga,2024-2025,23,14,1,0.667,28,25,18,14,6,8,92,0
tuta,eint frankfurt,Bundesliga,2024-2025,25,17,2,0.7,28,27,40,42,21,21,135,1
lukas ullrich,gladbach,Bundesliga,2024-2025,18,6,1,0.357,15,16,23,26,9,17,74,1
sven ulreich,bayern munich,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
deniz undav,stuttgart,Bundesliga,2024-2025,2,3,6,0.059,1,10,3,15,2,13,10,0
dayot upamecano,bayern munich,Bundesliga,2024-2025,18,16,2,0.552,16,22,34,17,7,10,45,1
jonas urbig,bayern munich,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,9,2
can uzun,eint frankfurt,Bundesliga,2024-2025,1,4,5,0.5,5,4,1,9,0,9,3,0
josha vagnoman,stuttgart,Bundesliga,2024-2025,11,13,2,0.5,17,14,14,16,2,14,57,1
siebe van der heyden,st pauli,Bundesliga,2024-2025,10,7,0,0.444,8,10,17,8,4,4,43,2
maarten vandevoordt,rb leipzig,Bundesliga,2024-2025,1,0,0,1.0,1,0,0,0,0,0,4,0
ruben vargas,augsburg,Bundesliga,2024-2025,1,1,0,0.25,1,1,2,1,0,1,1,1
nikola vasilj,st pauli,Bundesliga,2024-2025,0,0,0,0.0,0,0,0,0,0,0,22,3
denis vavro,wolfsburg,Bundesliga,2024-2025,16,5,0,0.478,11,13,37,48,32,16,234,3
milos veljkovic,werder bremen,Bundesliga,2024-2025,6,3,1,0.467,7,5,2,14,9,5,47,1
nikolas veratschnig,mainz,Bundesliga,2024-2025,1,4,4,0.667,2,6,5,4,0,4,8,0
arthur vermeeren,rb leipzig,Bundesliga,2024-2025,14,13,5,0.298,14,19,23,34,12,22,25,2
yorbe vertessen,union berlin,Bundesliga,2024-2025,3,2,1,0.25,2,3,3,6,0,6,6,0
gabriel vidovic,bayern munich,Bundesliga,2024-2025,0,0,0,,0,0,0,2,0,2,0,0
gabriel vidovic,mainz,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
kevin vogt,union berlin,Bundesliga,2024-2025,7,5,0,0.615,8,8,9,16,8,8,75,1
kevin volland,union berlin,Bundesliga,2024-2025,0,0,0,,0,0,0,1,0,1,1,0
aster vranckx,wolfsburg,Bundesliga,2024-2025,3,8,0,0.3329999999999999,3,6,10,14,3,11,13,0
robert wagner,st pauli,Bundesliga,2024-2025,2,6,0,0.308,4,3,2,8,0,8,12,0
elye wahi,eint frankfurt,Bundesliga,2024-2025,0,0,0,0.0,0,0,0,1,0,1,1,0
hauke wahl,st pauli,Bundesliga,2024-2025,21,13,2,0.605,23,27,31,44,25,19,170,4
paul wanner,heidenheim,Bundesliga,2024-2025,16,21,3,0.469,15,27,4,15,0,15,20,0
kjellarik watjen,dortmund,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,2,0
julian weigl,gladbach,Bundesliga,2024-2025,24,24,5,0.609,28,25,48,54,27,27,86,3
timon weiner,holstein kiel,Bundesliga,2024-2025,0,0,0,0.0,0,0,0,0,0,0,17,3
nelson weiper,mainz,Bundesliga,2024-2025,2,3,0,0.5,2,4,2,5,0,5,5,1
mitchell weiser,werder bremen,Bundesliga,2024-2025,19,34,8,0.5,28,40,22,33,3,30,61,3
noah weihaupt,st pauli,Bundesliga,2024-2025,3,0,3,0.375,3,4,2,7,0,7,8,1
noah weihaupt,freiburg,Bundesliga,2024-2025,0,0,0,0.0,0,0,0,0,0,0,1,0
silvan widmer,mainz,Bundesliga,2024-2025,3,6,2,0.667,8,5,5,7,1,6,27,0
patrick wimmer,wolfsburg,Bundesliga,2024-2025,19,21,7,0.326,15,35,32,31,4,27,15,2
jonas wind,wolfsburg,Bundesliga,2024-2025,1,8,1,0.5,4,6,6,17,3,14,15,0
florian wirtz,leverkusen,Bundesliga,2024-2025,10,12,10,0.409,9,20,10,32,3,29,6,1
dani de wit,bochum,Bundesliga,2024-2025,11,15,3,0.581,18,17,12,17,4,13,23,1
maximilian wittek,bochum,Bundesliga,2024-2025,40,19,6,0.7040000000000001,38,42,27,54,8,46,89,3
marius wolf,augsburg,Bundesliga,2024-2025,13,11,3,0.372,16,16,24,29,5,24,51,1
nick woltemade,stuttgart,Bundesliga,2024-2025,2,4,4,0.6,6,7,1,23,2,21,15,1
jeong wooyeong,union berlin,Bundesliga,2024-2025,5,5,0,0.273,3,7,11,10,1,9,11,0
granit xhaka,leverkusen,Bundesliga,2024-2025,15,27,6,0.5710000000000001,24,26,12,30,7,23,52,6
erencan yardimci,hoffenheim,Bundesliga,2024-2025,1,3,0,0.5,1,3,1,2,0,2,2,0
danaxel zagadou,stuttgart,Bundesliga,2024-2025,0,0,0,,0,0,1,0,0,0,1,0
david zec,holstein kiel,Bundesliga,2024-2025,17,6,0,0.65,13,10,17,32,18,14,93,3
robin zentner,mainz,Bundesliga,2024-2025,2,0,0,0.5,1,1,0,0,0,0,31,4
cedric zesiger,augsburg,Bundesliga,2024-2025,7,6,0,0.615,8,7,21,17,10,7,96,1
cedric zesiger,wolfsburg,Bundesliga,2024-2025,6,5,2,0.5,6,8,3,6,5,1,28,0
michael zetterer,werder bremen,Bundesliga,2024-2025,0,0,0,0.0,0,0,1,1,0,1,10,7
budu zivzivadze,heidenheim,Bundesliga,2024-2025,1,9,7,0.5,4,11,3,9,0,9,7,0
keyliane abdallah,marseille,Ligue-1,2024-2025,1,0,0,1.0,1,1,0,0,0,0,0,0
yunis abdelhamid,saintetienne,Ligue-1,2024-2025,15,2,0,0.625,10,11,14,26,18,8,57,1
himad abdelli,angers,Ligue-1,2024-2025,13,20,15,0.313,15,32,26,24,1,23,28,2
mohamed abdelmoneim,nice,Ligue-1,2024-2025,12,6,3,0.591,13,14,15,11,5,6,56,1
ali abdi,nice,Ligue-1,2024-2025,18,14,11,0.6509999999999999,28,25,20,20,6,14,37,0
matthis abline,nantes,Ligue-1,2024-2025,2,4,5,0.3329999999999999,3,5,4,15,1,14,36,1
abner,lyon,Ligue-1,2024-2025,12,10,7,0.6559999999999999,21,20,5,15,2,13,41,0
zakaria aboukhlal,toulouse,Ligue-1,2024-2025,7,8,7,0.174,4,13,6,16,1,15,9,0
akor adams,montpellier,Ligue-1,2024-2025,1,2,1,0.75,3,3,1,2,1,1,5,1
martin adeline,reims,Ligue-1,2024-2025,0,1,0,0.5,1,1,0,0,0,0,2,0
adryelson,lyon,Ligue-1,2024-2025,0,0,0,,0,0,1,0,0,0,1,0
emmanuel agbadou,reims,Ligue-1,2024-2025,19,3,3,0.731,19,17,19,22,13,9,64,1
jeremy agbonifo,lens,Ligue-1,2024-2025,6,0,1,0.429,3,6,1,2,1,1,0,1
ruben aguilar,lens,Ligue-1,2024-2025,17,12,5,0.615,24,18,13,25,3,22,23,0
naouirou ahamada,rennes,Ligue-1,2024-2025,0,0,0,,0,0,2,0,0,0,2,0
jeaneudes aholou,angers,Ligue-1,2024-2025,26,20,10,0.4579999999999999,22,36,33,34,14,20,32,0
ayman aiki,saintetienne,Ligue-1,2024-2025,1,2,0,1.0,1,3,1,1,0,1,0,0
ludovic ajorque,brest,Ligue-1,2024-2025,3,12,11,0.313,10,19,6,20,5,15,26,0
umit akdag,toulouse,Ligue-1,2024-2025,3,4,1,0.417,5,4,11,10,8,2,19,0
sergio akieme,reims,Ligue-1,2024-2025,30,3,1,0.611,22,23,17,26,9,17,97,4
maghnes akliouche,monaco,Ligue-1,2024-2025,12,24,15,0.4629999999999999,19,31,15,21,0,21,13,0
paul akouokou,lyon,Ligue-1,2024-2025,0,1,0,,0,0,1,0,0,0,0,1
clement akpa,auxerre,Ligue-1,2024-2025,36,12,7,0.674,31,34,42,38,14,24,141,2
chuba akpom,lille,Ligue-1,2024-2025,0,4,4,0.3329999999999999,2,5,0,9,0,9,3,0
mohamed ali cho,nice,Ligue-1,2024-2025,4,5,4,0.3329999999999999,4,9,5,17,1,16,8,0
jim allevinah,angers,Ligue-1,2024-2025,6,9,4,0.179,5,11,12,10,0,10,17,0
thiago almada,lyon,Ligue-1,2024-2025,7,5,2,0.3329999999999999,7,8,7,2,0,2,6,3
jordan amavi,brest,Ligue-1,2024-2025,10,11,3,0.7140000000000001,15,17,7,10,2,8,18,0
kelvin amian,nantes,Ligue-1,2024-2025,40,14,1,0.8290000000000001,29,31,13,18,11,7,85,0
michael amir murillo,marseille,Ligue-1,2024-2025,30,13,6,0.696,32,31,18,21,8,13,70,4
samuel amoameyaw,strasbourg,Ligue-1,2024-2025,3,2,0,0.222,2,3,3,3,0,3,2,0
mathis amougou,saintetienne,Ligue-1,2024-2025,15,5,1,0.526,10,15,12,10,0,10,4,0
benjamin andre,lille,Ligue-1,2024-2025,31,60,12,0.563,54,57,48,42,6,36,56,0
kyllian antonio,lens,Ligue-1,2024-2025,2,0,1,0.3329999999999999,1,2,3,3,0,3,3,1
dennis appiah,saintetienne,Ligue-1,2024-2025,42,22,7,0.5770000000000001,41,43,29,36,8,28,89,2
carlens arcus,angers,Ligue-1,2024-2025,32,15,5,0.607,34,35,27,24,4,20,83,3
hakon arnar haraldsson,lille,Ligue-1,2024-2025,9,17,10,0.485,16,16,8,10,2,8,6,0
marco asensio,paris sg,Ligue-1,2024-2025,1,3,0,0.0,0,3,0,1,0,1,1,0
lorenz assignon,rennes,Ligue-1,2024-2025,25,22,2,0.442,19,27,25,20,3,17,74,0
dehmaine assoumani,nantes,Ligue-1,2024-2025,0,4,2,0.8,4,3,1,1,0,1,4,0
valentin atangana edoa,reims,Ligue-1,2024-2025,32,30,7,0.737,28,50,37,31,15,16,64,0
florian aye,auxerre,Ligue-1,2024-2025,0,0,2,0.0,0,2,7,7,0,7,6,0
andre ayew,le havre,Ligue-1,2024-2025,3,7,8,0.5379999999999999,7,10,3,9,2,7,21,1
neil el aynaoui,lens,Ligue-1,2024-2025,18,15,6,0.353,12,21,30,34,8,26,29,0
shavy babicka,toulouse,Ligue-1,2024-2025,6,11,4,0.476,10,12,3,14,0,14,4,3
juma bah,lens,Ligue-1,2024-2025,6,10,0,0.7140000000000001,5,10,17,10,7,3,47,1
theo bair,auxerre,Ligue-1,2024-2025,1,2,1,0.0,0,3,3,6,2,4,10,0
mitchel bakker,lille,Ligue-1,2024-2025,6,11,6,0.526,10,13,12,10,1,9,15,0
darryl bakola,marseille,Ligue-1,2024-2025,0,1,0,,0,1,0,0,0,0,0,0
dilane bakwa,strasbourg,Ligue-1,2024-2025,11,8,7,0.5,12,14,15,21,1,20,27,0
leonardo balerdi,marseille,Ligue-1,2024-2025,32,17,5,0.574,27,39,38,25,14,11,72,4
fode ballotoure,le havre,Ligue-1,2024-2025,3,4,1,0.556,5,7,4,8,3,5,27,0
folarin balogun,monaco,Ligue-1,2024-2025,0,0,1,0.0,0,1,1,0,0,0,0,0
abdoulaye bamba,angers,Ligue-1,2024-2025,17,4,1,0.737,14,12,19,14,8,6,79,0
mohamed bamba,reims,Ligue-1,2024-2025,0,0,0,0.0,0,0,0,2,1,1,1,0
valentin barco,strasbourg,Ligue-1,2024-2025,24,10,2,0.733,22,22,13,8,3,5,28,1
bradley barcola,paris sg,Ligue-1,2024-2025,10,8,9,0.258,8,17,19,25,2,23,12,0
melvin bard,nice,Ligue-1,2024-2025,35,13,5,0.5710000000000001,24,36,29,38,13,25,60,3
gabriel bares,montpellier,Ligue-1,2024-2025,2,0,0,0.5,1,2,1,0,0,0,3,0
teo barisic,lyon,Ligue-1,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
dylan batubinsika,saintetienne,Ligue-1,2024-2025,19,6,1,0.591,13,13,39,23,14,9,140,3
haris belkebla,angers,Ligue-1,2024-2025,38,15,3,0.578,26,38,35,30,9,21,46,1
yassin belkhdim,angers,Ligue-1,2024-2025,26,21,6,0.466,27,27,21,23,6,17,41,1
eliesse ben seghir,monaco,Ligue-1,2024-2025,12,12,7,0.563,18,22,13,20,0,20,4,0
ismael bennacer,marseille,Ligue-1,2024-2025,8,12,1,0.667,12,10,10,6,0,6,2,1
said benrahma,lyon,Ligue-1,2024-2025,4,4,1,0.3,3,5,3,6,0,6,2,0
nabil bentaleb,lille,Ligue-1,2024-2025,2,0,2,0.429,3,3,5,5,0,5,7,2
lucas beraldo,paris sg,Ligue-1,2024-2025,30,8,0,0.622,23,31,21,16,8,8,63,3
maxime bernauer,saintetienne,Ligue-1,2024-2025,5,2,2,0.625,5,9,5,7,3,4,44,1
dimitry bertaud,montpellier,Ligue-1,2024-2025,0,0,0,,0,0,0,0,0,0,2,0
mika biereth,monaco,Ligue-1,2024-2025,0,3,2,0.429,3,5,4,11,0,11,7,0
emmanuel biumla,angers,Ligue-1,2024-2025,14,5,0,0.667,12,12,8,18,8,10,84,1
marco bizot,brest,Ligue-1,2024-2025,2,0,0,0.5,1,1,0,0,0,0,33,0
ludovic blas,rennes,Ligue-1,2024-2025,9,12,17,0.5479999999999999,23,25,13,16,2,14,11,0
augustine boakye,saintetienne,Ligue-1,2024-2025,3,4,0,0.273,3,3,6,5,0,5,4,0
matheo bodmer,le havre,Ligue-1,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
jeremie boga,nice,Ligue-1,2024-2025,2,5,3,0.5,4,5,3,13,0,13,2,1
moise bombito,nice,Ligue-1,2024-2025,22,12,3,0.6859999999999999,24,25,18,35,19,16,121,7
saimon bouabre,monaco,Ligue-1,2024-2025,0,1,0,0.0,0,0,0,1,0,1,0,0
ayyoub bouaddi,lille,Ligue-1,2024-2025,21,21,8,0.594,19,31,10,12,3,9,12,1
badredine bouanani,nice,Ligue-1,2024-2025,4,4,3,0.3329999999999999,6,4,11,16,3,13,4,0
benjamin bouchouari,saintetienne,Ligue-1,2024-2025,15,13,5,0.348,16,27,17,21,1,20,15,2
hicham boudaoui,nice,Ligue-1,2024-2025,28,37,11,0.585,31,52,22,40,11,29,45,1
justin bourgault,brest,Ligue-1,2024-2025,1,1,0,,0,1,0,0,0,0,1,0
benjamin bourigeaud,rennes,Ligue-1,2024-2025,0,1,0,0.0,0,0,2,2,1,1,1,0
bilal brahimi,nice,Ligue-1,2024-2025,0,0,0,,0,0,0,1,0,1,2,0
lilian brassier,marseille,Ligue-1,2024-2025,8,0,0,0.833,5,6,9,8,3,5,28,2
lilian brassier,rennes,Ligue-1,2024-2025,11,4,0,0.818,9,12,22,17,10,7,62,1
anthony briancon,saintetienne,Ligue-1,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
aurelio buta,reims,Ligue-1,2024-2025,22,11,4,0.5,21,24,22,19,5,14,59,0
marcin buka,nice,Ligue-1,2024-2025,0,0,0,0.0,0,0,0,0,0,0,16,6
remy cabella,lille,Ligue-1,2024-2025,16,13,10,0.5760000000000001,19,19,8,10,1,9,5,0
mathieu cafaro,saintetienne,Ligue-1,2024-2025,4,4,2,0.267,4,7,7,7,1,6,3,0
duje caletacar,lyon,Ligue-1,2024-2025,11,9,0,0.526,10,12,17,33,25,8,97,2
issiaga camara,nice,Ligue-1,2024-2025,0,2,0,0.0,0,1,3,0,0,0,0,0
lamine camara,monaco,Ligue-1,2024-2025,22,34,10,0.542,26,41,31,30,4,26,32,1
mahdi camara,brest,Ligue-1,2024-2025,16,38,17,0.522,24,40,33,40,5,35,29,0
ousmane camara,angers,Ligue-1,2024-2025,3,1,0,0.5,1,3,0,1,1,0,18,0
axel camblan,brest,Ligue-1,2024-2025,0,0,1,0.5,1,1,0,1,0,1,0,0
jaydee canvot,toulouse,Ligue-1,2024-2025,16,5,2,0.667,12,11,11,10,2,8,54,1
pierrick capelle,angers,Ligue-1,2024-2025,10,9,5,0.5,9,17,11,4,1,3,5,1
gabin capuano,lens,Ligue-1,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
maxence caqueret,lyon,Ligue-1,2024-2025,5,11,5,0.182,4,11,7,12,2,10,2,0
simon cara,montpellier,Ligue-1,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
valentin carboni,marseille,Ligue-1,2024-2025,0,1,1,0.0,0,2,1,1,0,1,1,0
irvin cardona,saintetienne,Ligue-1,2024-2025,3,3,0,0.143,2,5,4,16,3,13,6,2
patrik carlgren,nantes,Ligue-1,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
josue casimir,le havre,Ligue-1,2024-2025,15,15,7,0.5,9,26,7,19,0,19,35,1
cristian casseres jr,toulouse,Ligue-1,2024-2025,41,43,12,0.523,46,61,42,35,9,26,36,1
jeancharles castelletto,nantes,Ligue-1,2024-2025,17,15,2,0.63,17,17,25,27,18,9,151,0
enzo caumont,angers,Ligue-1,2024-2025,0,1,0,0.5,1,1,1,1,1,0,1,0
fabien centonze,nantes,Ligue-1,2024-2025,5,2,1,0.667,4,4,2,4,1,3,17,0
brendan chardonnet,brest,Ligue-1,2024-2025,28,14,3,0.625,25,33,29,45,28,17,169,2
jhoanner chavez,lens,Ligue-1,2024-2025,4,4,1,0.286,2,5,6,10,1,9,13,0
theo chennahi,montpellier,Ligue-1,2024-2025,3,3,0,0.5710000000000001,4,3,2,3,0,3,6,0
sidiki cherif,angers,Ligue-1,2024-2025,1,3,1,0.75,3,5,0,4,1,3,0,1
rayan cherki,lyon,Ligue-1,2024-2025,3,8,4,0.214,6,12,7,6,0,6,6,0
lucas chevalier,lille,Ligue-1,2024-2025,3,0,0,0.75,3,2,0,0,0,0,13,4
pedro chirivella,nantes,Ligue-1,2024-2025,23,16,5,0.452,19,29,19,25,4,21,45,0
joris chotard,montpellier,Ligue-1,2024-2025,17,20,2,0.435,20,27,19,28,10,18,52,1
djaoui cisse,rennes,Ligue-1,2024-2025,12,15,6,0.615,16,18,13,29,4,25,11,1
yoann cisse,auxerre,Ligue-1,2024-2025,0,0,0,,0,0,1,0,0,0,0,0
jonathan clauss,nice,Ligue-1,2024-2025,27,19,6,0.5,28,35,48,25,2,23,68,3
marcus coco,nantes,Ligue-1,2024-2025,15,9,3,0.516,16,21,11,16,5,11,46,0
alois confais,le havre,Ligue-1,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
francis coquelin,nantes,Ligue-1,2024-2025,5,3,1,0.75,3,5,6,3,1,2,3,0
derek cornelius,marseille,Ligue-1,2024-2025,15,8,1,0.773,17,17,14,16,10,6,51,0
pierre cornud,saintetienne,Ligue-1,2024-2025,6,4,2,0.471,8,10,9,9,4,5,28,1
david costa,lens,Ligue-1,2024-2025,1,1,0,0.25,1,0,1,5,1,4,0,0
logan costa,toulouse,Ligue-1,2024-2025,0,2,0,1.0,1,1,2,2,2,0,4,0
gregoire coudert,brest,Ligue-1,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
lasso coulibaly,auxerre,Ligue-1,2024-2025,0,0,1,,0,1,0,0,0,0,0,0
mamadou coulibaly,monaco,Ligue-1,2024-2025,0,1,0,,0,0,0,0,0,0,0,0
soumaila coulibaly,brest,Ligue-1,2024-2025,2,2,0,1.0,1,2,5,7,2,5,26,0
tanguy coulibaly,montpellier,Ligue-1,2024-2025,13,15,4,0.424,14,24,11,18,2,16,3,1
marius courcoul,angers,Ligue-1,2024-2025,3,2,0,0.4,2,2,5,4,0,4,9,0
nicolas cozza,nantes,Ligue-1,2024-2025,35,18,6,0.66,31,41,25,25,10,15,69,0
charlie cresswell,toulouse,Ligue-1,2024-2025,19,15,1,0.609,28,23,28,44,28,16,191,3
kevin danois,auxerre,Ligue-1,2024-2025,20,22,7,0.435,20,30,20,17,3,14,20,0
kevin danso,lens,Ligue-1,2024-2025,12,5,2,0.75,12,7,20,25,19,6,62,1
dante,nice,Ligue-1,2024-2025,17,13,2,0.517,15,15,34,29,14,15,74,1
pape daouda diongue,strasbourg,Ligue-1,2024-2025,1,1,0,0.5,1,0,3,0,0,0,2,0
mohamed daramy,reims,Ligue-1,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
jonathan david,lille,Ligue-1,2024-2025,3,12,9,0.429,9,8,7,13,2,11,10,1
zuriko davitashvili,saintetienne,Ligue-1,2024-2025,9,7,6,0.306,15,14,14,20,0,20,14,0
theo de percin,auxerre,Ligue-1,2024-2025,0,0,0,0.0,0,0,0,0,0,0,3,0
thibault de smet,reims,Ligue-1,2024-2025,5,1,0,1.0,4,4,4,5,3,2,12,0
amar dedic,marseille,Ligue-1,2024-2025,2,2,1,0.3,3,4,3,0,0,0,12,1
romain del castillo,brest,Ligue-1,2024-2025,9,13,9,0.594,19,22,6,16,0,16,5,0
thomas delaine,strasbourg,Ligue-1,2024-2025,1,0,0,1.0,1,1,1,0,0,0,1,0
andy delort,montpellier,Ligue-1,2024-2025,1,2,1,0.5,1,3,0,3,1,2,3,0
ousmane dembele,paris sg,Ligue-1,2024-2025,0,7,4,0.3329999999999999,4,5,9,3,0,3,2,1
remy descamps,lyon,Ligue-1,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
arthur desmas,le havre,Ligue-1,2024-2025,0,0,0,0.0,0,0,0,0,0,0,9,1
mamadou diakhon,reims,Ligue-1,2024-2025,4,3,5,0.5,9,8,4,5,1,4,5,0
bafode diakite,lille,Ligue-1,2024-2025,17,11,3,0.6920000000000001,18,18,27,30,17,13,99,5
oumar diakite,reims,Ligue-1,2024-2025,7,8,5,0.474,9,13,3,13,2,11,9,0
habib diarra,strasbourg,Ligue-1,2024-2025,6,13,3,0.4,8,13,13,22,6,16,46,3
krepin diatta,monaco,Ligue-1,2024-2025,13,2,3,0.583,14,12,9,5,1,4,12,2
kandet diawara,le havre,Ligue-1,2024-2025,0,0,0,,0,0,0,1,0,1,1,0
mahamadou diawara,le havre,Ligue-1,2024-2025,10,8,2,0.615,8,12,13,13,6,7,11,1
mahamadou diawara,lyon,Ligue-1,2024-2025,0,1,0,0.3329999999999999,1,0,0,2,0,2,0,0
bamba dieng,angers,Ligue-1,2024-2025,1,2,1,0.0,0,1,0,2,0,2,3,0
kembo diliwidi,lens,Ligue-1,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
sinaly diomande,auxerre,Ligue-1,2024-2025,20,18,1,0.7,28,19,30,37,18,19,100,2
lois diony,angers,Ligue-1,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
serigne diop,brest,Ligue-1,2024-2025,0,1,0,,0,0,0,1,0,1,0,0
sofiane diop,nice,Ligue-1,2024-2025,16,3,4,0.409,9,16,17,19,2,17,7,1
andy diouf,lens,Ligue-1,2024-2025,10,22,5,0.4,16,26,15,24,1,23,18,2
yehvann diouf,reims,Ligue-1,2024-2025,2,0,0,0.3329999999999999,1,1,1,0,0,0,22,4
assane diousse,auxerre,Ligue-1,2024-2025,9,5,1,0.357,5,7,12,6,2,4,15,0
alex dominguez,toulouse,Ligue-1,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
gianluigi donnarumma,paris sg,Ligue-1,2024-2025,1,0,0,0.5,1,1,0,0,0,0,14,0
sekou doucoure,nantes,Ligue-1,2024-2025,0,0,0,,0,0,0,0,0,0,3,0
desire doue,paris sg,Ligue-1,2024-2025,15,19,14,0.471,24,30,13,26,0,26,7,0
guela doue,strasbourg,Ligue-1,2024-2025,40,15,10,0.685,37,45,34,38,6,32,154,1
douglas,nantes,Ligue-1,2024-2025,29,31,9,0.591,26,42,32,51,11,40,47,0
ismael doukoure,strasbourg,Ligue-1,2024-2025,19,18,3,0.68,17,22,25,31,14,17,102,3
kamory doumbia,brest,Ligue-1,2024-2025,17,17,7,0.452,14,29,28,17,1,16,13,1
amidou doumbouya,nice,Ligue-1,2024-2025,0,0,1,1.0,1,1,1,3,1,2,1,0
jeankevin duverne,nantes,Ligue-1,2024-2025,13,4,4,0.556,15,12,8,10,3,7,23,0
stefan dzodic,montpellier,Ligue-1,2024-2025,3,5,0,0.625,5,5,5,5,4,1,10,1
aron dnnum,toulouse,Ligue-1,2024-2025,25,24,7,0.564,31,35,28,29,4,25,37,1
noah edjouma,toulouse,Ligue-1,2024-2025,0,1,1,0.5,1,2,2,1,1,0,2,0
jacques ekomie,angers,Ligue-1,2024-2025,9,10,3,0.667,8,14,4,16,5,11,14,0
pierre ekwah elimby,saintetienne,Ligue-1,2024-2025,18,30,6,0.607,34,33,47,26,12,14,72,1
meschak elia,nantes,Ligue-1,2024-2025,3,2,2,1.0,1,5,0,3,0,3,2,0
