Player,Squad,Liga,Season,Fls,Off,Crosses,Recov,Aerialwon%
lucas digne,Aston Villa,Premier-League,2024-2025,21,7,140,104,0.569
issa diop,Fulham,Premier-League,2024-2025,10,0,1,45,0.625
axel disasi,Aston Villa,Premier-League,2024-2025,3,2,1,15,0.5710000000000001
axel disasi,Chelsea,Premier-League,2024-2025,2,0,0,15,0.7140000000000001
roman dixon,Everton,Premier-League,2024-2025,0,0,0,6,0.0
nasser djiga,Wolves,Premier-League,2024-2025,0,0,0,2,0.5
matt doherty,Wolves,Premier-League,2024-2025,18,2,22,106,0.727
jeremy doku,Manchester City,Premier-League,2024-2025,10,5,59,63,0.0
nicolas dominguez,Nott'ham Forest,Premier-League,2024-2025,33,1,7,114,0.54
patrick dorgu,Manchester Utd,Premier-League,2024-2025,17,3,39,37,0.625
alfie dorrington,Tottenham,Premier-League,2024-2025,0,0,0,3,
abdoulaye doucoure,Everton,Premier-League,2024-2025,49,10,23,150,0.405
cheick doucoure,Crystal Palace,Premier-League,2024-2025,7,0,1,31,0.5
flynn downes,Southampton,Premier-League,2024-2025,50,0,4,83,0.5
tommy doyle,Wolves,Premier-League,2024-2025,5,0,15,43,0.14300000000000002
radu dragusin,Tottenham,Premier-League,2024-2025,6,0,1,48,0.6
martin dubravka,Newcastle Utd,Premier-League,2024-2025,0,0,0,18,1.0
lewis dunk,Brighton,Premier-League,2024-2025,7,2,5,104,0.622
jader duran,Aston Villa,Premier-League,2024-2025,14,5,3,19,0.5
claudio echeverri,Manchester City,Premier-League,2024-2025,0,0,0,1,
ederson,Manchester City,Premier-League,2024-2025,1,0,0,42,0.8
george edmundson,Ipswich Town,Premier-League,2024-2025,0,0,0,0,
odsonne edouard,Crystal Palace,Premier-League,2024-2025,4,2,1,5,0.2
odsonne edouard,Leicester City,Premier-League,2024-2025,2,0,0,1,0.5
samuel edozie,Southampton,Premier-League,2024-2025,2,0,4,1,
ronnie edwards,Southampton,Premier-League,2024-2025,0,0,0,0,
anthony elanga,Nott'ham Forest,Premier-League,2024-2025,9,18,185,89,0.39299999999999996
harvey elliott,Liverpool,Premier-League,2024-2025,0,1,12,15,0.33299999999999996
yunus emre konak,Brentford,Premier-League,2024-2025,3,0,0,2,0.35700000000000004
julio enciso,Ipswich Town,Premier-League,2024-2025,9,0,21,43,0.32
julio enciso,Brighton,Premier-League,2024-2025,3,0,20,15,0.545
wataru endo,Liverpool,Premier-League,2024-2025,15,0,1,14,0.429
christian eriksen,Manchester Utd,Premier-League,2024-2025,8,0,85,62,0.25
romain esse,Crystal Palace,Premier-League,2024-2025,2,0,0,9,0.6
pervis estupinan,Brighton,Premier-League,2024-2025,36,3,119,147,0.639
evanilson,Bournemouth,Premier-League,2024-2025,37,20,0,67,0.40399999999999997
jake evans,Leicester City,Premier-League,2024-2025,0,0,0,0,0.0
jonny evans,Manchester Utd,Premier-League,2024-2025,5,0,0,16,0.75
eberechi eze,Crystal Palace,Premier-League,2024-2025,13,9,112,146,0.159
ukasz fabianski,West Ham,Premier-League,2024-2025,2,0,0,5,0.75
wout faes,Leicester City,Premier-League,2024-2025,23,1,5,90,0.556
abdul fatawu issahaku,Leicester City,Premier-League,2024-2025,11,2,30,38,0.519
joao felix,Chelsea,Premier-League,2024-2025,6,1,0,22,0.444
evan ferguson,West Ham,Premier-League,2024-2025,1,0,0,8,0.33299999999999996
evan ferguson,Brighton,Premier-League,2024-2025,3,0,0,10,0.308
bruno fernandes,Manchester Utd,Premier-League,2024-2025,32,2,186,213,0.44
mateus fernandes,Southampton,Premier-League,2024-2025,46,4,113,179,0.625
enzo fernandez,Chelsea,Premier-League,2024-2025,52,2,109,156,0.326
mark flekken,Brentford,Premier-League,2024-2025,0,0,0,39,1.0
phil foden,Manchester City,Premier-League,2024-2025,5,3,80,61,0.25
wesley fofana,Chelsea,Premier-League,2024-2025,24,0,1,54,0.6920000000000001
carlos forbs,Wolves,Premier-League,2024-2025,2,0,9,11,0.25
fraser forster,Tottenham,Premier-League,2024-2025,0,0,0,1,1.0
matheus franca,Crystal Palace,Premier-League,2024-2025,0,0,1,3,0.33299999999999996
ryan fraser,Southampton,Premier-League,2024-2025,1,1,12,10,0.4
tyler fredricson,Manchester Utd,Premier-League,2024-2025,0,0,0,12,0.583
niclas fullkrug,West Ham,Premier-League,2024-2025,21,10,1,18,0.429
cody gakpo,Liverpool,Premier-League,2024-2025,20,5,74,77,0.395
idrissa gana gueye,Everton,Premier-League,2024-2025,55,0,7,194,0.615
andres garcia,Aston Villa,Premier-League,2024-2025,1,0,18,15,0.0
alejandro garnacho,Manchester Utd,Premier-League,2024-2025,12,10,56,108,0.111
james garner,Everton,Premier-League,2024-2025,20,0,57,73,0.45799999999999996
tyrique george,Chelsea,Premier-League,2024-2025,3,2,3,4,0.0
morgan gibbswhite,Nott'ham Forest,Premier-League,2024-2025,38,7,45,127,0.42100000000000004
billy gilmour,Brighton,Premier-League,2024-2025,2,0,1,5,
ben godfrey,Ipswich Town,Premier-League,2024-2025,1,0,0,2,1.0
martial godo,Fulham,Premier-League,2024-2025,1,0,1,1,0.0
michael golding,Leicester City,Premier-League,2024-2025,0,0,0,0,
joao gomes,Wolves,Premier-League,2024-2025,70,1,29,200,0.297
rodrigo gomes,Wolves,Premier-League,2024-2025,4,0,23,28,0.32
toti gomes,Wolves,Premier-League,2024-2025,24,4,13,116,0.6709999999999999
diego gomez,Brighton,Premier-League,2024-2025,8,1,12,32,0.7140000000000001
joe gomez,Liverpool,Premier-League,2024-2025,2,0,2,34,0.6920000000000001
nicolas gonzalez,Manchester City,Premier-League,2024-2025,13,0,1,31,0.5710000000000001
anthony gordon,Newcastle Utd,Premier-League,2024-2025,20,8,131,97,0.5
ryan gravenberch,Liverpool,Premier-League,2024-2025,47,0,7,193,0.65
archie gray,Tottenham,Premier-League,2024-2025,17,0,17,69,0.5
jack grealish,Manchester City,Premier-League,2024-2025,5,0,20,26,0.125
jacob greaves,Ipswich Town,Premier-League,2024-2025,16,1,1,61,0.675
brajan gruda,Brighton,Premier-League,2024-2025,7,1,29,26,0.375
albert grnbaek,Southampton,Premier-League,2024-2025,0,0,1,6,1.0
goncalo guedes,Wolves,Premier-League,2024-2025,15,3,22,36,0.278
marc guehi,Crystal Palace,Premier-League,2024-2025,24,1,13,146,0.54
luis guilherme,West Ham,Premier-League,2024-2025,0,0,8,7,0.667
bruno guimaraes,Newcastle Utd,Premier-League,2024-2025,65,2,28,188,0.486
marc guiu,Chelsea,Premier-League,2024-2025,0,0,0,2,0.0
ilkay gundogan,Manchester City,Premier-League,2024-2025,15,1,60,116,0.56
malo gusto,Chelsea,Premier-League,2024-2025,20,2,53,119,0.375
josko gvardiol,Manchester City,Premier-League,2024-2025,16,3,22,137,0.568
erling haaland,Manchester City,Premier-League,2024-2025,24,4,3,34,0.5329999999999999
lewis hall,Newcastle Utd,Premier-League,2024-2025,9,1,110,119,0.49200000000000005
ali al hamadi,Ipswich Town,Premier-League,2024-2025,8,1,0,4,0.35700000000000004
marcus harness,Ipswich Town,Premier-League,2024-2025,0,1,0,2,
jack harrison,Everton,Premier-League,2024-2025,13,4,131,73,0.125
taylor harwoodbellis,Southampton,Premier-League,2024-2025,35,0,10,123,0.563
kai havertz,Arsenal,Premier-League,2024-2025,38,14,11,41,0.447
ayden heaven,Manchester Utd,Premier-League,2024-2025,4,0,0,11,0.4
jan paul van hecke,Brighton,Premier-League,2024-2025,25,0,11,131,0.621
hwang heechan,Wolves,Premier-League,2024-2025,6,0,8,28,0.25
dean henderson,Crystal Palace,Premier-League,2024-2025,0,0,0,26,0.917
rico henry,Brentford,Premier-League,2024-2025,2,0,2,7,0.667
mads hermansen,Leicester City,Premier-League,2024-2025,0,0,0,17,0.8
son heungmin,Tottenham,Premier-League,2024-2025,6,12,78,85,0.33299999999999996
james hill,Bournemouth,Premier-League,2024-2025,7,0,10,13,0.5379999999999999
jack hinshelwood,Brighton,Premier-League,2024-2025,18,0,27,63,0.556
george hirst,Ipswich Town,Premier-League,2024-2025,13,3,3,12,0.5820000000000001
mason holgate,Everton,Premier-League,2024-2025,0,0,0,0,0.0
harry howell,Brighton,Premier-League,2024-2025,0,0,0,0,
callum hudsonodoi,Nott'ham Forest,Premier-League,2024-2025,12,8,79,92,0.231
will hughes,Crystal Palace,Premier-League,2024-2025,65,0,71,121,0.514
dean huijsen,Bournemouth,Premier-League,2024-2025,31,2,12,105,0.607
omari hutchinson,Ipswich Town,Premier-League,2024-2025,30,6,81,110,0.188
rasmus hjlund,Manchester Utd,Premier-League,2024-2025,17,13,8,35,0.248
igor,Brighton,Premier-League,2024-2025,9,0,4,42,0.5710000000000001
danny ings,West Ham,Premier-League,2024-2025,0,0,3,9,0.444
tim iroegbunam,Everton,Premier-League,2024-2025,15,0,1,51,0.733
andy irving,West Ham,Premier-League,2024-2025,6,0,2,10,0.5
alexander isak,Newcastle Utd,Premier-League,2024-2025,27,20,16,55,0.321
alex iwobi,Fulham,Premier-League,2024-2025,19,5,126,140,0.184
nicolas jackson,Chelsea,Premier-League,2024-2025,35,23,3,48,0.368
reece james,Chelsea,Premier-League,2024-2025,8,0,43,66,0.7190000000000001
vitaly janelt,Brentford,Premier-League,2024-2025,24,1,30,107,0.633
vitezslav jaros,Liverpool,Premier-League,2024-2025,0,0,0,0,
daniel jebbison,Bournemouth,Premier-League,2024-2025,2,0,3,10,0.16699999999999998
mathias jensen,Brentford,Premier-League,2024-2025,7,0,33,48,0.615
gabriel jesus,Arsenal,Premier-League,2024-2025,14,9,7,28,0.33299999999999996
raul jimenez,Fulham,Premier-League,2024-2025,39,15,23,80,0.479
kim jisoo,Brentford,Premier-League,2024-2025,1,0,0,0,
joao pedro,Brighton,Premier-League,2024-2025,26,2,22,59,0.488
joelinton,Newcastle Utd,Premier-League,2024-2025,58,7,16,149,0.562
ben johnson,Ipswich Town,Premier-League,2024-2025,27,1,37,57,0.514
brennan johnson,Tottenham,Premier-League,2024-2025,27,12,53,63,0.259
sam johnstone,Wolves,Premier-League,2024-2025,0,0,0,9,1.0
curtis jones,Liverpool,Premier-League,2024-2025,18,1,8,97,0.519
jorginho,Arsenal,Premier-League,2024-2025,15,0,1,55,0.14300000000000002
diogo jota,Liverpool,Premier-League,2024-2025,23,1,8,41,0.40700000000000003
james justin,Leicester City,Premier-League,2024-2025,29,2,57,88,0.556
filip jrgensen,Chelsea,Premier-League,2024-2025,1,0,0,5,
ferdi kadioglu,Brighton,Premier-League,2024-2025,5,1,9,14,0.75
daichi kamada,Crystal Palace,Premier-League,2024-2025,28,2,31,89,0.235
boubacar kamara,Aston Villa,Premier-League,2024-2025,30,0,1,87,0.447
joachim kayi sanda,Southampton,Premier-League,2024-2025,0,0,0,0,0.0
michael kayode,Brentford,Premier-League,2024-2025,8,0,10,34,0.6920000000000001
michael keane,Everton,Premier-League,2024-2025,9,0,1,26,0.565
caoimhin kelleher,Liverpool,Premier-League,2024-2025,0,0,0,18,1.0
lloyd kelly,Newcastle Utd,Premier-League,2024-2025,5,1,1,19,0.75
milos kerkez,Bournemouth,Premier-League,2024-2025,30,3,142,169,0.364
bilal el khannouss,Leicester City,Premier-League,2024-2025,30,1,89,92,0.442
abdukodir khusanov,Manchester City,Premier-League,2024-2025,3,0,1,27,0.6
max kilman,West Ham,Premier-League,2024-2025,23,2,4,146,0.6729999999999999
joshua king,Fulham,Premier-League,2024-2025,3,0,2,5,0.33299999999999996
tom king,Wolves,Premier-League,2024-2025,0,0,0,0,
antonin kinsky,Tottenham,Premier-League,2024-2025,0,0,0,6,1.0
jakub kiwior,Arsenal,Premier-League,2024-2025,10,1,2,31,0.45799999999999996
justin kluivert,Bournemouth,Premier-League,2024-2025,47,5,85,78,0.222
ibrahima konate,Liverpool,Premier-League,2024-2025,27,0,0,98,0.718
ezri konsa,Aston Villa,Premier-League,2024-2025,9,1,5,97,0.574
mateo kovacic,Manchester City,Premier-League,2024-2025,24,0,0,114,0.526
caleb kporha,Crystal Palace,Premier-League,2024-2025,0,0,2,1,0.0
emil krafth,Newcastle Utd,Premier-League,2024-2025,5,0,2,19,0.5
mohammed kudus,West Ham,Premier-League,2024-2025,39,18,81,138,0.21600000000000003
dejan kulusevski,Tottenham,Premier-League,2024-2025,48,5,89,121,0.4
maxence lacroix,Crystal Palace,Premier-League,2024-2025,34,1,7,130,0.545
adam lallana,Southampton,Premier-League,2024-2025,8,0,4,19,0.5
tariq lamptey,Brighton,Premier-League,2024-2025,15,0,28,39,0.067
will lankshear,Tottenham,Premier-League,2024-2025,2,0,0,0,
romeo lavia,Chelsea,Premier-League,2024-2025,16,0,0,40,0.667
mario lemina,Wolves,Premier-League,2024-2025,17,4,10,73,0.61
bernd leno,Fulham,Premier-League,2024-2025,0,0,0,50,0.9
jefferson lerma,Crystal Palace,Premier-League,2024-2025,35,0,12,154,0.513
rico lewis,Manchester City,Premier-League,2024-2025,12,0,6,95,0.3
keane lewispotter,Brentford,Premier-League,2024-2025,18,4,78,146,0.435
myles lewisskelly,Arsenal,Premier-League,2024-2025,11,0,10,53,0.524
matthijs de ligt,Manchester Utd,Premier-League,2024-2025,16,2,6,68,0.667
pedro lima,Wolves,Premier-League,2024-2025,1,1,5,3,0.0
victor lindelof,Manchester Utd,Premier-League,2024-2025,8,0,1,29,0.531
jesper lindstrm,Everton,Premier-League,2024-2025,15,1,71,70,0.33299999999999996
valentino livramento,Newcastle Utd,Premier-League,2024-2025,6,2,52,189,0.435
sean longstaff,Newcastle Utd,Premier-League,2024-2025,9,0,5,31,0.5
sasa lukic,Fulham,Premier-League,2024-2025,66,0,62,109,0.43200000000000005
joe lumley,Southampton,Premier-League,2024-2025,0,0,0,2,0.667
massimo luongo,Ipswich Town,Premier-League,2024-2025,1,0,1,10,1.0
ian maatsen,Aston Villa,Premier-League,2024-2025,11,3,51,67,0.625
alexis mac allister,Liverpool,Premier-League,2024-2025,62,2,86,148,0.358
james maddison,Tottenham,Premier-League,2024-2025,32,4,98,76,0.41700000000000004
noni madueke,Chelsea,Premier-League,2024-2025,22,5,63,84,0.36700000000000005
gabriel magalhaes,Arsenal,Premier-League,2024-2025,19,0,9,63,0.589
edmondparis maghoma,Brentford,Premier-League,2024-2025,2,0,3,7,0.25
harry maguire,Manchester Utd,Premier-League,2024-2025,18,2,4,68,0.7190000000000001
kobbie mainoo,Manchester Utd,Premier-League,2024-2025,27,3,7,88,0.38
tyrell malacia,Manchester Utd,Premier-League,2024-2025,3,0,1,3,
donyell malen,Aston Villa,Premier-League,2024-2025,1,2,8,9,0.5
mateus mane,Wolves,Premier-League,2024-2025,0,0,0,0,1.0
orel mangala,Everton,Premier-League,2024-2025,24,2,6,49,0.429
ryan manning,Southampton,Premier-League,2024-2025,19,0,84,65,0.7140000000000001
solly march,Brighton,Premier-League,2024-2025,2,3,20,7,0.33299999999999996
omar marmoush,Manchester City,Premier-League,2024-2025,15,10,28,37,0.313
gabriel martinelli,Arsenal,Premier-League,2024-2025,16,8,92,78,0.304
emiliano martinez,Aston Villa,Premier-League,2024-2025,2,0,0,34,0.909
lisandro martinez,Manchester Utd,Premier-League,2024-2025,22,0,9,81,0.552
pape matar sarr,Tottenham,Premier-League,2024-2025,34,2,14,115,0.43
jeanphilippe mateta,Crystal Palace,Premier-League,2024-2025,27,21,26,68,0.371
stephy mavididi,Leicester City,Premier-League,2024-2025,18,3,69,83,0.375
konstantinos mavropanos,West Ham,Premier-League,2024-2025,17,3,2,77,0.695
noussair mazraoui,Manchester Utd,Premier-League,2024-2025,38,4,23,149,0.625
bryan mbeumo,Brentford,Premier-League,2024-2025,25,11,202,156,0.315
james mcatee,Manchester City,Premier-League,2024-2025,6,0,8,8,0.4
kasey mcateer,Leicester City,Premier-League,2024-2025,18,3,21,45,0.433
alex mccarthy,Southampton,Premier-League,2024-2025,0,0,0,4,1.0
john mcginn,Aston Villa,Premier-League,2024-2025,43,3,60,100,0.586
dwight mcneil,Everton,Premier-League,2024-2025,6,1,105,76,0.15
scott mctominay,Manchester Utd,Premier-League,2024-2025,0,0,0,1,1.0
ben mee,Brentford,Premier-League,2024-2025,5,0,0,11,0.5
jayden meghoma,Brentford,Premier-League,2024-2025,0,0,0,1,
mikel merino,Arsenal,Premier-League,2024-2025,41,7,13,86,0.518
shumaira mheuka,Chelsea,Premier-League,2024-2025,0,0,0,0,1.0
nikola milenkovic,Nott'ham Forest,Premier-League,2024-2025,20,2,0,85,0.721
lewis miley,Newcastle Utd,Premier-League,2024-2025,3,0,0,16,0.462
james milner,Brighton,Premier-League,2024-2025,3,0,8,2,0.0
tyrone mings,Aston Villa,Premier-League,2024-2025,4,0,1,38,0.551
yankuba minteh,Brighton,Premier-League,2024-2025,21,6,91,85,0.33299999999999996
tyrick mitchell,Crystal Palace,Premier-League,2024-2025,23,2,105,168,0.488
kaoru mitoma,Brighton,Premier-League,2024-2025,40,5,75,99,0.491
jakub moder,Brighton,Premier-League,2024-2025,0,0,1,2,0.0
jeremy monga,Leicester City,Premier-League,2024-2025,0,0,4,10,0.0
mikey moore,Tottenham,Premier-League,2024-2025,3,3,16,11,0.14300000000000002
morato,Nott'ham Forest,Premier-League,2024-2025,11,0,0,36,0.3
alex moreno,Nott'ham Forest,Premier-League,2024-2025,12,0,19,50,0.214
sam morsy,Ipswich Town,Premier-League,2024-2025,48,0,15,157,0.429
yerson mosquera,Wolves,Premier-League,2024-2025,6,1,2,24,0.647
mason mount,Manchester Utd,Premier-League,2024-2025,16,1,13,18,0.33299999999999996
divin mubama,Manchester City,Premier-League,2024-2025,0,0,0,1,0.0
mykhailo mudryk,Chelsea,Premier-League,2024-2025,2,1,7,9,0.33299999999999996
marshall munetsi,Wolves,Premier-League,2024-2025,19,3,10,35,0.5579999999999999
rodrigo muniz,Fulham,Premier-League,2024-2025,11,3,1,14,0.515
daniel munoz,Crystal Palace,Premier-League,2024-2025,56,15,74,171,0.426
arijanet muric,Ipswich Town,Premier-League,2024-2025,0,0,0,26,0.917
murillo,Nott'ham Forest,Premier-League,2024-2025,27,0,14,142,0.667
jacob murphy,Newcastle Utd,Premier-League,2024-2025,11,3,120,98,0.23800000000000002
vitaliy mykolenko,Everton,Premier-League,2024-2025,22,3,101,88,0.56
iliman ndiaye,Everton,Premier-League,2024-2025,24,5,38,172,0.24
wilfred ndidi,Leicester City,Premier-League,2024-2025,39,3,30,127,0.508
kosta nedeljkovic,Aston Villa,Premier-League,2024-2025,0,0,1,4,0.0
reiss nelson,Arsenal,Premier-League,2024-2025,1,0,0,0,
reiss nelson,Fulham,Premier-League,2024-2025,6,1,23,29,0.0
neto,Bournemouth,Premier-League,2024-2025,0,0,0,3,
pedro neto,Chelsea,Premier-League,2024-2025,21,3,149,81,0.268
eddie nketiah,Crystal Palace,Premier-League,2024-2025,31,5,5,26,0.35600000000000004
christopher nkunku,Chelsea,Premier-League,2024-2025,16,3,4,29,0.42100000000000004
gustavo nunes,Brentford,Premier-League,2024-2025,0,0,0,0,
matheus nunes,Manchester City,Premier-League,2024-2025,30,6,45,70,0.424
darwin nunez,Liverpool,Premier-League,2024-2025,27,12,3,41,0.377
ethan nwaneri,Arsenal,Premier-League,2024-2025,9,6,54,34,0.33299999999999996
christian nrgaard,Brentford,Premier-League,2024-2025,44,1,17,193,0.62
jake obrien,Everton,Premier-League,2024-2025,13,3,18,52,0.5770000000000001
matt oriley,Brighton,Premier-League,2024-2025,16,2,51,29,0.385
dara oshea,Ipswich Town,Premier-League,2024-2025,21,3,8,110,0.573
chidozie obimartin,Manchester Utd,Premier-League,2024-2025,3,0,0,9,0.33299999999999996
wilson odobert,Tottenham,Premier-League,2024-2025,2,1,25,34,0.33299999999999996
chiedozie ogbene,Ipswich Town,Premier-League,2024-2025,2,1,4,6,0.14300000000000002
caleb okoli,Leicester City,Premier-League,2024-2025,16,0,1,44,0.523
robin olsen,Aston Villa,Premier-League,2024-2025,0,0,0,2,
amadou onana,Aston Villa,Premier-League,2024-2025,32,0,2,72,0.604
andre onana,Manchester Utd,Premier-League,2024-2025,0,0,0,34,1.0
paul onuachu,Southampton,Premier-League,2024-2025,28,10,0,19,0.612
frank onyeka,Brentford,Premier-League,2024-2025,2,0,0,2,
lewis orford,West Ham,Premier-League,2024-2025,0,0,1,7,0.0
stefan ortega,Manchester City,Premier-League,2024-2025,1,0,0,8,1.0
william osula,Newcastle Utd,Premier-League,2024-2025,4,1,4,2,0.75
dango ouattara,Bournemouth,Premier-League,2024-2025,16,14,88,92,0.41700000000000004
nico oreilly,Manchester City,Premier-League,2024-2025,6,1,8,31,0.4
alex palmer,Ipswich Town,Premier-League,2024-2025,1,0,0,17,1.0
cole palmer,Chelsea,Premier-League,2024-2025,15,7,144,106,0.222
emerson palmieri,West Ham,Premier-League,2024-2025,25,0,64,84,0.474
lucas paqueta,West Ham,Premier-League,2024-2025,53,6,29,149,0.457
thomas partey,Arsenal,Premier-League,2024-2025,45,1,12,138,0.509
nathan patterson,Everton,Premier-League,2024-2025,6,0,14,12,0.125
andreas pereira,Fulham,Premier-League,2024-2025,28,1,171,100,0.361
ricardo pereira,Leicester City,Premier-League,2024-2025,6,0,3,19,0.667
kalvin phillips,Ipswich Town,Premier-League,2024-2025,28,0,20,68,0.24100000000000002
jaden philogene bidace,Aston Villa,Premier-League,2024-2025,12,1,4,21,0.0
jaden philogene bidace,Ipswich Town,Premier-League,2024-2025,8,1,13,23,0.625
jordan pickford,Everton,Premier-League,2024-2025,0,0,0,36,0.833
ethan pinnock,Brentford,Premier-League,2024-2025,8,0,9,50,0.594
daniel podence,Wolves,Premier-League,2024-2025,0,0,1,1,0.0
alfie pond,Wolves,Premier-League,2024-2025,0,0,0,0,
nick pope,Newcastle Utd,Premier-League,2024-2025,2,0,0,24,0.917
pedro porro,Tottenham,Premier-League,2024-2025,25,1,196,152,0.34299999999999997
jarell quansah,Liverpool,Premier-League,2024-2025,9,0,2,19,0.41200000000000003
hakon rafn valdimarsson,Brentford,Premier-League,2024-2025,0,0,0,1,1.0
aaron ramsdale,Southampton,Premier-League,2024-2025,1,0,0,23,1.0
jacob ramsey,Aston Villa,Premier-League,2024-2025,13,5,12,83,0.35
marcus rashford,Manchester Utd,Premier-League,2024-2025,8,7,27,24,0.41700000000000004
marcus rashford,Aston Villa,Premier-League,2024-2025,1,1,28,14,0.111
david raya,Arsenal,Premier-League,2024-2025,1,0,0,41,1.0
harrison reed,Fulham,Premier-League,2024-2025,6,0,6,10,0.33299999999999996
remy reesdottin,Bournemouth,Premier-League,2024-2025,0,0,0,0,
sergio reguilon,Tottenham,Premier-League,2024-2025,2,0,12,14,0.7140000000000001
vitor reis,Manchester City,Premier-League,2024-2025,0,0,0,0,
chadi riad,Crystal Palace,Premier-League,2024-2025,1,0,0,4,0.33299999999999996
declan rice,Arsenal,Premier-League,2024-2025,21,2,164,156,0.597
chris richards,Crystal Palace,Premier-League,2024-2025,11,1,5,51,0.539
richarlison,Tottenham,Premier-League,2024-2025,7,3,7,11,0.303
andrew robertson,Liverpool,Premier-League,2024-2025,11,3,147,105,0.33299999999999996
antonee robinson,Fulham,Premier-League,2024-2025,31,7,170,157,0.6579999999999999
jay robinson,Southampton,Premier-League,2024-2025,3,0,1,12,0.0
rodri,Manchester City,Premier-League,2024-2025,1,0,0,7,1.0
guido rodriguez,West Ham,Premier-League,2024-2025,18,2,5,53,0.611
mads roerslev,Brentford,Premier-League,2024-2025,6,0,31,39,0.41700000000000004
morgan rogers,Aston Villa,Premier-League,2024-2025,50,2,27,119,0.2
cristian romero,Tottenham,Premier-League,2024-2025,14,2,3,90,0.603
georginio rutter,Brighton,Premier-League,2024-2025,34,7,9,66,0.35200000000000004
jose sa,Wolves,Premier-League,2024-2025,4,0,0,37,0.917
bukayo saka,Arsenal,Premier-League,2024-2025,15,7,117,70,0.33299999999999996
mohamed salah,Liverpool,Premier-League,2024-2025,25,18,79,101,0.391
william saliba,Arsenal,Premier-League,2024-2025,28,1,3,154,0.629
robert sanchez,Chelsea,Premier-League,2024-2025,2,0,0,43,1.0
jadon sancho,Chelsea,Premier-League,2024-2025,6,6,25,99,0.353
ibrahim sangare,Nott'ham Forest,Premier-League,2024-2025,15,0,2,42,0.5
pablo sarabia,Wolves,Premier-League,2024-2025,16,5,47,34,0.263
jeremy sarmiento,Brighton,Premier-League,2024-2025,0,0,0,1,
ismaila sarr,Crystal Palace,Premier-League,2024-2025,14,11,55,113,0.41600000000000004
savio,Manchester City,Premier-League,2024-2025,17,3,84,79,0.33299999999999996
oliver scarles,West Ham,Premier-League,2024-2025,5,1,15,34,0.5
dane scarlett,Tottenham,Premier-League,2024-2025,0,1,0,3,1.0
kevin schade,Brentford,Premier-League,2024-2025,21,13,38,83,0.529
fabian schar,Newcastle Utd,Premier-League,2024-2025,35,4,13,134,0.441
jeffrey schlupp,Crystal Palace,Premier-League,2024-2025,1,0,4,6,0.429
alex scott,Bournemouth,Premier-League,2024-2025,17,0,7,52,0.5
matz sels,Nott'ham Forest,Premier-League,2024-2025,1,0,0,17,0.882
nelson semedo,Wolves,Premier-League,2024-2025,48,4,63,139,0.4
antoine semenyo,Bournemouth,Premier-League,2024-2025,73,15,59,158,0.465
marcos senesi,Bournemouth,Premier-League,2024-2025,22,0,11,71,0.525
ryan sessegnon,Fulham,Premier-League,2024-2025,20,1,16,30,0.42100000000000004
luke shaw,Manchester Utd,Premier-League,2024-2025,3,0,11,9,0.6
zain silcottduberry,Bournemouth,Premier-League,2024-2025,0,0,0,0,0.0
bernardo silva,Manchester City,Premier-League,2024-2025,27,3,60,107,0.33299999999999996
jota silva,Nott'ham Forest,Premier-League,2024-2025,24,8,21,43,0.41200000000000003
eric da silva moreira,Nott'ham Forest,Premier-League,2024-2025,0,0,0,2,
jahmai simpsonpusey,Manchester City,Premier-League,2024-2025,0,0,0,3,0.25
luis sinisterra,Bournemouth,Premier-League,2024-2025,4,1,7,17,0.3
oliver skipp,Leicester City,Premier-League,2024-2025,21,0,5,46,0.667
william smallbone,Southampton,Premier-League,2024-2025,11,0,36,23,0.4
adam smith,Bournemouth,Premier-League,2024-2025,19,0,33,50,0.483
emile smith rowe,Fulham,Premier-League,2024-2025,19,4,16,75,0.231
dominic solanke,Tottenham,Premier-League,2024-2025,36,5,4,38,0.434
carlos soler,West Ham,Premier-League,2024-2025,26,0,34,64,0.455
julio soler,Bournemouth,Premier-League,2024-2025,0,0,1,0,
ramon sosa,Nott'ham Forest,Premier-League,2024-2025,6,3,8,25,0.364
tomas soucek,West Ham,Premier-League,2024-2025,47,4,14,63,0.5760000000000001
boubakary soumare,Leicester City,Premier-League,2024-2025,24,0,10,140,0.6559999999999999
djed spence,Tottenham,Premier-League,2024-2025,21,2,25,109,0.6
jay stansfield,Fulham,Premier-League,2024-2025,1,0,0,0,
jason steele,Brighton,Premier-League,2024-2025,0,0,0,7,0.5
jack stephens,Southampton,Premier-League,2024-2025,13,1,1,44,0.375
raheem sterling,Arsenal,Premier-League,2024-2025,12,4,16,16,0.25
ross stewart,Southampton,Premier-League,2024-2025,7,1,0,6,0.361
jakub stolarczyk,Leicester City,Premier-League,2024-2025,0,0,0,8,1.0
john stones,Manchester City,Premier-League,2024-2025,2,0,0,22,0.5710000000000001
jrgen strand larsen,Wolves,Premier-League,2024-2025,46,16,6,42,0.401
yukinari sugawara,Southampton,Premier-League,2024-2025,15,4,70,44,0.35700000000000004
kamaldeen sulemana,Southampton,Premier-League,2024-2025,22,3,26,63,0.325
crysencio summerville,West Ham,Premier-League,2024-2025,9,4,21,38,0.308
sammie szmodics,Ipswich Town,Premier-League,2024-2025,9,8,14,42,0.353
dominik szoboszlai,Liverpool,Premier-League,2024-2025,44,4,41,133,0.452
matt targett,Newcastle Utd,Premier-League,2024-2025,0,0,1,2,
