Player,Squad,Liga,Season,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,touch_Live,drib_Att,drib_Succ%,Tckl_Drib,Tckl_Drib%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle
luka modric,Real Madrid,La-Liga,2024-2025,315,1170,659,26,2124,24,0.583,9,0.375,3491,58,13,23,13
johan mojica,Mallorca,La-Liga,2024-2025,593,818,569,18,1949,89,0.371,48,0.539,2228,53,5,52,27
alberto moleiro,Las Palmas,La-Liga,2024-2025,153,682,607,102,1416,150,0.42700000000000005,78,0.52,3126,71,28,76,48
nahuel molina,Atlético Madrid,La-Liga,2024-2025,420,606,349,24,1366,30,0.5,13,0.433,1971,28,4,21,3
jon moncayola,Osasuna,La-Liga,2024-2025,215,635,356,33,1198,12,0.33299999999999996,7,0.583,1070,15,6,24,8
gonzalo montiel,Sevilla,La-Liga,2024-2025,41,42,16,2,99,1,0.0,0,0.0,90,0,0,2,0
gerard moreno,Villarreal,La-Liga,2024-2025,30,183,195,48,401,31,0.581,13,0.419,601,14,9,17,9
xavier moreno,Valladolid,La-Liga,2024-2025,5,7,6,2,17,1,0.0,1,1.0,27,1,0,0,1
mateu morey,Mallorca,La-Liga,2024-2025,177,227,101,7,502,17,0.529,6,0.353,581,8,6,8,10
ilaix moriba,Celta Vigo,La-Liga,2024-2025,218,740,364,39,1305,49,0.306,21,0.429,1535,36,9,51,25
manu morlanes,Mallorca,La-Liga,2024-2025,172,519,163,8,845,8,0.375,5,0.625,1125,23,0,8,10
raul moro,Valladolid,La-Liga,2024-2025,124,389,559,108,1050,132,0.43200000000000005,67,0.508,2999,69,60,47,11
cristhian mosquera,Valencia,La-Liga,2024-2025,1159,1144,74,7,2367,9,0.556,4,0.444,4283,11,0,18,10
santiago mourino,Alavés,La-Liga,2024-2025,465,442,57,14,952,11,0.364,5,0.455,1513,15,0,7,11
abdul mumin,Rayo Vallecano,La-Liga,2024-2025,874,447,39,13,1351,10,0.5,4,0.4,1525,5,2,16,5
aihen munoz,Real Sociedad,La-Liga,2024-2025,245,349,173,4,763,12,0.583,4,0.33299999999999996,703,16,3,10,3
alex munoz,Las Palmas,La-Liga,2024-2025,392,418,169,19,974,9,0.222,6,0.667,1027,8,1,10,1
iker munoz,Osasuna,La-Liga,2024-2025,56,235,75,7,365,4,0.5,2,0.5,314,3,0,6,4
javier munoz,Las Palmas,La-Liga,2024-2025,272,814,342,32,1411,36,0.583,13,0.361,1599,29,7,29,15
victor munoz,Real Madrid,La-Liga,2024-2025,1,0,16,4,17,2,0.0,2,1.0,40,1,2,1,1
vedat muriqi,Mallorca,La-Liga,2024-2025,75,358,307,114,730,26,0.34600000000000003,15,0.5770000000000001,476,12,10,55,26
juan musso,Atlético Madrid,La-Liga,2024-2025,61,0,0,0,61,0,,0,,157,0,0,0,0
matija nastasic,Leganés,La-Liga,2024-2025,638,476,15,7,1128,1,1.0,0,0.0,1051,1,0,5,0
natan,Betis,La-Liga,2024-2025,813,671,42,19,1514,3,0.667,0,0.0,2750,5,0,15,8
pau navarro,Villarreal,La-Liga,2024-2025,283,323,66,2,668,7,0.429,4,0.5710000000000001,568,3,0,4,4
roberto navarro,Mallorca,La-Liga,2024-2025,112,316,278,42,683,67,0.522,21,0.313,1409,46,10,47,34
jesus navas,Sevilla,La-Liga,2024-2025,40,124,131,5,295,6,0.667,2,0.33299999999999996,453,7,1,5,4
yvan neyou,Leganés,La-Liga,2024-2025,325,878,194,9,1379,42,0.452,17,0.405,1480,26,1,28,21
tanguy nianzou,Sevilla,La-Liga,2024-2025,205,162,11,6,376,3,1.0,0,0.0,408,3,0,3,0
saul niguez,Sevilla,La-Liga,2024-2025,206,482,226,49,904,28,0.429,13,0.46399999999999997,829,15,3,26,13
tamas nikitscher,Valladolid,La-Liga,2024-2025,143,233,31,6,401,7,0.7140000000000001,1,0.14300000000000002,400,5,0,6,9
adrian nino,Atlético Madrid,La-Liga,2024-2025,0,0,2,2,2,0,,0,,0,0,0,0,0
hugo novoa,Alavés,La-Liga,2024-2025,27,42,33,1,100,10,0.3,6,0.6,191,3,0,6,2
randy nteka,Rayo Vallecano,La-Liga,2024-2025,45,148,175,40,366,15,0.33299999999999996,8,0.5329999999999999,202,3,5,32,17
unai nunez,Athletic Club,La-Liga,2024-2025,199,216,3,2,415,3,0.667,0,0.0,554,0,0,6,0
rjan nyland,Sevilla,La-Liga,2024-2025,1057,11,0,0,1068,0,,0,,1535,0,0,0,0
allan nyom,Getafe,La-Liga,2024-2025,118,217,110,15,443,9,0.444,5,0.556,381,9,0,16,4
jan oblak,Atlético Madrid,La-Liga,2024-2025,1004,1,0,0,1005,2,1.0,0,0.0,1581,0,0,1,0
lucas ocampos,Sevilla,La-Liga,2024-2025,11,60,45,5,115,8,0.25,5,0.625,183,4,0,5,3
alvaro odriozola,Real Sociedad,La-Liga,2024-2025,11,15,10,0,35,0,,0,,42,1,0,3,1
thiago ojeda,Villarreal,La-Liga,2024-2025,2,5,4,0,11,0,,0,,34,1,0,1,0
aingeru olabarrieta,Athletic Club,La-Liga,2024-2025,2,11,13,0,25,4,0.25,3,0.75,59,2,0,0,1
olasagasti,Real Sociedad,La-Liga,2024-2025,71,294,153,20,512,13,0.231,8,0.615,534,16,2,11,4
brian olivan,Espanyol,La-Liga,2024-2025,157,233,151,8,540,4,0.25,3,0.75,723,10,0,10,1
lucas oliveira rosa,Valladolid,La-Liga,2024-2025,411,461,219,21,1076,31,0.452,13,0.419,1460,24,5,29,11
dani olmo,Barcelona,La-Liga,2024-2025,64,351,390,77,795,45,0.511,17,0.37799999999999995,1363,35,7,35,26
aimar oroz,Osasuna,La-Liga,2024-2025,174,682,607,73,1431,101,0.485,42,0.41600000000000004,2730,73,17,58,55
angel ortiz,Betis,La-Liga,2024-2025,96,114,64,7,272,8,0.5,4,0.5,375,3,1,7,2
gabriel osei misehouy,Girona,La-Liga,2024-2025,5,61,64,7,128,11,0.636,4,0.364,228,5,0,7,7
david otorbi,Valencia,La-Liga,2024-2025,0,4,2,0,6,2,0.0,0,0.0,13,0,0,1,0
jesus owono,Alavés,La-Liga,2024-2025,173,0,0,0,173,1,1.0,0,0.0,281,0,0,0,0
mikel oyarzabal,Real Sociedad,La-Liga,2024-2025,59,348,326,107,725,20,0.45,9,0.45,772,18,16,63,30
cenk ozkacar,Valladolid,La-Liga,2024-2025,313,187,8,6,507,0,,0,,624,2,0,4,1
jon pacheco,Real Sociedad,La-Liga,2024-2025,281,299,9,5,585,2,0.5,1,0.5,1242,3,1,4,0
alex padilla,Athletic Club,La-Liga,2024-2025,131,3,0,0,134,0,,0,,239,0,0,0,0
isaac palazon camacho,Rayo Vallecano,La-Liga,2024-2025,120,592,583,43,1285,66,0.379,34,0.515,1317,29,7,54,43
aitor paredes,Athletic Club,La-Liga,2024-2025,623,519,15,11,1154,1,0.0,1,1.0,1615,3,0,7,1
daniel parejo,Villarreal,La-Liga,2024-2025,451,989,302,12,1730,12,0.667,3,0.25,1638,29,0,17,13
iago parente,Valladolid,La-Liga,2024-2025,20,19,1,0,40,0,,0,,61,0,0,0,0
alvaro pascual,Sevilla,La-Liga,2024-2025,18,47,70,20,132,2,0.5,1,0.5,79,3,3,22,5
alfonso pedraza,Villarreal,La-Liga,2024-2025,91,90,96,16,274,19,0.474,9,0.474,586,12,6,5,2
pedri,Barcelona,La-Liga,2024-2025,279,1824,988,50,3060,61,0.6559999999999999,20,0.32799999999999996,5463,103,8,48,35
adria pedrosa,Sevilla,La-Liga,2024-2025,533,634,373,21,1526,37,0.45899999999999996,18,0.486,1832,49,6,37,15
pejino,Las Palmas,La-Liga,2024-2025,2,3,4,0,9,0,,0,,17,0,0,1,0
andy pelmard,Las Palmas,La-Liga,2024-2025,50,77,25,0,152,2,0.5,0,0.0,159,1,0,3,0
inaki pena,Barcelona,La-Liga,2024-2025,651,16,0,0,667,0,,0,,991,0,0,0,0
ruben pena,Osasuna,La-Liga,2024-2025,64,165,192,18,418,27,0.37,14,0.519,536,11,4,25,12
nicolas pepe,Villarreal,La-Liga,2024-2025,112,266,477,89,842,64,0.42200000000000004,29,0.45299999999999996,1976,40,30,52,20
peque,Sevilla,La-Liga,2024-2025,51,253,186,35,485,26,0.423,12,0.462,556,12,1,23,26
ayoze perez,Villarreal,La-Liga,2024-2025,66,296,355,136,705,78,0.436,36,0.462,1453,31,33,62,34
carles perez,Getafe,La-Liga,2024-2025,74,198,291,44,551,50,0.42,27,0.54,952,33,9,37,20
francisco perez,Valencia,La-Liga,2024-2025,50,126,154,16,327,22,0.364,14,0.636,658,11,4,17,14
kike perez,Valladolid,La-Liga,2024-2025,166,412,159,18,723,22,0.364,12,0.545,1125,18,4,25,13
luis perez,Valladolid,La-Liga,2024-2025,490,630,336,9,1444,21,0.5710000000000001,7,0.33299999999999996,1388,23,3,28,5
romain perraud,Betis,La-Liga,2024-2025,442,565,423,28,1419,35,0.314,18,0.514,1881,25,10,33,14
valentin pezzolesi,Las Palmas,La-Liga,2024-2025,5,0,1,0,6,0,,0,,2,0,0,0,0
pica,Alavés,La-Liga,2024-2025,135,120,8,5,263,1,1.0,0,0.0,496,2,0,2,1
yeremi pino,Villarreal,La-Liga,2024-2025,169,356,477,104,986,58,0.431,25,0.431,1416,26,21,52,23
portu,Girona,La-Liga,2024-2025,33,110,160,25,301,10,0.4,5,0.5,518,15,4,11,3
benat prados,Athletic Club,La-Liga,2024-2025,190,628,184,24,991,30,0.5,12,0.4,1081,19,1,25,20
abdon prats,Mallorca,La-Liga,2024-2025,15,76,55,25,145,3,0.33299999999999996,2,0.667,41,0,0,17,12
javi puado,Espanyol,La-Liga,2024-2025,140,452,413,102,980,61,0.344,35,0.574,1960,48,22,71,33
dani raba,Leganés,La-Liga,2024-2025,111,445,398,43,925,91,0.505,38,0.418,1474,42,10,53,40
arnau rafus,Valladolid,La-Liga,2024-2025,43,0,0,0,43,0,,0,,61,0,0,0,0
antonio raillo,Mallorca,La-Liga,2024-2025,1140,909,142,66,2185,3,0.667,1,0.33299999999999996,3707,16,0,7,6
benito ramirez,Las Palmas,La-Liga,2024-2025,87,169,155,9,406,15,0.2,9,0.6,580,20,1,10,6
sandro ramirez,Las Palmas,La-Liga,2024-2025,146,383,417,64,929,47,0.34,26,0.5529999999999999,1134,21,24,49,28
jacobo ramon,Real Madrid,La-Liga,2024-2025,57,53,9,3,117,0,,0,,126,0,0,2,1
raphinha,Barcelona,La-Liga,2024-2025,114,661,1113,183,1861,103,0.505,44,0.42700000000000005,2865,66,46,53,29
andrei ratiu,Rayo Vallecano,La-Liga,2024-2025,590,936,697,71,2193,147,0.517,63,0.429,3780,87,31,69,49
raul,Osasuna,La-Liga,2024-2025,18,113,141,42,266,20,0.55,8,0.4,286,11,4,24,13
abderrahman rebbach,Alavés,La-Liga,2024-2025,27,62,85,18,173,14,0.214,9,0.643,389,6,7,9,5
alex remiro,Real Sociedad,La-Liga,2024-2025,1350,14,0,0,1364,0,,0,,1911,0,0,2,0
daniel requena,Villarreal,La-Liga,2024-2025,0,4,1,1,5,0,,0,,9,0,0,0,0
diego rico,Getafe,La-Liga,2024-2025,532,901,516,11,1929,14,0.429,6,0.429,1235,30,3,48,13
luis rioja,Alavés,La-Liga,2024-2025,2,4,10,2,15,0,,0,,71,1,2,0,0
luis rioja,Valencia,La-Liga,2024-2025,252,533,741,59,1503,91,0.473,37,0.40700000000000003,2812,57,28,42,40
rodrigo riquelme,Atlético Madrid,La-Liga,2024-2025,41,136,185,23,354,24,0.25,16,0.667,1001,25,10,11,6
alberto risco,Getafe,La-Liga,2024-2025,7,17,34,5,57,6,0.16699999999999998,5,0.833,79,3,2,5,4
mihailo ristic,Celta Vigo,La-Liga,2024-2025,102,130,73,0,302,13,0.154,10,0.769,329,2,0,7,4
gorka rivera alonso,Getafe,La-Liga,2024-2025,7,8,2,0,17,2,0.0,1,0.5,5,0,0,2,0
marc roca,Betis,La-Liga,2024-2025,154,374,108,19,632,5,0.8,1,0.2,1037,14,0,9,7
rodri,Betis,La-Liga,2024-2025,22,32,33,6,86,6,0.33299999999999996,4,0.667,183,3,3,5,2
adrian rodriguez,Alavés,La-Liga,2024-2025,55,3,0,0,58,0,,0,,61,0,0,0,0
alvaro rodriguez,Getafe,La-Liga,2024-2025,27,194,204,55,415,33,0.485,15,0.455,221,13,2,37,20
oscar rodriguez arnaiz,Leganés,La-Liga,2024-2025,113,395,251,21,749,52,0.40399999999999997,26,0.5,968,24,8,34,14
arturo rodriguez,Las Palmas,La-Liga,2024-2025,0,3,8,2,11,1,0.0,1,1.0,11,0,1,0,0
damian rodriguez,Celta Vigo,La-Liga,2024-2025,127,589,162,4,876,2,0.0,2,1.0,1230,8,0,4,6
dani rodriguez,Mallorca,La-Liga,2024-2025,126,463,395,54,971,34,0.47100000000000003,14,0.41200000000000003,1116,38,5,50,46
daniel rodriguez,Barcelona,La-Liga,2024-2025,0,2,23,3,25,1,0.0,0,0.0,110,0,2,3,0
james rodriguez,Rayo Vallecano,La-Liga,2024-2025,16,51,50,4,116,7,0.7140000000000001,2,0.28600000000000003,105,4,1,5,0
javi rodriguez,Celta Vigo,La-Liga,2024-2025,709,1072,217,23,1994,22,0.455,9,0.409,2820,27,1,22,5
jesus rodriguez,Betis,La-Liga,2024-2025,47,212,284,69,532,84,0.35700000000000004,46,0.5479999999999999,1506,36,39,38,20
kirian rodriguez,Las Palmas,La-Liga,2024-2025,294,872,199,15,1357,16,0.688,5,0.313,1999,24,0,20,14
ricardo rodriguez,Betis,La-Liga,2024-2025,253,437,181,7,866,7,0.5710000000000001,3,0.429,1105,23,1,4,3
rodrygo,Real Madrid,La-Liga,2024-2025,97,464,802,127,1340,111,0.441,46,0.414,3404,87,50,47,15
