Player,Squad,Liga,Season,Born,MP,Starts,Min,Gls,Ast,YellowC,RedC,PrgC,PrgP,PrgR
martin frese,Hellas Verona,Serie-A,2024-2025,1998.0,11,5,549,0,0,0,0,7,19,12
remo freuler,Bologna,Serie-A,2024-2025,1992.0,37,37,3204,1,2,6,0,39,208,56
matteo gabbia,Milan,Serie-A,2024-2025,1999.0,26,24,2152,2,0,4,0,13,74,2
tommaso gabellini,Torino,Serie-A,2024-2025,2006.0,1,0,10,0,0,0,0,1,0,0
tiago gabriel,Lecce,Serie-A,2024-2025,2004.0,2,0,96,0,0,0,0,0,1,0
alessandro gabrielloni,Como,Serie-A,2024-2025,1994.0,15,0,142,1,1,1,0,5,6,13
gianluca gaetano,Cagliari,Serie-A,2024-2025,2000.0,28,8,1009,2,4,0,0,11,41,82
roberto gagliardini,Monza,Serie-A,2024-2025,1994.0,8,0,180,0,0,1,0,5,11,3
antonino gallo,Lecce,Serie-A,2024-2025,2000.0,31,31,2609,0,2,3,1,57,107,110
silvere ganvoula mboussy,Monza,Serie-A,2024-2025,1996.0,7,4,326,0,0,0,0,3,4,21
federico gatti,Juventus,Serie-A,2024-2025,1998.0,30,26,2195,1,0,2,0,24,73,6
david de gea,Fiorentina,Serie-A,2024-2025,1990.0,35,35,3150,0,1,1,0,0,0,0
valentin gendrey,Lecce,Serie-A,2024-2025,2000.0,2,2,180,0,0,0,0,7,5,4
daniele ghilardi,Hellas Verona,Serie-A,2024-2025,2003.0,24,21,2029,0,0,7,1,16,57,7
lautaro gianetti,Udinese,Serie-A,2024-2025,1993.0,15,11,878,1,0,4,0,0,19,3
samuel gigot,Lazio,Serie-A,2024-2025,1993.0,15,7,683,2,0,2,0,7,12,5
mario gila,Lazio,Serie-A,2024-2025,2000.0,32,31,2741,1,0,8,0,48,157,12
billy gilmour,Napoli,Serie-A,2024-2025,2001.0,26,13,1177,0,1,0,0,11,67,18
santiago gimenez,Milan,Serie-A,2024-2025,2001.0,14,7,669,5,2,3,1,13,6,38
gvidas gineitis,Torino,Serie-A,2024-2025,2004.0,30,15,1430,3,1,5,0,15,36,43
ben godfrey,Atalanta,Serie-A,2024-2025,1998.0,1,0,23,0,0,0,0,0,1,1
saba goglichidze,Empoli,Serie-A,2024-2025,2004.0,33,29,2539,0,1,3,1,12,45,9
edoardo goldaniga,Como,Serie-A,2024-2025,1993.0,32,28,2532,1,0,12,1,20,81,8
pierluigi gollini,Genoa,Serie-A,2024-2025,1995.0,7,7,630,0,0,1,0,0,0,0
nicolas gonzalez,Juventus,Serie-A,2024-2025,1998.0,26,23,1750,3,2,3,0,35,69,123
robin gosens,Fiorentina,Serie-A,2024-2025,1994.0,32,29,2521,5,5,6,0,31,102,91
lucas gournadouath,Roma,Serie-A,2024-2025,2003.0,6,2,229,0,0,2,0,4,9,9
alberto grassi,Empoli,Serie-A,2024-2025,1995.0,28,27,2203,1,0,8,0,18,74,24
matteo guendouzi,Lazio,Serie-A,2024-2025,1999.0,37,37,3270,1,3,7,0,89,316,64
frederic guilbert,Lecce,Serie-A,2024-2025,1994.0,31,31,2435,0,1,3,2,48,88,45
albert gumundsson,Fiorentina,Serie-A,2024-2025,1997.0,24,16,1273,6,1,2,0,35,37,59
emmanuel gyasi,Empoli,Serie-A,2024-2025,1994.0,37,37,3217,2,1,5,0,22,53,108
christian gytkjr,Venezia,Serie-A,2024-2025,1990.0,29,6,754,2,1,0,0,3,5,52
nicolas haas,Empoli,Serie-A,2024-2025,1996.0,10,2,287,0,0,1,0,2,9,2
saad el haddad,Venezia,Serie-A,2024-2025,2005.0,3,0,30,0,0,0,0,1,1,6
antoine hainaut,Parma,Serie-A,2024-2025,2002.0,25,10,1206,2,0,4,0,22,34,37
mohamed haj,Parma,Serie-A,2024-2025,2005.0,15,3,453,1,2,4,0,6,13,28
ridgeciano haps,Venezia,Serie-A,2024-2025,1993.0,25,14,1369,1,1,3,0,26,52,47
abdou harroui,Hellas Verona,Serie-A,2024-2025,1998.0,10,5,463,1,2,1,0,23,21,34
liam henderson,Empoli,Serie-A,2024-2025,1996.0,36,27,2337,0,4,10,0,18,108,54
mario hermoso,Roma,Serie-A,2024-2025,1995.0,8,2,251,0,0,2,1,3,14,5
theo hernandez,Milan,Serie-A,2024-2025,1997.0,33,30,2696,4,3,4,1,93,132,148
hernani,Parma,Serie-A,2024-2025,1994.0,25,15,1327,3,3,7,0,29,78,40
isak hien,Atalanta,Serie-A,2024-2025,1999.0,30,27,2327,0,0,10,0,7,51,3
emil holm,Bologna,Serie-A,2024-2025,2000.0,21,12,1137,1,1,3,0,29,49,43
mats hummels,Roma,Serie-A,2024-2025,1988.0,14,11,915,0,0,1,0,4,26,1
elseid hysaj,Lazio,Serie-A,2024-2025,1994.0,11,4,424,0,3,2,1,4,14,18
arijon ibrahimovic,Lazio,Serie-A,2024-2025,2005.0,1,0,8,0,0,0,0,0,0,0
jay idzes,Venezia,Serie-A,2024-2025,2000.0,35,35,3127,1,0,5,0,15,84,15
jonathan ikone,Como,Serie-A,2024-2025,1998.0,13,5,540,2,0,1,0,23,17,55
jonathan ikone,Fiorentina,Serie-A,2024-2025,1998.0,14,1,334,0,0,0,0,12,13,39
ivan ilic,Torino,Serie-A,2024-2025,2001.0,19,9,920,1,0,4,0,24,45,41
samuel ilingjunior,Bologna,Serie-A,2024-2025,2003.0,7,0,118,1,0,0,0,5,7,27
alessio iovine,Como,Serie-A,2024-2025,1991.0,10,3,387,0,0,2,0,9,6,8
gustav isaksen,Lazio,Serie-A,2024-2025,2001.0,37,29,2210,4,2,5,0,95,46,249
ardian ismajli,Empoli,Serie-A,2024-2025,1996.0,29,29,2508,0,0,3,0,3,38,1
armando izzo,Monza,Serie-A,2024-2025,1992.0,30,28,2435,1,1,12,0,12,72,12
fellipe jack,Como,Serie-A,2024-2025,2006.0,7,1,171,0,0,2,0,2,8,1
ali jasim,Como,Serie-A,2024-2025,2004.0,2,0,10,0,0,0,0,1,1,1
gaby jean,Lecce,Serie-A,2024-2025,2000.0,19,16,1388,0,0,0,0,8,42,3
juan jesus,Napoli,Serie-A,2024-2025,1991.0,15,12,1074,0,1,2,0,3,50,2
alejandro jimenez,Milan,Serie-A,2024-2025,2005.0,22,14,1266,0,1,6,0,55,37,72
orir johann helgason,Lecce,Serie-A,2024-2025,2000.0,21,13,1156,0,4,0,0,20,38,58
jesse joronen,Venezia,Serie-A,2024-2025,1993.0,8,7,703,0,0,0,0,0,0,0
luka jovic,Milan,Serie-A,2024-2025,1997.0,15,6,557,2,0,1,0,8,26,24
mohamed kaba,Lecce,Serie-A,2024-2025,2001.0,15,2,452,0,0,1,0,3,18,8
christian kabasele,Udinese,Serie-A,2024-2025,1991.0,16,12,1161,2,0,0,0,9,44,7
pierre kalulu,Juventus,Serie-A,2024-2025,2000.0,29,25,2337,1,0,2,1,48,117,24
hassane kamara,Udinese,Serie-A,2024-2025,1994.0,30,25,2001,1,4,8,1,52,61,103
yann karamoh,Torino,Serie-A,2024-2025,1998.0,29,10,1046,0,1,2,0,37,28,80
jesper karlsson,Bologna,Serie-A,2024-2025,1998.0,7,3,298,1,0,1,0,6,6,31
jesper karlsson,Lecce,Serie-A,2024-2025,1998.0,13,6,495,1,0,2,0,11,12,32
jesper karlstrom,Udinese,Serie-A,2024-2025,1995.0,37,36,3186,0,3,9,0,23,135,46
lior kasa,Genoa,Serie-A,2024-2025,2005.0,8,2,230,0,0,2,0,1,7,7
grigoris kastanos,Hellas Verona,Serie-A,2024-2025,1998.0,27,8,872,1,1,4,0,12,34,27
michael kayode,Fiorentina,Serie-A,2024-2025,2004.0,5,1,127,0,0,0,0,3,8,6
moise kean,Fiorentina,Serie-A,2024-2025,2000.0,32,31,2704,19,3,6,0,42,26,143
mandela keita,Parma,Serie-A,2024-2025,2002.0,30,24,1826,0,2,6,1,13,50,5
lloyd kelly,Juventus,Serie-A,2024-2025,1998.0,12,11,1013,0,0,1,0,10,36,26
marcoliver kempf,Como,Serie-A,2024-2025,1995.0,31,30,2615,0,0,6,1,17,85,4
kialonda,Lecce,Serie-A,2024-2025,1997.0,24,24,2144,0,1,3,0,4,34,5
magnus kofod andersen,Venezia,Serie-A,2024-2025,1999.0,14,7,695,1,1,1,0,7,24,18
sead kolasinac,Atalanta,Serie-A,2024-2025,1993.0,23,23,1903,0,2,7,0,52,142,47
randal kolo muani,Juventus,Serie-A,2024-2025,1998.0,16,13,1160,8,1,0,0,21,20,100
ismael konate,Empoli,Serie-A,2024-2025,2006.0,12,0,116,0,1,0,0,5,2,7
manu kone,Roma,Serie-A,2024-2025,2001.0,34,31,2572,2,1,6,0,70,144,50
teun koopmeiners,Juventus,Serie-A,2024-2025,1998.0,28,23,1994,3,3,3,0,32,89,127
odilon kossounou,Atalanta,Serie-A,2024-2025,2001.0,18,12,1125,0,0,1,0,13,46,14
christian kouame,Fiorentina,Serie-A,2024-2025,1997.0,18,5,622,0,1,1,0,7,16,46
christian kouame,Empoli,Serie-A,2024-2025,1997.0,8,5,507,1,0,0,0,5,13,39
viktor kovalenko,Empoli,Serie-A,2024-2025,1996.0,6,0,77,0,0,0,0,1,4,3
mateusz kowalski,Parma,Serie-A,2024-2025,2005.0,1,1,56,0,0,0,0,0,0,2
thomas kristensen,Udinese,Serie-A,2024-2025,2002.0,24,19,1754,1,0,5,0,19,76,19
nikola krstovic,Lecce,Serie-A,2024-2025,2000.0,37,37,3057,11,5,6,0,42,56,149
khvicha kvaratskhelia,Napoli,Serie-A,2024-2025,2001.0,17,15,1178,5,3,1,0,74,57,89
giorgos kyriakopoulos,Monza,Serie-A,2024-2025,1996.0,34,33,2845,2,4,5,0,67,97,132
mathis lambourde,Hellas Verona,Serie-A,2024-2025,2006.0,7,0,89,1,0,1,0,1,0,12
gianluca lapadula,Cagliari,Serie-A,2024-2025,1990.0,12,1,310,0,0,1,0,7,7,16
valentino lazaro,Torino,Serie-A,2024-2025,1996.0,33,26,2307,0,6,6,0,35,76,131
darko lazovic,Hellas Verona,Serie-A,2024-2025,1990.0,27,17,1459,2,3,0,0,22,40,88
manuel lazzari,Lazio,Serie-A,2024-2025,1993.0,25,16,1406,0,1,3,0,72,66,96
enzo le fee,Roma,Serie-A,2024-2025,2000.0,6,4,318,0,0,1,0,15,28,3
nicola leali,Genoa,Serie-A,2024-2025,1993.0,29,29,2610,0,0,1,0,0,0,0
rafael leao,Milan,Serie-A,2024-2025,1999.0,34,25,2323,8,8,5,0,123,93,262
stefan lekovic,Monza,Serie-A,2024-2025,2004.0,7,3,367,0,0,0,0,4,15,2
nunzio lella,Venezia,Serie-A,2024-2025,2000.0,1,0,5,0,0,0,0,0,0,0
giovanni leoni,Parma,Serie-A,2024-2025,2006.0,17,14,1199,1,0,3,1,0,21,5
ben lhassine kone,Como,Serie-A,2024-2025,2000.0,4,0,51,0,0,1,0,0,3,1
mattia liberali,Milan,Serie-A,2024-2025,2007.0,1,1,61,0,0,0,0,1,5,4
karol linetty,Torino,Serie-A,2024-2025,1995.0,28,18,1540,1,0,6,0,18,47,19
dailon livramento,Hellas Verona,Serie-A,2024-2025,2001.0,29,8,940,1,1,2,1,23,13,67
stanislav lobotka,Napoli,Serie-A,2024-2025,1994.0,32,31,2636,0,1,3,0,30,118,32
manuel locatelli,Juventus,Serie-A,2024-2025,1998.0,36,34,2822,2,2,9,0,33,294,33
ruben loftuscheek,Milan,Serie-A,2024-2025,1996.0,19,10,1037,0,0,3,0,27,51,32
ademola lookman,Atalanta,Serie-A,2024-2025,1997.0,31,28,2247,15,5,4,0,142,73,316
sandi lovric,Udinese,Serie-A,2024-2025,1998.0,36,31,2308,2,3,5,0,60,120,71
lorenzo lucca,Udinese,Serie-A,2024-2025,2000.0,33,27,2353,12,1,10,0,15,18,98
jhon lucumi,Bologna,Serie-A,2024-2025,1998.0,32,29,2614,0,1,8,1,34,108,7
jose luis palomino,Cagliari,Serie-A,2024-2025,1990.0,18,10,1081,1,0,3,0,4,35,1
douglas luiz,Juventus,Serie-A,2024-2025,1998.0,19,3,529,0,0,2,0,16,35,12
romelu lukaku,Napoli,Serie-A,2024-2025,1993.0,36,35,2843,14,10,4,0,31,36,219
sebastiano luperto,Cagliari,Serie-A,2024-2025,1996.0,36,36,3240,1,3,4,0,22,96,11
zito luvumbo,Cagliari,Serie-A,2024-2025,2002.0,26,19,1606,2,2,2,0,70,31,125
charalampos lykogiannis,Bologna,Serie-A,2024-2025,1993.0,17,12,1048,0,4,3,0,10,49,36
mathias lvik,Parma,Serie-A,2024-2025,2003.0,6,0,92,0,0,0,0,0,1,6
giangiacomo magnani,Hellas Verona,Serie-A,2024-2025,1995.0,17,11,1065,1,0,2,0,4,31,7
mike maignan,Milan,Serie-A,2024-2025,1995.0,37,37,3294,0,0,1,0,0,4,0
antoine makoumbou,Cagliari,Serie-A,2024-2025,1998.0,33,27,2150,0,3,4,1,11,92,14
daniel maldini,Monza,Serie-A,2024-2025,2001.0,20,16,1306,3,0,5,0,41,34,66
daniel maldini,Atalanta,Serie-A,2024-2025,2001.0,10,2,258,3,0,0,0,12,7,30
youssef maleh,Empoli,Serie-A,2024-2025,1998.0,22,17,1510,0,1,5,1,10,72,37
ruslan malinovskyi,Genoa,Serie-A,2024-2025,1993.0,9,4,383,0,2,2,0,3,32,10
dennis man,Parma,Serie-A,2024-2025,1998.0,33,23,1995,4,4,0,0,67,60,142
gianluca mancini,Roma,Serie-A,2024-2025,1996.0,37,36,3143,2,0,8,0,45,139,23
christos mandas,Lazio,Serie-A,2024-2025,2001.0,9,9,810,0,0,0,0,0,3,0
rolando mandragora,Fiorentina,Serie-A,2024-2025,1997.0,29,22,1931,4,3,7,0,11,92,34
alberto manzoni,Atalanta,Serie-A,2024-2025,2005.0,1,0,6,0,0,0,0,0,0,0
alessandro marcandalli,Genoa,Serie-A,2024-2025,2002.0,2,1,46,0,0,0,0,0,1,0
alessandro marcandalli,Venezia,Serie-A,2024-2025,2002.0,8,5,354,0,0,2,0,2,10,1
filip marchwinski,Lecce,Serie-A,2024-2025,2002.0,1,0,15,0,0,0,0,0,0,0
pablo mari,Monza,Serie-A,2024-2025,1993.0,19,19,1628,0,0,4,1,5,58,1
pablo mari,Fiorentina,Serie-A,2024-2025,1993.0,13,12,1098,0,0,2,0,2,27,0
luca marianucci,Empoli,Serie-A,2024-2025,2004.0,18,12,1069,0,0,0,1,12,28,3
mirko maric,Monza,Serie-A,2024-2025,1995.0,8,1,106,0,0,0,0,1,3,8
mirko maric,Venezia,Serie-A,2024-2025,1995.0,10,4,356,0,0,0,0,4,9,27
rafa marin,Napoli,Serie-A,2024-2025,2002.0,4,1,142,0,0,1,0,2,5,0
razvan marin,Cagliari,Serie-A,2024-2025,1996.0,33,13,1406,3,2,4,0,22,84,29
guillermo maripan,Torino,Serie-A,2024-2025,1994.0,28,27,2340,1,1,4,1,14,96,9
aaron martin,Genoa,Serie-A,2024-2025,1997.0,36,35,3085,0,8,5,0,50,90,108
josep martinez,Inter,Serie-A,2024-2025,1998.0,5,5,450,0,0,0,0,0,0,0
lautaro martinez,Inter,Serie-A,2024-2025,1997.0,31,31,2564,12,3,1,0,34,68,197
lucas martinez quarta,Fiorentina,Serie-A,2024-2025,1996.0,8,4,351,1,0,1,0,3,14,2
kevin martins,Monza,Serie-A,2024-2025,2005.0,9,1,183,0,1,1,0,3,6,10
adam marusic,Lazio,Serie-A,2024-2025,1992.0,35,26,2337,4,0,1,0,23,84,108
adam masina,Torino,Serie-A,2024-2025,1994.0,28,20,1919,1,2,5,0,15,73,10
patrizio masini,Genoa,Serie-A,2024-2025,2001.0,26,16,1538,1,0,3,0,16,44,27
alan matturro,Genoa,Serie-A,2024-2025,2004.0,13,9,900,0,0,2,0,12,15,9
andrea mazza,Monza,Serie-A,2024-2025,2004.0,1,0,8,0,0,0,0,0,0,0
luca mazzitelli,Como,Serie-A,2024-2025,1995.0,11,3,335,1,1,1,0,2,27,14
pasquale mazzocchi,Napoli,Serie-A,2024-2025,1995.0,20,7,702,0,0,3,0,20,23,43
samuel mbangula,Juventus,Serie-A,2024-2025,2004.0,23,7,709,3,3,1,0,25,17,44
weston mckennie,Juventus,Serie-A,2024-2025,1998.0,32,27,2310,2,4,3,0,28,101,153
scott mctominay,Napoli,Serie-A,2024-2025,1996.0,34,33,2938,12,4,3,0,56,112,131
filippo melegoni,Genoa,Serie-A,2024-2025,1999.0,3,1,89,0,1,0,0,0,1,2
alex meret,Napoli,Serie-A,2024-2025,1997.0,34,34,3005,0,0,0,0,0,1,0
junior messias,Genoa,Serie-A,2024-2025,1991.0,17,8,847,1,1,1,0,32,32,49
valentin mihaila,Parma,Serie-A,2024-2025,2000.0,21,16,1288,0,3,2,0,25,41,72
vanja milinkovicsavic,Torino,Serie-A,2024-2025,1997.0,37,37,3330,0,0,3,0,0,0,0
yerry mina,Cagliari,Serie-A,2024-2025,1994.0,31,31,2569,1,0,6,1,17,76,9
juan miranda,Bologna,Serie-A,2024-2025,2000.0,31,25,2277,0,6,4,1,34,163,88
fabio miretti,Genoa,Serie-A,2024-2025,2003.0,25,22,1677,3,3,2,0,33,54,100
henrikh mkhitaryan,Inter,Serie-A,2024-2025,1989.0,32,30,2396,1,4,4,0,72,199,93
rui modesto,Udinese,Serie-A,2024-2025,1999.0,20,4,608,0,1,1,0,16,22,43
lorenzo montipo,Hellas Verona,Serie-A,2024-2025,1996.0,36,36,3240,0,0,0,0,0,1,0
alvaro morata,Milan,Serie-A,2024-2025,1992.0,16,13,1099,5,0,5,0,18,26,63
alberto moreno,Como,Serie-A,2024-2025,1992.0,24,21,1727,0,0,4,0,23,81,58
matias moreno,Fiorentina,Serie-A,2024-2025,2003.0,4,2,144,0,0,0,0,1,6,1
tete morente,Lecce,Serie-A,2024-2025,1996.0,31,23,2021,3,2,5,0,48,102,144
nikola moro,Bologna,Serie-A,2024-2025,1998.0,22,15,1208,0,2,1,0,17,93,21
daniel mosquera,Hellas Verona,Serie-A,2024-2025,1999.0,35,12,1375,5,1,4,0,17,25,83
dany mota,Monza,Serie-A,2024-2025,1998.0,31,24,2104,5,2,3,0,53,47,139
bob murphy omoregbe,Milan,Serie-A,2024-2025,2003.0,1,0,3,0,0,0,0,0,0,1
yunus musah,Milan,Serie-A,2024-2025,2002.0,29,19,1571,0,2,5,0,51,84,74
juan musso,Atalanta,Serie-A,2024-2025,1994.0,1,1,90,0,0,0,0,0,0,0
kingstone mutandwa,Cagliari,Serie-A,2024-2025,2003.0,6,0,127,0,0,0,0,1,0,7
obite ndicka,Roma,Serie-A,2024-2025,1999.0,38,38,3420,0,1,2,0,29,107,5
konan ndri,Lecce,Serie-A,2024-2025,2000.0,11,2,306,0,0,0,0,16,2,22
michel ndary adopo,Cagliari,Serie-A,2024-2025,2000.0,35,27,2409,1,1,5,1,20,106,61
cher ndour,Fiorentina,Serie-A,2024-2025,2004.0,9,4,406,0,0,1,0,12,17,26
dan ndoye,Bologna,Serie-A,2024-2025,2000.0,30,26,2143,8,4,4,0,132,74,231
victor nelsson,Roma,Serie-A,2024-2025,1998.0,4,1,187,0,0,0,0,0,4,0
david neres,Napoli,Serie-A,2024-2025,1997.0,28,13,1283,2,4,1,0,73,32,143
cyril ngonge,Napoli,Serie-A,2024-2025,2000.0,18,1,216,0,0,2,0,7,8,36
hans nicolussi caviglia,Venezia,Serie-A,2024-2025,2000.0,35,33,2861,4,2,7,1,20,140,22
oliver nielsen,Lazio,Serie-A,2024-2025,2003.0,2,0,35,0,0,1,0,0,0,0
eybi nije,Torino,Serie-A,2024-2025,2005.0,16,0,394,1,0,1,0,10,7,26
brooke nortoncuffy,Genoa,Serie-A,2024-2025,2004.0,14,8,719,0,0,0,0,12,18,21
tijjani noslin,Lazio,Serie-A,2024-2025,1999.0,30,8,861,2,2,2,0,13,16,56
adam obert,Cagliari,Serie-A,2024-2025,2002.0,21,13,1077,1,1,4,0,12,50,19
jens odgaard,Bologna,Serie-A,2024-2025,1999.0,29,24,1952,6,1,1,0,35,50,99
noah okafor,Milan,Serie-A,2024-2025,2000.0,11,5,414,1,0,0,0,21,12,48
noah okafor,Napoli,Serie-A,2024-2025,2000.0,4,0,40,0,0,0,0,7,1,6
yllan okou,Hellas Verona,Serie-A,2024-2025,2002.0,1,0,2,0,0,0,0,0,0,0
maduka okoye,Udinese,Serie-A,2024-2025,1999.0,25,25,2250,0,0,1,0,0,1,0
mathias olivera,Napoli,Serie-A,2024-2025,1997.0,32,26,2370,0,2,4,0,46,126,62
jean onana,Genoa,Serie-A,2024-2025,2000.0,9,2,304,0,0,1,0,1,11,4
jacob ondrejka,Parma,Serie-A,2024-2025,2002.0,12,3,422,5,0,0,0,13,11,21
gaetano oristanio,Venezia,Serie-A,2024-2025,2002.0,37,29,2315,3,3,3,0,72,64,131
riccardo orsolini,Bologna,Serie-A,2024-2025,1997.0,30,23,1878,15,4,2,0,61,69,186
yordan osorio,Parma,Serie-A,2024-2025,1994.0,3,2,172,0,0,0,0,1,3,0
sebastian otoa,Genoa,Serie-A,2024-2025,2004.0,3,3,179,0,0,1,1,0,0,0
remi oudin,Lecce,Serie-A,2024-2025,1996.0,11,3,299,0,0,1,0,2,13,16
cheick oumar conde,Venezia,Serie-A,2024-2025,2000.0,9,1,151,0,0,2,0,2,8,5
daniel oyegoke,Hellas Verona,Serie-A,2024-2025,2003.0,5,0,103,0,0,1,0,2,2,5
daniele padelli,Udinese,Serie-A,2024-2025,1985.0,1,1,90,0,0,0,0,0,0,0
simone pafundi,Udinese,Serie-A,2024-2025,2006.0,9,0,116,0,0,0,0,3,0,7
tomas palacios,Monza,Serie-A,2024-2025,2003.0,8,5,446,0,0,2,0,3,21,2
tomas palacios,Inter,Serie-A,2024-2025,2003.0,2,0,11,0,0,0,0,0,3,0
alberto paleari,Torino,Serie-A,2024-2025,1992.0,1,1,90,0,0,0,0,0,0,0
marco palestra,Atalanta,Serie-A,2024-2025,2005.0,9,2,222,0,0,0,0,13,6,14
matteo palma,Udinese,Serie-A,2024-2025,2008.0,1,0,5,0,0,0,0,0,1,0
leandro paredes,Roma,Serie-A,2024-2025,1994.0,22,15,1373,3,1,4,0,17,106,14
fabiano parisi,Fiorentina,Serie-A,2024-2025,2000.0,26,11,1124,2,0,3,0,25,40,35
mario pasalic,Atalanta,Serie-A,2024-2025,1995.0,34,23,1967,3,4,1,0,44,149,68
patric,Lazio,Serie-A,2024-2025,1993.0,10,5,607,1,0,2,0,4,30,5
rui patricio,Atalanta,Serie-A,2024-2025,1988.0,3,3,270,0,0,0,0,0,0,0
benjamin pavard,Inter,Serie-A,2024-2025,1996.0,23,18,1584,0,1,4,0,13,92,26
strahinja pavlovic,Milan,Serie-A,2024-2025,2001.0,24,21,1864,2,1,3,1,40,94,10
leonardo pavoletti,Cagliari,Serie-A,2024-2025,1988.0,26,1,445,2,0,5,0,1,17,26
martin payero,Udinese,Serie-A,2024-2025,1998.0,25,16,1381,1,1,5,0,33,51,44
nicolas paz,Como,Serie-A,2024-2025,2004.0,35,30,2687,6,8,6,0,77,163,171
marcus pedersen,Torino,Serie-A,2024-2025,2000.0,29,15,1362,0,0,3,0,44,19,77
pedro,Lazio,Serie-A,2024-2025,1987.0,30,6,1102,10,1,2,0,48,76,89
pietro pellegri,Empoli,Serie-A,2024-2025,2001.0,11,5,414,3,0,2,0,12,8,28
lorenzo pellegrini,Roma,Serie-A,2024-2025,1996.0,25,20,1626,2,1,4,0,27,61,82
luca pellegrini,Lazio,Serie-A,2024-2025,1999.0,22,10,1067,0,4,5,0,21,72,61
mateo pellegrino,Parma,Serie-A,2024-2025,2001.0,13,8,737,3,1,2,0,6,15,37
andy pelmard,Lecce,Serie-A,2024-2025,2000.0,3,1,129,0,0,1,0,1,1,0
sergiu perciun,Torino,Serie-A,2024-2025,2006.0,5,0,152,0,0,0,0,2,4,12
pedro pereira,Monza,Serie-A,2024-2025,1998.0,35,32,2665,1,3,10,0,52,66,107
gaston pereiro,Genoa,Serie-A,2024-2025,1995.0,2,0,31,0,0,0,0,0,2,2
kike perez,Venezia,Serie-A,2024-2025,1997.0,16,13,1114,1,0,4,0,18,60,31
nehuen perez,Udinese,Serie-A,2024-2025,2000.0,2,2,180,0,0,0,0,2,4,2
simone perilli,Hellas Verona,Serie-A,2024-2025,1995.0,2,2,180,0,0,0,0,0,0,0
mattia perin,Juventus,Serie-A,2024-2025,1992.0,5,5,450,0,0,0,0,0,0,0
maximo perrone,Como,Serie-A,2024-2025,2003.0,26,20,1857,0,3,6,0,16,98,19
matteo pessina,Monza,Serie-A,2024-2025,1997.0,11,10,854,0,0,2,0,8,28,20
andrea petagna,Monza,Serie-A,2024-2025,1995.0,13,2,335,0,0,1,0,2,1,17
giuseppe pezzella,Empoli,Serie-A,2024-2025,1997.0,35,34,2878,0,3,7,0,77,80,143
roberto piccoli,Cagliari,Serie-A,2024-2025,2001.0,37,37,3127,10,1,6,0,30,37,165
nicholas pierini,Venezia,Serie-A,2024-2025,1998.0,2,0,83,0,0,0,0,1,2,4
santiago pierotti,Lecce,Serie-A,2024-2025,2001.0,36,22,1937,4,2,6,1,43,38,85
balthazar pierret,Lecce,Serie-A,2024-2025,2000.0,30,21,1723,0,0,2,0,13,82,13
andrea pinamonti,Genoa,Serie-A,2024-2025,1999.0,36,33,2850,10,1,4,0,20,46,132
nicola pintus,Cagliari,Serie-A,2024-2025,2005.0,1,0,4,0,0,0,0,0,0,0
niccolo pisilli,Roma,Serie-A,2024-2025,2004.0,28,11,1227,2,1,7,0,22,63,44
damian pizarro,Udinese,Serie-A,2024-2025,2005.0,2,0,16,0,0,0,0,0,0,0
semuel pizzignacco,Monza,Serie-A,2024-2025,2001.0,9,8,736,0,0,0,0,0,0,0
tommaso pobega,Bologna,Serie-A,2024-2025,1999.0,21,13,1178,2,2,6,2,12,42,23
joel pohjanpalo,Venezia,Serie-A,2024-2025,1994.0,20,19,1603,6,0,1,0,9,29,72
matteo politano,Napoli,Serie-A,2024-2025,1993.0,37,34,2804,3,4,3,0,135,129,278
marin pongracic,Fiorentina,Serie-A,2024-2025,1997.0,20,14,1367,0,0,3,1,7,34,5
stefan posch,Bologna,Serie-A,2024-2025,1997.0,14,7,714,0,0,1,0,11,36,35
stefan posch,Atalanta,Serie-A,2024-2025,1997.0,5,4,387,0,0,0,0,5,23,5
matteo prati,Cagliari,Serie-A,2024-2025,2003.0,12,8,570,0,0,1,0,2,23,7
ivan provedel,Lazio,Serie-A,2024-2025,1994.0,29,29,2610,0,0,0,0,0,4,0
diego pugno,Juventus,Serie-A,2024-2025,2006.0,1,0,7,0,0,0,0,0,0,0
christian pulisic,Milan,Serie-A,2024-2025,1998.0,34,29,2478,11,9,1,0,121,105,191
ionut radu,Venezia,Serie-A,2024-2025,1997.0,15,15,1350,0,0,1,0,0,0,0
hamza rafia,Lecce,Serie-A,2024-2025,1999.0,18,14,1058,0,0,4,0,13,51,32
antonio raimondo,Venezia,Serie-A,2024-2025,2004.0,9,0,94,0,0,0,0,2,2,7
ylber ramadani,Lecce,Serie-A,2024-2025,1996.0,29,21,1807,1,1,4,0,9,60,7
luca ranieri,Fiorentina,Serie-A,2024-2025,1999.0,36,35,3071,1,3,7,0,25,80,11
giacomo raspadori,Napoli,Serie-A,2024-2025,2000.0,26,11,1103,6,1,1,0,18,42,57
federico ravaglia,Bologna,Serie-A,2024-2025,1999.0,12,11,1056,0,0,0,0,0,0,0
ante rebic,Lecce,Serie-A,2024-2025,1993.0,27,7,788,1,0,3,2,17,36,63
tijjani reijnders,Milan,Serie-A,2024-2025,1998.0,37,36,3128,10,4,2,1,111,230,121
pepe reina,Como,Serie-A,2024-2025,1982.0,12,12,1034,0,0,0,1,0,0,0
