Player,Squad,Liga,Season,Sh,SoT,G/Sh,xG,npxG,npxG/Sh,G-xG
antonino gallo,Lecce,Serie-A,2024-2025,9,3,0.0,0.3,0.3,0.03,-0.3
silvere ganvoula mboussy,Monza,Serie-A,2024-2025,4,1,0.0,0.4,0.4,0.09,-0.4
federico gatti,Juventus,Serie-A,2024-2025,25,9,0.04,2.5,2.5,0.1,-1.5
david de gea,Fiorentina,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
valentin gendrey,Lecce,Serie-A,2024-2025,2,0,0.0,0.2,0.2,0.09,-0.2
daniele ghilardi,Hellas Verona,Serie-A,2024-2025,12,4,0.0,0.6,0.6,0.05,-0.6
lautaro gianetti,Udinese,Serie-A,2024-2025,2,2,0.5,0.1,0.0,0.0,0.9
samuel gigot,Lazio,Serie-A,2024-2025,4,3,0.5,1.3,1.3,0.33,0.7
mario gila,Lazio,Serie-A,2024-2025,15,4,0.07,1.1,1.1,0.07,-0.1
billy gilmour,Napoli,Serie-A,2024-2025,9,1,0.0,0.5,0.5,0.06,-0.5
santiago gimenez,Milan,Serie-A,2024-2025,22,9,0.23,4.8,4.0,0.18,0.2
gvidas gineitis,Torino,Serie-A,2024-2025,29,8,0.1,1.3,1.3,0.04,1.7
ben godfrey,Atalanta,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
saba goglichidze,Empoli,Serie-A,2024-2025,6,0,0.0,0.3,0.3,0.05,-0.3
edoardo goldaniga,Como,Serie-A,2024-2025,12,5,0.08,2.5,2.5,0.21,-1.5
pierluigi gollini,Genoa,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
nicolas gonzalez,Juventus,Serie-A,2024-2025,45,21,0.07,4.1,4.1,0.09,-1.1
robin gosens,Fiorentina,Serie-A,2024-2025,23,8,0.22,1.8,1.8,0.08,3.2
lucas gournadouath,Roma,Serie-A,2024-2025,3,0,0.0,0.1,0.1,0.05,-0.1
alberto grassi,Empoli,Serie-A,2024-2025,11,4,0.09,1.0,1.0,0.09,0.0
matteo guendouzi,Lazio,Serie-A,2024-2025,27,8,0.04,1.4,1.4,0.05,-0.4
frederic guilbert,Lecce,Serie-A,2024-2025,11,0,0.0,0.3,0.3,0.03,-0.3
albert gumundsson,Fiorentina,Serie-A,2024-2025,25,13,0.16,4.5,2.9,0.12,1.5
emmanuel gyasi,Empoli,Serie-A,2024-2025,22,8,0.09,3.9,3.9,0.18,-1.9
christian gytkjr,Venezia,Serie-A,2024-2025,16,5,0.06,2.4,1.6,0.1,-0.4
nicolas haas,Empoli,Serie-A,2024-2025,1,0,0.0,0.0,0.0,0.01,0.0
saad el haddad,Venezia,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
antoine hainaut,Parma,Serie-A,2024-2025,6,3,0.33,0.8,0.8,0.14,1.2
mohamed haj,Parma,Serie-A,2024-2025,7,3,0.14,0.6,0.6,0.09,0.4
ridgeciano haps,Venezia,Serie-A,2024-2025,15,3,0.07,1.2,1.2,0.08,-0.2
abdou harroui,Hellas Verona,Serie-A,2024-2025,15,4,0.07,2.2,2.2,0.15,-1.2
liam henderson,Empoli,Serie-A,2024-2025,22,3,0.0,0.7,0.7,0.03,-0.7
mario hermoso,Roma,Serie-A,2024-2025,1,0,0.0,0.1,0.1,0.06,-0.1
theo hernandez,Milan,Serie-A,2024-2025,43,14,0.09,2.7,1.9,0.04,1.3
hernani,Parma,Serie-A,2024-2025,17,3,0.0,2.8,0.5,0.03,0.2
isak hien,Atalanta,Serie-A,2024-2025,8,2,0.0,1.0,1.0,0.12,-1.0
emil holm,Bologna,Serie-A,2024-2025,10,3,0.1,0.6,0.6,0.06,0.4
mats hummels,Roma,Serie-A,2024-2025,8,1,0.0,0.5,0.5,0.06,-0.5
elseid hysaj,Lazio,Serie-A,2024-2025,2,0,0.0,0.2,0.2,0.08,-0.2
arijon ibrahimovic,Lazio,Serie-A,2024-2025,2,0,0.0,0.1,0.1,0.04,-0.1
jay idzes,Venezia,Serie-A,2024-2025,15,3,0.07,1.8,1.8,0.12,-0.8
jonathan ikone,Como,Serie-A,2024-2025,16,5,0.13,1.8,1.8,0.11,0.2
jonathan ikone,Fiorentina,Serie-A,2024-2025,9,5,0.0,0.8,0.8,0.09,-0.8
ivan ilic,Torino,Serie-A,2024-2025,11,4,0.09,0.9,0.9,0.09,0.1
samuel ilingjunior,Bologna,Serie-A,2024-2025,4,1,0.25,0.1,0.1,0.03,0.9
alessio iovine,Como,Serie-A,2024-2025,1,0,0.0,0.0,0.0,0.02,0.0
gustav isaksen,Lazio,Serie-A,2024-2025,54,24,0.07,5.2,5.2,0.1,-1.2
ardian ismajli,Empoli,Serie-A,2024-2025,5,0,0.0,0.3,0.3,0.06,-0.3
armando izzo,Monza,Serie-A,2024-2025,6,2,0.17,0.4,0.4,0.07,0.6
fellipe jack,Como,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
ali jasim,Como,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
gaby jean,Lecce,Serie-A,2024-2025,1,1,0.0,0.1,0.1,0.09,-0.1
juan jesus,Napoli,Serie-A,2024-2025,3,0,0.0,0.3,0.3,0.11,-0.3
alejandro jimenez,Milan,Serie-A,2024-2025,15,5,0.0,0.8,0.8,0.06,-0.8
orir johann helgason,Lecce,Serie-A,2024-2025,16,5,0.0,1.2,1.2,0.08,-1.2
jesse joronen,Venezia,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
luka jovic,Milan,Serie-A,2024-2025,11,4,0.18,2.4,2.4,0.22,-0.4
mohamed kaba,Lecce,Serie-A,2024-2025,4,0,0.0,0.3,0.3,0.09,-0.3
christian kabasele,Udinese,Serie-A,2024-2025,15,4,0.13,1.5,1.5,0.1,0.5
pierre kalulu,Juventus,Serie-A,2024-2025,7,3,0.14,0.7,0.7,0.1,0.3
hassane kamara,Udinese,Serie-A,2024-2025,17,3,0.06,0.9,0.9,0.05,0.1
yann karamoh,Torino,Serie-A,2024-2025,25,6,0.0,1.2,1.2,0.05,-1.2
jesper karlsson,Bologna,Serie-A,2024-2025,6,2,0.17,0.7,0.7,0.12,0.3
jesper karlsson,Lecce,Serie-A,2024-2025,9,4,0.0,1.5,0.7,0.07,-0.5
jesper karlstrom,Udinese,Serie-A,2024-2025,13,2,0.0,0.7,0.7,0.06,-0.7
lior kasa,Genoa,Serie-A,2024-2025,5,2,0.0,1.1,1.1,0.23,-1.1
grigoris kastanos,Hellas Verona,Serie-A,2024-2025,22,5,0.05,1.0,1.0,0.05,0.0
michael kayode,Fiorentina,Serie-A,2024-2025,1,0,0.0,0.1,0.1,0.1,-0.1
moise kean,Fiorentina,Serie-A,2024-2025,103,49,0.17,19.4,17.9,0.18,-0.4
mandela keita,Parma,Serie-A,2024-2025,5,4,0.0,0.1,0.1,0.03,-0.1
lloyd kelly,Juventus,Serie-A,2024-2025,7,1,0.0,0.4,0.4,0.06,-0.4
marcoliver kempf,Como,Serie-A,2024-2025,20,4,0.0,1.6,1.6,0.08,-1.6
kialonda,Lecce,Serie-A,2024-2025,16,0,0.0,1.1,1.1,0.07,-1.1
magnus kofod andersen,Venezia,Serie-A,2024-2025,8,2,0.13,0.3,0.3,0.03,0.7
sead kolasinac,Atalanta,Serie-A,2024-2025,10,2,0.0,0.8,0.8,0.08,-0.8
randal kolo muani,Juventus,Serie-A,2024-2025,25,13,0.28,4.7,3.9,0.16,3.3
ismael konate,Empoli,Serie-A,2024-2025,3,2,0.0,0.2,0.2,0.07,-0.2
manu kone,Roma,Serie-A,2024-2025,34,8,0.06,3.4,3.4,0.1,-1.4
teun koopmeiners,Juventus,Serie-A,2024-2025,42,10,0.07,3.8,3.8,0.09,-0.8
odilon kossounou,Atalanta,Serie-A,2024-2025,6,4,0.0,0.5,0.5,0.09,-0.5
christian kouame,Fiorentina,Serie-A,2024-2025,11,1,0.0,1.1,1.1,0.1,-1.1
christian kouame,Empoli,Serie-A,2024-2025,16,5,0.06,2.7,2.7,0.17,-1.7
viktor kovalenko,Empoli,Serie-A,2024-2025,3,1,0.0,0.1,0.1,0.03,-0.1
mateusz kowalski,Parma,Serie-A,2024-2025,1,0,0.0,0.4,0.4,0.43,-0.4
thomas kristensen,Udinese,Serie-A,2024-2025,4,1,0.25,0.9,0.9,0.23,0.1
nikola krstovic,Lecce,Serie-A,2024-2025,134,38,0.07,12.1,9.7,0.07,-1.1
khvicha kvaratskhelia,Napoli,Serie-A,2024-2025,49,16,0.08,4.1,3.4,0.07,0.9
giorgos kyriakopoulos,Monza,Serie-A,2024-2025,27,9,0.07,0.9,0.9,0.03,1.1
mathis lambourde,Hellas Verona,Serie-A,2024-2025,2,1,0.5,0.2,0.2,0.08,0.8
gianluca lapadula,Cagliari,Serie-A,2024-2025,15,3,0.0,1.4,1.4,0.1,-1.4
valentino lazaro,Torino,Serie-A,2024-2025,16,2,0.0,1.0,1.0,0.06,-1.0
darko lazovic,Hellas Verona,Serie-A,2024-2025,19,3,0.05,2.5,1.7,0.09,-0.5
manuel lazzari,Lazio,Serie-A,2024-2025,6,2,0.0,0.1,0.1,0.02,-0.1
enzo le fee,Roma,Serie-A,2024-2025,4,2,0.0,0.2,0.2,0.06,-0.2
nicola leali,Genoa,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
rafael leao,Milan,Serie-A,2024-2025,66,29,0.12,7.6,7.6,0.11,0.4
stefan lekovic,Monza,Serie-A,2024-2025,3,0,0.0,0.1,0.1,0.04,-0.1
nunzio lella,Venezia,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
giovanni leoni,Parma,Serie-A,2024-2025,2,1,0.5,0.1,0.1,0.07,0.9
ben lhassine kone,Como,Serie-A,2024-2025,1,0,0.0,0.0,0.0,0.02,0.0
mattia liberali,Milan,Serie-A,2024-2025,2,0,0.0,0.1,0.1,0.03,-0.1
karol linetty,Torino,Serie-A,2024-2025,17,4,0.06,1.1,1.1,0.06,-0.1
dailon livramento,Hellas Verona,Serie-A,2024-2025,13,4,0.08,1.8,1.8,0.14,-0.8
stanislav lobotka,Napoli,Serie-A,2024-2025,7,0,0.0,0.3,0.3,0.05,-0.3
manuel locatelli,Juventus,Serie-A,2024-2025,24,7,0.04,1.8,1.0,0.04,0.2
ruben loftuscheek,Milan,Serie-A,2024-2025,9,2,0.0,0.7,0.7,0.08,-0.7
ademola lookman,Atalanta,Serie-A,2024-2025,81,32,0.17,10.3,9.5,0.12,4.7
sandi lovric,Udinese,Serie-A,2024-2025,49,12,0.04,2.6,2.6,0.05,-0.6
lorenzo lucca,Udinese,Serie-A,2024-2025,64,25,0.17,7.6,6.8,0.11,4.4
jhon lucumi,Bologna,Serie-A,2024-2025,13,2,0.0,0.6,0.6,0.05,-0.6
jose luis palomino,Cagliari,Serie-A,2024-2025,2,1,0.5,0.5,0.5,0.24,0.5
douglas luiz,Juventus,Serie-A,2024-2025,8,2,0.0,0.6,0.6,0.08,-0.6
romelu lukaku,Napoli,Serie-A,2024-2025,60,20,0.18,13.0,9.8,0.17,1.0
sebastiano luperto,Cagliari,Serie-A,2024-2025,21,5,0.05,2.2,2.2,0.1,-1.2
zito luvumbo,Cagliari,Serie-A,2024-2025,23,4,0.09,2.1,2.1,0.09,-0.1
charalampos lykogiannis,Bologna,Serie-A,2024-2025,6,2,0.0,0.2,0.2,0.04,-0.2
mathias lvik,Parma,Serie-A,2024-2025,1,0,0.0,0.1,0.1,0.1,-0.1
giangiacomo magnani,Hellas Verona,Serie-A,2024-2025,11,2,0.09,1.1,1.1,0.1,-0.1
mike maignan,Milan,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
antoine makoumbou,Cagliari,Serie-A,2024-2025,7,0,0.0,0.3,0.3,0.04,-0.3
daniel maldini,Monza,Serie-A,2024-2025,39,13,0.08,4.8,4.8,0.13,-1.8
daniel maldini,Atalanta,Serie-A,2024-2025,10,5,0.3,1.9,1.9,0.19,1.1
youssef maleh,Empoli,Serie-A,2024-2025,17,3,0.0,0.9,0.9,0.05,-0.9
ruslan malinovskyi,Genoa,Serie-A,2024-2025,9,3,0.0,0.2,0.2,0.03,-0.2
dennis man,Parma,Serie-A,2024-2025,49,20,0.08,5.5,5.5,0.11,-1.5
gianluca mancini,Roma,Serie-A,2024-2025,22,5,0.09,1.7,1.7,0.08,0.3
christos mandas,Lazio,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
rolando mandragora,Fiorentina,Serie-A,2024-2025,37,14,0.08,2.7,1.9,0.05,1.3
alberto manzoni,Atalanta,Serie-A,2024-2025,1,0,0.0,0.1,0.1,0.06,-0.1
alessandro marcandalli,Genoa,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
alessandro marcandalli,Venezia,Serie-A,2024-2025,2,1,0.0,0.3,0.3,0.14,-0.3
filip marchwinski,Lecce,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
pablo mari,Monza,Serie-A,2024-2025,2,0,0.0,0.2,0.2,0.08,-0.2
pablo mari,Fiorentina,Serie-A,2024-2025,5,1,0.0,0.1,0.1,0.03,-0.1
luca marianucci,Empoli,Serie-A,2024-2025,8,2,0.0,0.6,0.6,0.08,-0.6
mirko maric,Monza,Serie-A,2024-2025,1,0,0.0,0.2,0.2,0.18,-0.2
mirko maric,Venezia,Serie-A,2024-2025,6,0,0.0,0.6,0.6,0.1,-0.6
rafa marin,Napoli,Serie-A,2024-2025,2,1,0.0,0.2,0.2,0.11,-0.2
razvan marin,Cagliari,Serie-A,2024-2025,21,8,0.05,2.4,0.8,0.04,0.6
guillermo maripan,Torino,Serie-A,2024-2025,12,5,0.08,0.9,0.9,0.08,0.1
aaron martin,Genoa,Serie-A,2024-2025,16,4,0.0,0.9,0.9,0.06,-0.9
josep martinez,Inter,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
lautaro martinez,Inter,Serie-A,2024-2025,102,34,0.12,13.5,13.5,0.13,-1.5
lucas martinez quarta,Fiorentina,Serie-A,2024-2025,3,1,0.33,0.7,0.7,0.24,0.3
kevin martins,Monza,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
adam marusic,Lazio,Serie-A,2024-2025,23,10,0.17,2.0,2.0,0.09,2.0
adam masina,Torino,Serie-A,2024-2025,8,2,0.13,0.7,0.7,0.09,0.3
patrizio masini,Genoa,Serie-A,2024-2025,8,1,0.13,0.4,0.4,0.05,0.6
alan matturro,Genoa,Serie-A,2024-2025,4,3,0.0,0.2,0.2,0.05,-0.2
andrea mazza,Monza,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
luca mazzitelli,Como,Serie-A,2024-2025,7,3,0.14,0.2,0.2,0.03,0.8
pasquale mazzocchi,Napoli,Serie-A,2024-2025,3,1,0.0,0.3,0.3,0.09,-0.3
samuel mbangula,Juventus,Serie-A,2024-2025,9,5,0.33,0.6,0.6,0.07,2.4
weston mckennie,Juventus,Serie-A,2024-2025,22,8,0.09,2.9,2.9,0.13,-0.9
scott mctominay,Napoli,Serie-A,2024-2025,76,33,0.16,7.4,7.4,0.1,4.6
filippo melegoni,Genoa,Serie-A,2024-2025,1,0,0.0,0.0,0.0,0.04,0.0
alex meret,Napoli,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
junior messias,Genoa,Serie-A,2024-2025,17,5,0.06,2.4,1.4,0.08,-1.4
valentin mihaila,Parma,Serie-A,2024-2025,31,11,0.0,2.4,2.4,0.08,-2.4
vanja milinkovicsavic,Torino,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
yerry mina,Cagliari,Serie-A,2024-2025,26,8,0.04,2.3,2.3,0.09,-1.3
juan miranda,Bologna,Serie-A,2024-2025,22,5,0.0,0.7,0.7,0.03,-0.7
fabio miretti,Genoa,Serie-A,2024-2025,24,6,0.13,3.1,3.1,0.13,-0.1
henrikh mkhitaryan,Inter,Serie-A,2024-2025,23,2,0.04,1.5,1.5,0.07,-0.5
rui modesto,Udinese,Serie-A,2024-2025,3,2,0.0,0.5,0.5,0.17,-0.5
lorenzo montipo,Hellas Verona,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
alvaro morata,Milan,Serie-A,2024-2025,27,10,0.19,3.9,3.9,0.15,1.1
alberto moreno,Como,Serie-A,2024-2025,14,6,0.0,0.4,0.4,0.03,-0.4
matias moreno,Fiorentina,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
tete morente,Lecce,Serie-A,2024-2025,41,13,0.07,2.9,2.9,0.07,0.1
nikola moro,Bologna,Serie-A,2024-2025,14,2,0.0,0.5,0.5,0.03,-0.5
daniel mosquera,Hellas Verona,Serie-A,2024-2025,57,15,0.09,6.6,6.6,0.12,-1.6
dany mota,Monza,Serie-A,2024-2025,42,11,0.12,5.1,5.1,0.12,-0.1
bob murphy omoregbe,Milan,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
yunus musah,Milan,Serie-A,2024-2025,22,5,0.0,1.9,1.9,0.09,-1.9
juan musso,Atalanta,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
kingstone mutandwa,Cagliari,Serie-A,2024-2025,4,0,0.0,0.4,0.4,0.09,-0.4
obite ndicka,Roma,Serie-A,2024-2025,18,5,0.0,1.0,1.0,0.06,-1.0
konan ndri,Lecce,Serie-A,2024-2025,9,2,0.0,0.5,0.5,0.06,-0.5
michel ndary adopo,Cagliari,Serie-A,2024-2025,20,4,0.05,1.1,1.1,0.06,-0.1
cher ndour,Fiorentina,Serie-A,2024-2025,4,0,0.0,0.1,0.1,0.04,-0.1
dan ndoye,Bologna,Serie-A,2024-2025,50,17,0.12,7.0,5.4,0.11,1.0
victor nelsson,Roma,Serie-A,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
david neres,Napoli,Serie-A,2024-2025,29,7,0.07,2.7,2.7,0.09,-0.7
cyril ngonge,Napoli,Serie-A,2024-2025,13,6,0.0,0.7,0.7,0.05,-0.7
hans nicolussi caviglia,Venezia,Serie-A,2024-2025,53,20,0.08,2.4,2.4,0.04,1.6
oliver nielsen,Lazio,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
eybi nije,Torino,Serie-A,2024-2025,9,5,0.11,1.5,1.5,0.17,-0.5
brooke nortoncuffy,Genoa,Serie-A,2024-2025,5,2,0.0,0.3,0.3,0.05,-0.3
tijjani noslin,Lazio,Serie-A,2024-2025,19,6,0.11,2.0,2.0,0.11,0.0
adam obert,Cagliari,Serie-A,2024-2025,9,2,0.11,0.9,0.9,0.11,0.1
jens odgaard,Bologna,Serie-A,2024-2025,49,22,0.12,3.6,3.6,0.07,2.4
noah okafor,Milan,Serie-A,2024-2025,13,7,0.08,1.5,1.5,0.12,-0.5
noah okafor,Napoli,Serie-A,2024-2025,1,0,0.0,0.0,0.0,0.02,0.0
yllan okou,Hellas Verona,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
maduka okoye,Udinese,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
mathias olivera,Napoli,Serie-A,2024-2025,16,2,0.0,1.1,1.1,0.07,-1.1
jean onana,Genoa,Serie-A,2024-2025,1,0,0.0,0.0,0.0,0.02,0.0
jacob ondrejka,Parma,Serie-A,2024-2025,14,10,0.36,1.3,1.3,0.09,3.7
gaetano oristanio,Venezia,Serie-A,2024-2025,44,12,0.07,4.1,4.1,0.09,-1.1
riccardo orsolini,Bologna,Serie-A,2024-2025,72,25,0.17,10.1,7.8,0.11,4.9
yordan osorio,Parma,Serie-A,2024-2025,1,0,0.0,0.0,0.0,0.01,0.0
sebastian otoa,Genoa,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
remi oudin,Lecce,Serie-A,2024-2025,3,1,0.0,0.1,0.1,0.04,-0.1
cheick oumar conde,Venezia,Serie-A,2024-2025,1,0,0.0,0.0,0.0,0.01,0.0
daniel oyegoke,Hellas Verona,Serie-A,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
daniele padelli,Udinese,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
simone pafundi,Udinese,Serie-A,2024-2025,2,1,0.0,0.1,0.1,0.03,-0.1
tomas palacios,Monza,Serie-A,2024-2025,1,0,0.0,0.0,0.0,0.04,0.0
tomas palacios,Inter,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
alberto paleari,Torino,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
marco palestra,Atalanta,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
matteo palma,Udinese,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
leandro paredes,Roma,Serie-A,2024-2025,24,7,0.04,2.3,0.7,0.03,0.7
fabiano parisi,Fiorentina,Serie-A,2024-2025,9,5,0.22,0.5,0.5,0.05,1.5
mario pasalic,Atalanta,Serie-A,2024-2025,45,11,0.07,6.6,5.8,0.13,-3.6
patric,Lazio,Serie-A,2024-2025,2,1,0.5,1.1,1.1,0.53,-0.1
rui patricio,Atalanta,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
benjamin pavard,Inter,Serie-A,2024-2025,8,1,0.0,0.5,0.5,0.07,-0.5
strahinja pavlovic,Milan,Serie-A,2024-2025,17,8,0.12,1.8,1.8,0.11,0.2
leonardo pavoletti,Cagliari,Serie-A,2024-2025,18,7,0.11,2.7,2.7,0.15,-0.7
martin payero,Udinese,Serie-A,2024-2025,31,5,0.03,1.2,1.2,0.04,-0.2
nicolas paz,Como,Serie-A,2024-2025,109,37,0.06,9.3,8.5,0.08,-3.3
marcus pedersen,Torino,Serie-A,2024-2025,8,3,0.0,0.6,0.6,0.07,-0.6
pedro,Lazio,Serie-A,2024-2025,37,16,0.22,5.3,3.8,0.1,4.7
pietro pellegri,Empoli,Serie-A,2024-2025,8,4,0.38,0.3,0.3,0.04,2.7
lorenzo pellegrini,Roma,Serie-A,2024-2025,41,13,0.02,4.7,3.9,0.1,-2.7
luca pellegrini,Lazio,Serie-A,2024-2025,13,4,0.0,0.7,0.7,0.05,-0.7
mateo pellegrino,Parma,Serie-A,2024-2025,22,9,0.14,3.3,3.3,0.15,-0.3
andy pelmard,Lecce,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
sergiu perciun,Torino,Serie-A,2024-2025,2,1,0.0,0.0,0.0,0.02,0.0
pedro pereira,Monza,Serie-A,2024-2025,13,6,0.08,1.2,1.2,0.09,-0.2
gaston pereiro,Genoa,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
kike perez,Venezia,Serie-A,2024-2025,13,7,0.08,0.9,0.9,0.07,0.1
nehuen perez,Udinese,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
simone perilli,Hellas Verona,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
mattia perin,Juventus,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
maximo perrone,Como,Serie-A,2024-2025,10,2,0.0,0.9,0.9,0.09,-0.9
matteo pessina,Monza,Serie-A,2024-2025,3,0,0.0,0.2,0.2,0.06,-0.2
andrea petagna,Monza,Serie-A,2024-2025,4,0,0.0,0.2,0.2,0.04,-0.2
giuseppe pezzella,Empoli,Serie-A,2024-2025,15,3,0.0,0.6,0.6,0.04,-0.6
roberto piccoli,Cagliari,Serie-A,2024-2025,97,28,0.09,12.7,12.0,0.12,-2.7
nicholas pierini,Venezia,Serie-A,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
santiago pierotti,Lecce,Serie-A,2024-2025,32,7,0.13,3.1,3.1,0.1,0.9
balthazar pierret,Lecce,Serie-A,2024-2025,6,0,0.0,0.2,0.2,0.03,-0.2
andrea pinamonti,Genoa,Serie-A,2024-2025,78,29,0.13,7.7,7.0,0.09,2.3
nicola pintus,Cagliari,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
niccolo pisilli,Roma,Serie-A,2024-2025,27,7,0.07,2.7,2.7,0.1,-0.7
damian pizarro,Udinese,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
semuel pizzignacco,Monza,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
tommaso pobega,Bologna,Serie-A,2024-2025,24,8,0.08,2.1,2.0,0.08,-0.1
joel pohjanpalo,Venezia,Serie-A,2024-2025,34,13,0.09,7.5,4.3,0.13,-1.5
matteo politano,Napoli,Serie-A,2024-2025,56,14,0.05,3.1,3.1,0.06,-0.1
marin pongracic,Fiorentina,Serie-A,2024-2025,2,1,0.0,0.2,0.2,0.09,-0.2
stefan posch,Bologna,Serie-A,2024-2025,2,0,0.0,0.3,0.3,0.14,-0.3
stefan posch,Atalanta,Serie-A,2024-2025,3,2,0.0,0.2,0.2,0.07,-0.2
matteo prati,Cagliari,Serie-A,2024-2025,4,0,0.0,0.1,0.1,0.03,-0.1
ivan provedel,Lazio,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
diego pugno,Juventus,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
christian pulisic,Milan,Serie-A,2024-2025,53,20,0.15,12.0,8.9,0.17,-1.0
ionut radu,Venezia,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
hamza rafia,Lecce,Serie-A,2024-2025,10,2,0.0,0.5,0.5,0.05,-0.5
antonio raimondo,Venezia,Serie-A,2024-2025,1,1,0.0,0.3,0.3,0.32,-0.3
ylber ramadani,Lecce,Serie-A,2024-2025,17,6,0.06,0.6,0.6,0.04,0.4
luca ranieri,Fiorentina,Serie-A,2024-2025,11,5,0.09,1.1,1.1,0.11,-0.1
giacomo raspadori,Napoli,Serie-A,2024-2025,42,14,0.14,4.0,4.0,0.1,2.0
federico ravaglia,Bologna,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
ante rebic,Lecce,Serie-A,2024-2025,13,5,0.08,2.1,2.1,0.16,-1.1
tijjani reijnders,Milan,Serie-A,2024-2025,77,28,0.13,7.5,7.5,0.1,2.5
pepe reina,Como,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
devyne rensch,Roma,Serie-A,2024-2025,3,2,0.0,0.3,0.3,0.09,-0.3
mateo retegui,Atalanta,Serie-A,2024-2025,99,32,0.21,18.9,14.9,0.15,6.1
samuele ricci,Torino,Serie-A,2024-2025,22,7,0.05,1.3,1.3,0.06,-0.3
amir richardson,Fiorentina,Serie-A,2024-2025,11,5,0.09,0.9,0.9,0.08,0.1
sergi roberto,Como,Serie-A,2024-2025,6,1,0.0,0.7,0.7,0.11,-0.7
alessio romagnoli,Lazio,Serie-A,2024-2025,20,7,0.1,2.4,2.4,0.12,-0.4
marten de roon,Atalanta,Serie-A,2024-2025,14,4,0.29,0.9,0.9,0.06,3.1
jonas rouhi,Juventus,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
nicolo rovella,Lazio,Serie-A,2024-2025,28,8,0.0,1.5,1.5,0.06,-1.5
amir rrahmani,Napoli,Serie-A,2024-2025,28,3,0.04,2.9,2.9,0.1,-1.9
tommaso rubino,Fiorentina,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
matteo ruggeri,Atalanta,Serie-A,2024-2025,3,2,0.0,0.2,0.2,0.08,-0.2
stefano sabelli,Genoa,Serie-A,2024-2025,6,1,0.0,0.1,0.1,0.02,-0.1
alexis saelemaekers,Roma,Serie-A,2024-2025,25,12,0.28,2.5,2.5,0.1,4.5
alexis saelemaekers,Milan,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
richie sagrado,Venezia,Serie-A,2024-2025,1,0,0.0,0.1,0.1,0.05,-0.1
marco sala,Como,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
marco sala,Lecce,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
anass salaheddine,Roma,Serie-A,2024-2025,2,1,0.0,0.3,0.3,0.16,-0.3
lazar samardzic,Atalanta,Serie-A,2024-2025,33,12,0.06,2.0,2.0,0.06,0.0
