Player,Squad,Liga,Season,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,Touch_Live,drib_Att,drib_Succ%,Tckl_Drib,Tckl_Drib%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle
denis vavro,wolfsburg,Bundesliga,2024-2025,992,843,72,20,1901,6,0.5,3,0.5,1713,12,2,8,1
milos veljkovic,werder bremen,Bundesliga,2024-2025,327,368,45,5,738,0,,0,,1146,6,0,2,2
nikolas veratschnig,mainz,Bundesliga,2024-2025,36,72,94,18,200,11,0.182,7,0.636,211,3,2,7,3
arthur vermeeren,rb leipzig,Bundesliga,2024-2025,250,669,201,6,1109,15,0.4,9,0.6,992,16,1,19,12
yorbe vertessen,union berlin,Bundesliga,2024-2025,41,130,174,26,342,51,0.373,27,0.529,503,14,4,28,17
gabriel vidovic,bayern munich,Bundesliga,2024-2025,2,5,7,3,14,1,0.0,1,1.0,2,0,0,1,0
gabriel vidovic,mainz,Bundesliga,2024-2025,0,4,4,1,8,0,,0,,5,0,0,1,0
kevin vogt,union berlin,Bundesliga,2024-2025,524,508,10,2,1029,5,0.8,1,0.2,1303,3,1,5,2
kevin volland,union berlin,Bundesliga,2024-2025,1,10,9,4,20,0,,0,,3,0,0,1,2
aster vranckx,wolfsburg,Bundesliga,2024-2025,94,149,37,4,276,6,0.833,1,0.16699999999999998,206,2,0,13,5
robert wagner,st pauli,Bundesliga,2024-2025,44,100,40,3,183,2,0.5,1,0.5,72,2,0,5,6
elye wahi,eint frankfurt,Bundesliga,2024-2025,5,21,41,14,66,8,0.75,1,0.125,133,3,4,7,5
hauke wahl,st pauli,Bundesliga,2024-2025,991,1019,99,28,2096,10,0.8,2,0.2,3938,14,1,10,9
paul wanner,heidenheim,Bundesliga,2024-2025,138,480,338,41,934,59,0.424,29,0.49200000000000005,1109,29,6,45,37
kjellarik watjen,dortmund,Bundesliga,2024-2025,5,4,3,0,12,0,,0,,4,0,0,2,0
julian weigl,gladbach,Bundesliga,2024-2025,713,1184,193,9,2075,8,0.875,0,0.0,1760,14,1,13,10
timon weiner,holstein kiel,Bundesliga,2024-2025,1064,4,0,0,1068,0,,0,,1144,0,0,0,0
nelson weiper,mainz,Bundesliga,2024-2025,22,127,164,50,311,21,0.47600000000000003,11,0.524,248,6,5,54,11
mitchell weiser,werder bremen,Bundesliga,2024-2025,400,929,641,109,1949,84,0.41700000000000004,41,0.488,2131,44,13,71,36
noah weihaupt,st pauli,Bundesliga,2024-2025,61,192,264,43,509,38,0.342,17,0.447,1010,27,17,37,11
noah weihaupt,freiburg,Bundesliga,2024-2025,4,18,37,5,59,4,0.25,2,0.5,210,7,4,3,0
silvan widmer,mainz,Bundesliga,2024-2025,101,145,119,12,363,4,0.0,4,1.0,112,3,1,8,3
patrick wimmer,wolfsburg,Bundesliga,2024-2025,160,410,370,63,920,69,0.536,29,0.42,1525,44,13,43,27
jonas wind,wolfsburg,Bundesliga,2024-2025,63,426,325,88,808,20,0.3,12,0.6,496,10,12,55,28
florian wirtz,leverkusen,Bundesliga,2024-2025,129,814,1177,137,2092,167,0.491,79,0.473,3641,72,53,58,47
dani de wit,bochum,Bundesliga,2024-2025,97,315,146,37,558,8,0.125,5,0.625,315,4,0,11,3
maximilian wittek,bochum,Bundesliga,2024-2025,510,877,512,20,1882,30,0.4,14,0.467,1783,43,7,38,12
marius wolf,augsburg,Bundesliga,2024-2025,302,599,544,46,1427,43,0.442,22,0.512,1362,19,8,25,16
nick woltemade,stuttgart,Bundesliga,2024-2025,60,332,405,159,785,71,0.43700000000000006,37,0.521,971,28,22,84,50
jeong wooyeong,union berlin,Bundesliga,2024-2025,79,261,296,34,621,21,0.5710000000000001,8,0.381,1003,24,6,23,16
granit xhaka,leverkusen,Bundesliga,2024-2025,475,1885,707,15,3052,16,0.43799999999999994,8,0.5,3002,52,0,18,14
erencan yardimci,hoffenheim,Bundesliga,2024-2025,9,51,39,12,99,0,,0,,87,4,1,13,3
danaxel zagadou,stuttgart,Bundesliga,2024-2025,10,2,0,0,12,0,,0,,1,1,0,0,0
david zec,holstein kiel,Bundesliga,2024-2025,654,363,39,24,1049,9,0.556,4,0.444,1173,3,1,11,5
robin zentner,mainz,Bundesliga,2024-2025,1255,31,1,1,1287,0,,0,,2055,0,0,2,0
cedric zesiger,augsburg,Bundesliga,2024-2025,341,371,61,9,771,4,0.25,3,0.75,815,9,0,8,3
cedric zesiger,wolfsburg,Bundesliga,2024-2025,153,131,19,0,303,3,1.0,0,0.0,299,0,0,1,1
michael zetterer,werder bremen,Bundesliga,2024-2025,1374,18,0,0,1391,1,1.0,0,0.0,3312,0,0,1,0
budu zivzivadze,heidenheim,Bundesliga,2024-2025,26,158,152,37,332,30,0.3,19,0.633,370,12,2,27,16
keyliane abdallah,marseille,Ligue-1,2024-2025,3,1,0,0,4,0,,0,,9,0,0,1,0
yunis abdelhamid,saintetienne,Ligue-1,2024-2025,414,215,14,7,641,7,0.429,4,0.5710000000000001,837,1,0,8,3
himad abdelli,angers,Ligue-1,2024-2025,293,1149,597,49,1989,121,0.47100000000000003,61,0.504,4388,90,17,55,51
