Player,Squad,Liga,Season,Born,MP,Starts,Min,Gls,Ast,YellowC,RedC,PrgC,PrgP,PrgR
jules kounde,barcelona,La-Liga,2024-2025,1998,32,29,2605,2,3,4,0,44,165,190
alex kral,espanyol,La-Liga,2024-2025,1998,37,29,2714,0,1,1,0,49,78,79
ladislav krejci,girona,La-Liga,2024-2025,1999,28,27,2440,2,0,9,0,29,144,6
takefusa kubo,real sociedad,La-Liga,2024-2025,2001,36,27,2372,5,0,5,0,133,110,218
marash kumbulla,espanyol,La-Liga,2024-2025,2000,35,34,2972,3,0,9,0,11,71,3
luca de la torre,celta vigo,La-Liga,2024-2025,1998,1,0,4,0,0,0,0,0,0,0
yoel lago,celta vigo,La-Liga,2024-2025,2004,8,7,583,0,1,2,0,1,31,0
cyle larin,mallorca,La-Liga,2024-2025,1995,32,21,1764,7,2,4,0,20,20,95
juanmi latasa,valladolid,La-Liga,2024-2025,2001,28,14,1398,3,0,6,1,3,17,40
toni lato,mallorca,La-Liga,2024-2025,1997,14,7,621,0,0,1,1,15,26,35
robin le normand,atletico madrid,La-Liga,2024-2025,1996,27,24,2151,1,0,8,0,11,55,6
florian lejeune,rayo vallecano,La-Liga,2024-2025,1991,37,37,3325,2,3,8,0,21,143,5
inigo lekue,athletic club,La-Liga,2024-2025,1993,16,8,773,0,0,1,0,13,35,21
thomas lemar,atletico madrid,La-Liga,2024-2025,1995,5,0,85,0,0,0,0,1,8,4
clement lenglet,atletico madrid,La-Liga,2024-2025,1995,23,23,1972,2,1,9,0,16,79,1
robert lewandowski,barcelona,La-Liga,2024-2025,1988,34,32,2667,27,2,1,0,27,48,164
samuel lino,atletico madrid,La-Liga,2024-2025,1999,31,21,1552,3,4,3,0,72,73,179
javier llabres,mallorca,La-Liga,2024-2025,2002,1,1,57,0,0,0,0,3,3,8
diego llorente,betis,La-Liga,2024-2025,1993,30,29,2519,2,0,4,0,7,81,3
marcos llorente,atletico madrid,La-Liga,2024-2025,1995,33,28,2513,2,4,0,1,82,111,151
giovani lo celso,betis,La-Liga,2024-2025,1996,25,15,1457,8,3,4,0,26,132,66
enzo loiodice,las palmas,La-Liga,2024-2025,2000,17,7,684,0,0,3,0,3,31,3
david lopez,mallorca,La-Liga,2024-2025,2003,2,2,169,0,0,0,0,0,4,0
david lopez,girona,La-Liga,2024-2025,1989,29,27,2429,1,1,4,0,17,132,7
diego lopez,valencia,La-Liga,2024-2025,2002,38,35,2737,8,5,3,0,76,85,219
fer lopez,celta vigo,La-Liga,2024-2025,2004,17,7,671,2,0,2,0,27,43,58
fermin lopez,barcelona,La-Liga,2024-2025,2003,28,12,1252,6,5,4,1,31,79,108
javi lopez,real sociedad,La-Liga,2024-2025,2002,29,21,1936,0,0,4,0,36,73,64
pau lopez,girona,La-Liga,2024-2025,1994,1,0,45,0,0,0,0,0,0,0
roberto lopez,leganes,La-Liga,2024-2025,2000,13,3,396,0,1,0,0,3,20,11
unai lopez,rayo vallecano,La-Liga,2024-2025,1995,32,23,1707,3,1,9,1,22,112,40
iker losada,celta vigo,La-Liga,2024-2025,2001,12,4,358,1,0,2,0,9,17,23
iker losada,betis,La-Liga,2024-2025,2001,10,3,336,0,0,0,0,9,14,16
pol lozano,espanyol,La-Liga,2024-2025,1999,30,27,1943,0,1,12,0,18,115,12
jose luis gaya,valencia,La-Liga,2024-2025,1995,23,22,1803,0,1,7,0,29,59,156
dodi lukebakio,sevilla,La-Liga,2024-2025,1997,38,36,3092,11,2,3,1,131,93,247
daniel luna,mallorca,La-Liga,2024-2025,2003,2,0,20,0,0,0,0,1,0,2
andriy lunin,real madrid,La-Liga,2024-2025,1999,7,7,630,0,1,0,0,0,0,0
darwin machis,valladolid,La-Liga,2024-2025,1993,18,7,639,0,1,0,0,17,19,43
pablo maffeo,mallorca,La-Liga,2024-2025,1997,30,28,2368,0,2,7,0,46,74,122
jon magunazelaia,real sociedad,La-Liga,2024-2025,2001,2,0,7,0,0,0,0,0,1,0
giorgi mamardashvili,valencia,La-Liga,2024-2025,2000,34,34,3060,0,0,2,0,1,0,0
reinildo mandava,atletico madrid,La-Liga,2024-2025,1994,19,10,941,0,0,4,0,14,34,15
javier manquillo,celta vigo,La-Liga,2024-2025,1994,10,7,515,0,0,1,0,3,24,5
marcao,sevilla,La-Liga,2024-2025,1996,12,6,552,0,0,6,1,0,19,1
oscar de marcos,athletic club,La-Liga,2024-2025,1989,26,17,1564,0,4,0,0,26,102,78
alberto mari,valencia,La-Liga,2024-2025,2001,1,0,7,0,0,0,0,0,1,2
jose maria gimenez,atletico madrid,La-Liga,2024-2025,1995,27,20,1999,0,1,5,0,3,64,1
arkaitz mariezkurrena,real sociedad,La-Liga,2024-2025,2005,9,1,241,2,0,1,0,3,4,12
pablo marin,real sociedad,La-Liga,2024-2025,2003,23,14,1239,1,2,3,0,20,45,47
mika marmol,las palmas,La-Liga,2024-2025,2001,30,27,2399,0,1,5,0,33,106,62
mario maroto,valladolid,La-Liga,2024-2025,2003,2,0,64,0,1,0,0,0,2,0
unai marrero,real sociedad,La-Liga,2024-2025,2001,2,2,180,0,0,0,0,0,0,0
carlos martin,alaves,La-Liga,2024-2025,2002,26,16,1333,2,2,3,0,13,21,67
diego martin,las palmas,La-Liga,2024-2025,2003,2,0,40,0,0,0,0,1,2,5
gerard martin,barcelona,La-Liga,2024-2025,2002,28,11,1038,1,3,2,0,10,40,122
ivan martin,girona,La-Liga,2024-2025,1999,32,24,2039,1,1,1,0,57,131,76
jon martin,real sociedad,La-Liga,2024-2025,2006,13,6,904,0,1,2,0,4,34,0
mario martin,valladolid,La-Liga,2024-2025,2004,30,20,1748,0,1,8,3,18,66,22
arnau martinez,girona,La-Liga,2024-2025,2003,32,30,2624,2,2,3,0,41,162,102
inigo martinez,barcelona,La-Liga,2024-2025,1991,28,28,2490,0,4,5,0,70,260,11
javi martinez,osasuna,La-Liga,2024-2025,1999,1,0,6,0,0,0,0,0,1,0
ramon martinez,sevilla,La-Liga,2024-2025,2002,5,2,261,1,0,0,0,1,5,2
toni martinez,alaves,La-Liga,2024-2025,1997,28,9,1012,4,0,1,0,13,11,57
javi marton,athletic club,La-Liga,2024-2025,1999,3,0,53,0,0,1,0,0,0,3
marvin,las palmas,La-Liga,2024-2025,2000,23,9,1038,0,0,4,0,29,30,72
omar mascarell,mallorca,La-Liga,2024-2025,1993,32,21,1992,1,0,5,1,10,75,12
jaime mata,las palmas,La-Liga,2024-2025,1988,30,4,656,0,0,9,0,6,10,48
borja mayoral,getafe,La-Liga,2024-2025,1997,24,7,1114,5,1,0,0,10,13,43
kylian mbappe,real madrid,La-Liga,2024-2025,1998,34,34,2907,31,3,3,1,150,140,386
oliver mcburnie,las palmas,La-Liga,2024-2025,1996,34,20,1837,3,6,3,0,7,27,75
scott mckenna,las palmas,La-Liga,2024-2025,1996,29,28,2466,0,0,5,1,11,45,3
mateo mejia,sevilla,La-Liga,2024-2025,2003,1,0,11,0,0,0,0,0,0,0
arthur melo,girona,La-Liga,2024-2025,1996,15,10,941,0,0,2,0,24,70,17
brais mendez,real sociedad,La-Liga,2024-2025,1997,27,19,1531,3,2,4,0,32,91,86
ferland mendy,real madrid,La-Liga,2024-2025,1995,14,12,1005,0,1,1,1,12,36,40
nobel mendy,betis,La-Liga,2024-2025,2004,2,1,108,0,0,1,0,0,3,0
victor meseguer,valladolid,La-Liga,2024-2025,1999,14,2,418,0,0,1,0,2,22,22
miguel,leganes,La-Liga,2024-2025,1999,34,17,1724,1,3,3,0,14,16,90
eder militao,real madrid,La-Liga,2024-2025,1998,12,11,938,1,1,2,0,7,46,1
luis milla,getafe,La-Liga,2024-2025,1994,33,32,2875,1,4,6,0,32,152,30
pere milla,espanyol,La-Liga,2024-2025,1992,20,1,456,3,0,3,0,9,13,27
oscar mingueza,celta vigo,La-Liga,2024-2025,1999,34,31,2729,4,6,6,1,69,200,194
kim minsu,girona,La-Liga,2024-2025,2006,3,0,22,0,0,0,0,0,0,2
bojan miovski,girona,La-Liga,2024-2025,1999,17,12,869,2,1,0,0,4,4,33
rafa mir,valencia,La-Liga,2024-2025,1997,20,5,753,1,2,4,0,10,20,28
luka modric,real madrid,La-Liga,2024-2025,1985,35,17,1827,2,6,7,0,62,208,63
johan mojica,mallorca,La-Liga,2024-2025,1992,36,30,2755,1,2,5,0,66,130,142
alberto moleiro,las palmas,La-Liga,2024-2025,2003,35,32,2714,6,1,5,0,97,116,179
nahuel molina,atletico madrid,La-Liga,2024-2025,1998,30,17,1590,0,3,1,0,35,61,96
jon moncayola,osasuna,La-Liga,2024-2025,1998,32,26,2099,0,0,8,0,25,107,51
gonzalo montiel,sevilla,La-Liga,2024-2025,1997,6,1,113,0,0,1,0,3,2,3
gerard moreno,villarreal,La-Liga,2024-2025,1992,17,6,721,3,2,0,0,19,53,60
xavier moreno,valladolid,La-Liga,2024-2025,2004,1,1,45,0,0,0,0,1,1,5
mateu morey,mallorca,La-Liga,2024-2025,2000,16,8,741,0,0,1,0,17,17,32
ilaix moriba,celta vigo,La-Liga,2024-2025,2003,33,22,2132,1,1,9,1,34,119,64
manu morlanes,mallorca,La-Liga,2024-2025,1999,23,15,1338,0,0,7,0,16,88,39
raul moro,valladolid,La-Liga,2024-2025,2002,33,26,2341,4,5,2,0,112,81,190
cristhian mosquera,valencia,La-Liga,2024-2025,2004,37,37,3319,1,0,6,0,35,123,6
santiago mourino,alaves,La-Liga,2024-2025,2002,25,20,1849,0,1,7,0,14,46,1
abdul mumin,rayo vallecano,La-Liga,2024-2025,1998,24,24,2017,2,1,6,1,12,40,6
aihen munoz,real sociedad,La-Liga,2024-2025,1997,21,13,1098,0,0,5,0,26,38,28
alex munoz,las palmas,La-Liga,2024-2025,1994,21,18,1415,3,0,3,0,15,45,53
iker munoz,osasuna,La-Liga,2024-2025,2002,23,4,610,0,1,2,0,6,24,10
javier munoz,las palmas,La-Liga,2024-2025,1995,35,28,2588,1,3,5,0,36,108,91
victor munoz,real madrid,La-Liga,2024-2025,2003,2,0,36,0,0,0,0,3,0,9
vedat muriqi,mallorca,La-Liga,2024-2025,1994,29,24,2058,7,2,1,2,23,30,103
juan musso,atletico madrid,La-Liga,2024-2025,1994,2,2,180,0,0,0,0,0,0,0
matija nastasic,leganes,La-Liga,2024-2025,1993,26,24,2110,1,0,3,0,1,59,0
natan,betis,La-Liga,2024-2025,2001,31,23,2175,1,1,5,1,12,52,6
pau navarro,villarreal,La-Liga,2024-2025,2005,17,8,916,0,0,1,0,3,40,7
roberto navarro,mallorca,La-Liga,2024-2025,2002,23,15,1278,1,0,3,0,45,51,85
jesus navas,sevilla,La-Liga,2024-2025,1985,15,3,424,1,0,0,0,13,23,48
yvan neyou,leganes,La-Liga,2024-2025,1997,30,27,2312,1,1,14,0,24,96,30
tanguy nianzou,sevilla,La-Liga,2024-2025,2002,6,6,518,0,0,3,1,4,10,0
saul niguez,sevilla,La-Liga,2024-2025,1994,24,17,1553,1,6,8,1,13,66,39
tamas nikitscher,valladolid,La-Liga,2024-2025,1999,13,9,858,0,0,2,0,2,13,7
adrian nino,atletico madrid,La-Liga,2024-2025,2004,1,0,12,0,0,0,0,0,0,1
hugo novoa,alaves,La-Liga,2024-2025,2003,5,2,237,0,0,0,0,7,2,10
randy nteka,rayo vallecano,La-Liga,2024-2025,1997,24,16,1129,3,0,6,0,10,8,44
unai nunez,athletic club,La-Liga,2024-2025,1997,10,7,645,0,0,4,0,2,26,0
rjan nyland,sevilla,La-Liga,2024-2025,1990,30,30,2673,0,0,2,0,0,1,0
allan nyom,getafe,La-Liga,2024-2025,1988,20,10,887,1,2,4,0,5,22,21
jan oblak,atletico madrid,La-Liga,2024-2025,1993,36,36,3240,0,0,0,0,0,0,0
lucas ocampos,sevilla,La-Liga,2024-2025,1994,2,2,175,0,1,0,0,5,7,20
alvaro odriozola,real sociedad,La-Liga,2024-2025,1995,2,0,43,0,0,1,0,0,3,0
thiago ojeda,villarreal,La-Liga,2024-2025,2003,1,0,8,0,0,1,0,1,2,0
aingeru olabarrieta,athletic club,La-Liga,2024-2025,2005,1,1,54,0,0,0,0,2,1,3
olasagasti,real sociedad,La-Liga,2024-2025,2000,22,7,857,1,1,2,0,11,38,41
brian olivan,espanyol,La-Liga,2024-2025,1994,17,12,1017,0,1,2,0,21,40,57
lucas oliveira rosa,valladolid,La-Liga,2024-2025,2000,21,21,1890,0,1,6,0,31,50,74
dani olmo,barcelona,La-Liga,2024-2025,1998,25,13,1212,10,3,1,0,33,81,97
aimar oroz,osasuna,La-Liga,2024-2025,2001,37,35,2966,5,4,8,0,74,163,142
angel ortiz,betis,La-Liga,2024-2025,2004,5,4,353,0,1,0,0,4,15,20
gabriel osei misehouy,girona,La-Liga,2024-2025,2005,9,1,257,1,0,0,0,5,15,22
david otorbi,valencia,La-Liga,2024-2025,2007,1,0,14,0,0,0,0,1,0,0
jesus owono,alaves,La-Liga,2024-2025,2001,6,5,487,0,0,0,0,0,0,0
mikel oyarzabal,real sociedad,La-Liga,2024-2025,1997,35,28,2250,9,3,4,1,31,28,133
cenk ozkacar,valladolid,La-Liga,2024-2025,2000,11,8,757,0,0,1,0,2,15,0
jon pacheco,real sociedad,La-Liga,2024-2025,2001,14,9,854,0,0,3,0,12,27,0
alex padilla,athletic club,La-Liga,2024-2025,2003,5,3,321,0,0,0,0,0,0,0
isaac palazon camacho,rayo vallecano,La-Liga,2024-2025,1994,35,25,2162,4,4,5,0,30,117,123
aitor paredes,athletic club,La-Liga,2024-2025,2000,23,21,1812,3,0,4,1,4,46,2
daniel parejo,villarreal,La-Liga,2024-2025,1989,36,26,2273,3,3,8,0,19,176,26
iago parente,valladolid,La-Liga,2024-2025,2006,1,1,71,0,0,0,0,0,4,1
alvaro pascual,sevilla,La-Liga,2024-2025,2002,8,4,408,1,0,1,0,4,3,27
alfonso pedraza,villarreal,La-Liga,2024-2025,1996,12,4,460,0,2,0,0,21,9,43
pedri,barcelona,La-Liga,2024-2025,2002,37,35,2879,4,5,3,0,92,360,136
adria pedrosa,sevilla,La-Liga,2024-2025,1998,31,27,2298,1,1,7,0,41,79,96
pejino,las palmas,La-Liga,2024-2025,1996,1,0,16,0,0,0,0,1,1,2
andy pelmard,las palmas,La-Liga,2024-2025,2000,4,2,205,0,0,1,0,1,13,5
inaki pena,barcelona,La-Liga,2024-2025,1999,16,15,1396,0,0,1,0,0,3,0
ruben pena,osasuna,La-Liga,2024-2025,1991,25,7,775,0,0,1,0,18,27,57
nicolas pepe,villarreal,La-Liga,2024-2025,1995,28,15,1500,3,6,3,0,76,60,159
peque,sevilla,La-Liga,2024-2025,2002,26,14,1134,1,1,1,0,14,35,44
ayoze perez,villarreal,La-Liga,2024-2025,1993,30,22,1970,19,2,4,0,59,73,124
carles perez,getafe,La-Liga,2024-2025,1998,27,15,1431,3,0,2,0,31,20,77
francisco perez,valencia,La-Liga,2024-2025,2002,26,4,570,0,0,1,0,24,13,71
kike perez,valladolid,La-Liga,2024-2025,1997,19,14,1191,2,0,6,0,19,67,28
luis perez,valladolid,La-Liga,2024-2025,1995,30,28,2558,0,0,2,0,41,89,117
romain perraud,betis,La-Liga,2024-2025,1997,28,22,2002,2,2,8,1,51,62,106
valentin pezzolesi,las palmas,La-Liga,2024-2025,2007,1,0,6,0,0,0,0,0,0,0
pica,alaves,La-Liga,2024-2025,2002,9,5,499,0,0,1,0,3,15,0
yeremi pino,villarreal,La-Liga,2024-2025,2002,34,25,1934,4,7,11,0,42,66,213
portu,girona,La-Liga,2024-2025,1992,27,6,779,1,2,4,0,20,16,79
benat prados,athletic club,La-Liga,2024-2025,2001,30,21,1715,1,0,7,0,20,78,32
abdon prats,mallorca,La-Liga,2024-2025,1992,24,3,456,2,0,4,0,0,7,14
javi puado,espanyol,La-Liga,2024-2025,1998,35,35,2974,12,4,8,0,73,75,113
dani raba,leganes,La-Liga,2024-2025,1995,29,24,1879,8,6,6,0,42,69,101
arnau rafus,valladolid,La-Liga,2024-2025,2003,1,1,90,0,0,0,0,0,0,0
antonio raillo,mallorca,La-Liga,2024-2025,1991,36,36,3207,2,0,7,1,31,108,20
benito ramirez,las palmas,La-Liga,2024-2025,1995,19,2,478,0,0,2,1,14,16,62
sandro ramirez,las palmas,La-Liga,2024-2025,1995,31,25,2034,9,3,6,0,52,52,121
jacobo ramon,real madrid,La-Liga,2024-2025,2005,3,2,204,1,0,1,0,0,1,2
raphinha,barcelona,La-Liga,2024-2025,1996,36,32,2839,18,9,4,0,94,135,349
andrei ratiu,rayo vallecano,La-Liga,2024-2025,1998,35,34,3065,2,3,5,0,122,145,167
raul,osasuna,La-Liga,2024-2025,2000,32,5,750,4,0,1,0,10,16,49
abde rebbach,alaves,La-Liga,2024-2025,1998,8,4,385,0,0,1,0,16,5,34
alex remiro,real sociedad,La-Liga,2024-2025,1995,36,36,3240,0,0,0,0,0,1,0
daniel requena,villarreal,La-Liga,2024-2025,2004,1,0,10,0,0,0,0,0,0,1
diego rico,getafe,La-Liga,2024-2025,1993,33,32,2819,0,3,9,1,27,136,84
luis rioja,alaves,La-Liga,2024-2025,1993,1,0,23,0,0,0,0,4,1,3
luis rioja,valencia,La-Liga,2024-2025,1993,36,33,2831,5,3,6,0,93,103,228
rodrigo riquelme,atletico madrid,La-Liga,2024-2025,2000,16,4,516,0,1,0,0,43,24,62
alberto risco,getafe,La-Liga,2024-2025,2005,5,0,69,0,0,0,0,3,3,6
mihailo ristic,celta vigo,La-Liga,2024-2025,1995,10,6,429,0,1,1,0,8,10,11
gorka rivera alonso,getafe,La-Liga,2024-2025,2004,1,0,20,0,0,0,0,0,1,0
marc roca,betis,La-Liga,2024-2025,1996,14,11,906,2,2,4,0,11,59,13
rodri,betis,La-Liga,2024-2025,2000,3,1,118,0,0,0,0,4,8,11
adrian rodriguez,alaves,La-Liga,2024-2025,2000,2,1,122,0,0,1,0,0,0,0
alvaro rodriguez,getafe,La-Liga,2024-2025,2004,22,7,852,2,0,6,0,6,13,50
oscar rodriguez arnaiz,leganes,La-Liga,2024-2025,1998,29,12,1330,1,4,6,1,24,60,66
arturo rodriguez,las palmas,La-Liga,2024-2025,2006,1,0,21,0,0,0,0,1,0,2
damian rodriguez,celta vigo,La-Liga,2024-2025,2003,17,10,927,0,0,3,0,8,71,12
dani rodriguez,mallorca,La-Liga,2024-2025,1988,37,26,2162,4,7,5,0,37,78,108
daniel rodriguez,barcelona,La-Liga,2024-2025,2005,1,1,37,0,0,0,0,4,2,9
james rodriguez,rayo vallecano,La-Liga,2024-2025,1991,6,1,140,0,0,1,0,3,13,7
javi rodriguez,celta vigo,La-Liga,2024-2025,2003,36,26,2514,3,2,7,0,29,114,51
jesus rodriguez,betis,La-Liga,2024-2025,2005,21,15,1111,2,0,0,0,53,35,99
kirian rodriguez,las palmas,La-Liga,2024-2025,1996,21,21,1758,0,3,2,0,25,128,39
ricardo rodriguez,betis,La-Liga,2024-2025,1992,18,15,1274,0,1,0,0,19,63,32
rodrygo,real madrid,La-Liga,2024-2025,2001,30,22,1928,6,5,0,0,113,108,253
leo roman,mallorca,La-Liga,2024-2025,2000,7,7,630,0,0,0,0,0,0,0
carlos romero,espanyol,La-Liga,2024-2025,2001,34,28,2554,2,1,7,0,50,64,113
isaac romero,sevilla,La-Liga,2024-2025,2000,31,26,2156,4,2,10,1,21,29,95
luka romero,alaves,La-Liga,2024-2025,2004,6,2,199,0,0,0,0,3,0,12
oriol romeu,girona,La-Liga,2024-2025,1991,25,17,1356,0,0,5,0,22,73,8
vitor roque,betis,La-Liga,2024-2025,2005,22,14,1235,4,0,4,0,24,17,57
valentin rosier,leganes,La-Liga,2024-2025,1996,32,28,2595,1,2,8,0,41,74,89
antonio rudiger,real madrid,La-Liga,2024-2025,1993,29,26,2291,0,0,3,0,20,94,4
aitor ruibal,betis,La-Liga,2024-2025,1996,29,13,1313,1,3,5,0,21,50,64
abel ruiz,girona,La-Liga,2024-2025,2000,23,17,1346,4,0,3,0,21,23,71
ferran ruiz,girona,La-Liga,2024-2025,2003,1,0,18,0,0,0,0,0,1,0
youssouf sabaly,betis,La-Liga,2024-2025,1993,22,20,1581,0,1,1,0,25,62,63
umar sadiq,valencia,La-Liga,2024-2025,1997,16,9,825,5,0,4,0,9,7,49
umar sadiq,real sociedad,La-Liga,2024-2025,1997,7,2,227,0,0,1,0,5,5,18
jorge saenz,leganes,La-Liga,2024-2025,1996,23,19,1690,1,0,4,1,5,36,2
jan salas,mallorca,La-Liga,2024-2025,2005,4,0,43,0,0,0,0,1,4,4
kike salas,sevilla,La-Liga,2024-2025,2002,31,25,2238,3,2,6,0,7,59,18
albert sambi lokonga,sevilla,La-Liga,2024-2025,1999,22,16,1471,0,2,4,0,24,93,20
chuky san jose,valladolid,La-Liga,2024-2025,2004,18,9,728,2,0,1,0,6,15,27
oihan sancet,athletic club,La-Liga,2024-2025,2000,29,19,1620,15,1,2,0,52,90,115
antonio sanchez,mallorca,La-Liga,2024-2025,1997,33,12,1395,0,0,3,0,18,38,53
ivan sanchez,valladolid,La-Liga,2024-2025,1992,32,11,1404,2,1,4,0,60,77,93
javi sanchez,valladolid,La-Liga,2024-2025,1997,25,25,2026,2,0,6,0,4,34,4
juanlu sanchez,sevilla,La-Liga,2024-2025,2003,32,18,1722,4,4,6,1,44,68,83
manu sanchez,alaves,La-Liga,2024-2025,2000,33,30,2634,1,0,6,1,47,78,97
maroan sannadi,athletic club,La-Liga,2024-2025,2001,16,7,754,1,1,0,0,21,15,67
yellu santiago,getafe,La-Liga,2024-2025,2004,19,4,372,0,0,5,0,4,16,4
aleksandar sedlar,alaves,La-Liga,2024-2025,1991,9,7,594,0,0,1,1,2,12,1
sergi,leganes,La-Liga,2024-2025,1992,36,33,2957,2,0,2,1,3,77,2
nicolas serrano,athletic club,La-Liga,2024-2025,2003,4,1,112,0,0,0,0,2,4,18
fabio silva,las palmas,La-Liga,2024-2025,2002,24,22,1866,10,3,7,0,30,26,119
rui silva,betis,La-Liga,2024-2025,1994,15,15,1350,0,0,1,0,0,0,0
giuliano simeone,atletico madrid,La-Liga,2024-2025,2002,33,26,1926,2,6,4,0,69,49,189
unai simon,athletic club,La-Liga,2024-2025,1997,21,21,1890,0,0,0,0,0,0,0
daley sinkgraven,las palmas,La-Liga,2024-2025,1995,2,1,91,0,0,0,0,2,3,7
jailson siqueira,celta vigo,La-Liga,2024-2025,1995,13,6,614,0,0,2,0,10,43,3
antonio sivera,alaves,La-Liga,2024-2025,1996,32,32,2810,0,0,6,1,0,1,0
justin smith,espanyol,La-Liga,2024-2025,2003,5,3,209,0,0,0,0,4,6,7
alex sola,getafe,La-Liga,2024-2025,1999,19,13,1029,0,1,4,0,24,23,61
arnau sola,villarreal,La-Liga,2024-2025,2003,1,0,13,0,0,0,0,0,0,0
jhon solis,girona,La-Liga,2024-2025,2004,19,3,535,1,0,3,0,9,29,15
david soria,getafe,La-Liga,2024-2025,1993,38,38,3420,0,0,2,0,0,1,0
juan soriano,leganes,La-Liga,2024-2025,1997,6,6,540,0,0,1,1,0,0,0
hugo sotelo,celta vigo,La-Liga,2024-2025,2003,24,15,1254,0,0,5,0,21,83,38
djibril sow,sevilla,La-Liga,2024-2025,1997,30,24,2062,2,1,5,0,23,100,50
carl starfelt,celta vigo,La-Liga,2024-2025,1995,28,26,2270,1,0,5,0,11,66,1
orri steinn oskarsson,real sociedad,La-Liga,2024-2025,2004,23,9,944,3,0,1,0,6,9,50
stoichkov,alaves,La-Liga,2024-2025,1993,16,6,699,0,1,1,0,9,26,41
cristhian stuani,girona,La-Liga,2024-2025,1986,32,6,1078,11,2,4,0,2,10,36
alex suarez,las palmas,La-Liga,2024-2025,1993,30,30,2460,0,0,12,0,6,53,3
denis suarez,villarreal,La-Liga,2024-2025,1994,21,7,608,1,1,0,0,27,35,24
luka sucic,real sociedad,La-Liga,2024-2025,2002,29,21,1792,1,1,4,0,30,79,56
suso,sevilla,La-Liga,2024-2025,1993,16,4,606,0,2,3,0,20,43,74
williot swedberg,celta vigo,La-Liga,2024-2025,2004,32,15,1348,4,5,1,0,34,28,116
mamadou sylla,valladolid,La-Liga,2024-2025,1994,29,17,1583,5,1,5,0,15,22,52
wojciech szczesny,barcelona,La-Liga,2024-2025,1990,15,15,1350,0,0,0,0,0,0,0
alexander srloth,atletico madrid,La-Liga,2024-2025,1995,35,15,1566,20,2,4,0,32,31,81
renato tapia,leganes,La-Liga,2024-2025,1995,34,28,2424,1,0,8,0,17,83,20
cesar tarrega,valencia,La-Liga,2024-2025,2002,34,34,3026,2,0,7,0,20,79,1
aurelien tchouameni,real madrid,La-Liga,2024-2025,2000,32,31,2689,0,0,5,0,19,154,13
alvaro tejero,espanyol,La-Liga,2024-2025,1996,28,13,1238,1,4,2,0,27,46,72
martin tejon,valencia,La-Liga,2024-2025,2004,4,0,49,0,0,0,0,0,4,6
nahuel tenaglia,alaves,La-Liga,2024-2025,1996,34,33,2922,2,1,11,0,42,103,98
marcandre ter stegen,barcelona,La-Liga,2024-2025,1992,8,8,674,0,0,0,0,0,2,0
ramon terrats,villarreal,La-Liga,2024-2025,2000,11,1,131,0,0,1,0,1,7,3
ramon terrats,getafe,La-Liga,2024-2025,2000,15,15,1219,4,1,1,0,8,36,37
raul de tomas,rayo vallecano,La-Liga,2024-2025,1994,2,0,22,0,0,0,0,0,0,2
pablo torre,barcelona,La-Liga,2024-2025,2003,10,4,310,3,1,0,0,5,17,20
david torres,valladolid,La-Liga,2024-2025,2003,18,15,1387,0,0,5,0,11,37,3
ferran torres,barcelona,La-Liga,2024-2025,2000,27,12,1106,10,6,1,1,23,35,98
lucas torro,osasuna,La-Liga,2024-2025,1994,35,35,2957,3,0,10,0,10,109,30
hamari traore,real sociedad,La-Liga,2024-2025,1992,11,9,700,0,1,2,0,12,26,20
oscar trejo,rayo vallecano,La-Liga,2024-2025,1988,19,6,496,1,0,1,0,15,37,28
viktor tsyhankov,girona,La-Liga,2024-2025,1997,27,23,1913,2,5,1,0,62,65,195
benat turrientes,real sociedad,La-Liga,2024-2025,2002,21,11,942,0,0,4,0,18,42,28
christantus uche,getafe,La-Liga,2024-2025,2003,33,30,2486,4,6,8,2,43,49,148
naci unuvar,espanyol,La-Liga,2024-2025,2003,2,0,31,0,0,0,0,1,1,4
oscar valentin,rayo vallecano,La-Liga,2024-2025,1994,34,18,1835,0,0,5,0,13,86,8
german valera,valencia,La-Liga,2024-2025,2002,8,1,148,0,0,0,0,1,2,10
martin valjent,mallorca,La-Liga,2024-2025,1995,31,31,2763,3,0,4,0,23,91,17
jesus vallejo,real madrid,La-Liga,2024-2025,1997,4,1,138,0,1,0,0,0,5,1
federico valverde,real madrid,La-Liga,2024-2025,1998,36,34,3032,6,4,4,0,66,226,76
siebe van der heyden,mallorca,La-Liga,2024-2025,1998,2,1,97,0,0,0,0,1,5,1
ruben vargas,sevilla,La-Liga,2024-2025,1998,11,9,671,2,1,0,0,29,14,63
jose luis garcia vaya,valencia,La-Liga,2024-2025,1998,34,18,1742,2,2,8,1,13,142,19
jesus vazquez,valencia,La-Liga,2024-2025,2003,19,10,919,0,0,3,0,32,21,48
lucas vazquez,real madrid,La-Liga,2024-2025,1991,32,25,2189,1,5,4,0,37,99,194
alejo veliz,espanyol,La-Liga,2024-2025,2003,27,10,1127,1,0,3,0,2,8,27
mikel vesga,athletic club,La-Liga,2024-2025,1993,25,10,988,0,0,1,0,10,64,22
carlos vicente,alaves,La-Liga,2024-2025,1999,37,35,3092,5,5,3,0,104,68,226
pau victor,barcelona,La-Liga,2024-2025,2001,21,2,319,2,1,2,0,6,11,28
nacho vidal,osasuna,La-Liga,2024-2025,1995,5,1,124,0,0,0,0,3,1,5
